,marketcap
3618,1886832640
3619,1882682752
3620,1882436224
3621,1882390272
3622,1880163386
3623,1877300992
3624,1874778240
3625,1872361856
3626,1870479744
3627,1869715712
3628,1868112165
3629,1865788288
3630,1865033728
3631,1863712000
3632,1862638976
3633,1858825472
3634,1858200192
3635,1857792256
3636,1856489600
3637,1856024576
3638,1853933952
3639,1850825472
3640,1850741073
3641,1847721600
3642,1845797080
3643,1845265897
3644,1840991872
3645,1838129792
3646,1835870336
3647,1833119616
3648,1833039014
3649,1832802944
3650,1831720961
3651,1829626666
3652,1827457920
3653,1826496384
3654,1826135424
3655,1819895808
3656,1819788032
3657,1817735936
3658,1815740416
3659,1812211104
3660,1811708160
3661,1809937028
3662,1809624891
3663,1808474368
3664,1807091968
3665,1801246848
3666,1798843248
3667,1795855317
3668,1792937472
3669,1790899717
3670,1787377280
3671,1786001024
3672,1784468992
3673,1784214272
3674,1782979968
3675,1780768047
3676,1780335547
3677,1780171008
3678,1774162816
3679,1771217536
3680,1767503488
3681,1765867136
3682,1765565440
3683,1764856192
3684,1764155648
3685,1763565952
3686,1761196928
3687,1754176512
3688,1752908288
3689,1752373120
3690,1750137600
3691,1750102528
3692,1742391808
3693,1741050624
3694,1740876255
3695,1740874124
3696,1739000960
3697,1738906116
3698,1737168910
3699,1737140608
3700,1737138816
3701,1734553717
3702,1731318912
3703,1728738944
3704,1727269632
3705,1725790336
3706,1725670784
3707,1724502762
3708,1722797440
3709,1718872064
3710,1718244736
3711,1715999744
3712,1714612096
3713,1713563776
3714,1713316736
3715,1711990528
3716,1709078272
3717,1708220887
3718,1707867904
3719,1706183040
3720,1705485184
3721,1704933009
3722,1704551296
3723,1704542976
3724,1702783104
3725,1700708352
3726,1697652988
3727,1695949440
3728,1694033314
3729,1691549568
3730,1687966208
3731,1687611648
3732,1685330048
3733,1678507927
3734,1678345693
3735,1676989696
3736,1673822615
3737,1669636480
3738,1668864768
3739,1667840640
3740,1667477406
3741,1667154944
3742,1666633488
3743,1666290788
3744,1663117952
3745,1662767926
3746,1661863680
3747,1660828288
3748,1659775360
3749,1658709120
3750,1657210368
3751,1654863232
3752,1652900608
3753,1652232192
3754,1652144546
3755,1651609472
3756,1650593269
3757,1650137088
3758,1647152749
3759,1644213931
3760,1639890688
3761,1639852160
3762,1636432312
3763,1636188032
3764,1635625984
3765,1635065000
3766,1632377728
3767,1629597568
3768,1626435897
3769,1625996544
3770,1625571328
3771,1624382720
3772,1622780544
3773,1620032000
3774,1617270784
3775,1617188352
3776,1616532224
3777,1614508800
3778,1612351694
3779,1611340928
3780,1607990144
3781,1602535808
3782,1602470016
3783,1602360960
3784,1601546240
3785,1601281664
3786,1600454656
3787,1594407250
3788,1594317952
3789,1593216384
3790,1590843776
3791,1590724224
3792,1589461760
3793,1589269376
3794,1588713728
3795,1587790848
3796,1587699328
3797,1587324544
3798,1585217536
3799,1583731968
3800,1583241856
3801,1581846784
3802,1580921216
3803,1579848192
3804,1578681865
3805,1577707850
3806,1577214080
3807,1576547456
3808,1575389056
3809,1575106432
3810,1574966933
3811,1573547520
3812,1573172096
3813,1572695296
3814,1567414400
3815,1566255744
3816,1564992000
3817,1564720640
3818,1562386432
3819,1560605184
3820,1557751424
3821,1557568256
3822,1556057600
3823,1556025088
3824,1554270208
3825,1554063480
3826,1552999552
3827,1543979008
3828,1543440768
3829,1541342464
3830,1539323877
3831,1538775168
3832,1536630784
3833,1536480000
3834,1536456960
3835,1535498240
3836,1534215296
3837,1533200896
3838,1532942080
3839,1529388032
3840,1528182522
3841,1524239360
3842,1523856608
3843,1523018368
3844,1521884160
3845,1517102976
3846,1516074880
3847,1511686016
3848,1511120549
3849,1510189952
3850,1507782656
3851,1505191808
3852,1502684719
3853,1502515840
3854,1499808512
3855,1498457984
3856,1497158016
3857,1493673039
3858,1493582080
3859,1492214983
3860,1491671936
3861,1491500416
3862,1490026624
3863,1489892224
3864,1489867648
3865,1487942528
3866,1487898752
3867,1487866752
3868,1486238336
3869,1481423488
3870,1478899968
3871,1476165632
3872,1475865600
3873,1474696064
3874,1470766996
3875,1470433536
3876,1469879936
3877,1469722240
3878,1469282560
3879,1468013952
3880,1467972480
3881,1467698944
3882,1465788847
3883,1464816512
3884,1464699392
3885,1459448064
3886,1458766848
3887,1457004280
3888,1456647798
3889,1454658560
3890,1454093056
3891,1453864325
3892,1452015778
3893,1451078656
3894,1449905292
3895,1449742080
3896,1449140736
3897,1448618990
3898,1445585152
3899,1444087424
3900,1442480256
3901,1441792384
3902,1441197824
3903,1435961344
3904,1434306935
3905,1431252301
3906,1429706624
3907,1427923968
3908,1427320077
3909,1427007104
3910,1422831360
3911,1421442048
3912,1419762683
3913,1419226624
3914,1418420096
3915,1417057024
3916,1416207488
3917,1415669248
3918,1415059328
3919,1414779008
3920,1414630528
3921,1412349184
3922,1412104320
3923,1411561904
3924,1410563745
3925,1410420608
3926,1409948928
3927,1408340992
3928,1407955584
3929,1406962586
3930,1406344576
3931,1406163712
3932,1405263801
3933,1401099136
3934,1400312192
3935,1397073408
3936,1396880512
3937,1395924629
3938,1394737664
3939,1391484288
3940,1390676173
3941,1390340608
3942,1389296640
3943,1389200256
3944,1388419072
3945,1386423808
3946,1384657170
3947,1383989751
3948,1383869824
3949,1383145600
3950,1377868672
3951,1376808320
3952,1375940614
3953,1374420864
3954,1373342464
3955,1372558720
3956,1372412672
3957,1371491968
3958,1370891648
3959,1370746624
3960,1369408427
3961,1368721291
3962,1367588961
3963,1365689871
3964,1364781842
3965,1364658944
3966,1363030016
3967,1362432000
3968,1359925120
3969,1358372683
3970,1355337260
3971,1353503073
3972,1353001820
3973,1352165632
3974,1351992064
3975,1351862784
3976,1351035392
3977,1350055040
3978,1348953856
3979,1348578048
3980,1341274880
3981,1341268864
3982,1339153792
3983,1338085248
3984,1336803712
3985,1336486784
3986,1336389632
3987,1336294272
3988,1336184320
3989,1334770560
3990,1334064640
3991,1332990464
3992,1330918349
3993,1329597312
3994,1329452800
3995,1328203149
3996,1327340416
3997,1327238656
3998,1326203520
3999,1326127360
4000,1324278784
4001,1322966400
4002,1321458944
4003,1320453760
4004,1319137792
4005,1319019904
4006,1317343744
4007,1316425600
4008,1314302208
4009,1313879040
4010,1312097645
4011,1309762037
4012,1309319424
4013,1308248320
4014,1307022976
4015,1304628889
4016,1303574155
4017,1301394816
4018,1299691904
4019,1297794048
4020,1295535488
4021,1294536192
4022,1292367360
4023,1292133376
4024,1288661248
4025,1288522368
4026,1288006870
4027,1287328042
4028,1287270656
4029,1285080330
4030,1284674688
4031,1284468096
4032,1283858390
4033,1282861056
4034,1280486272
4035,1280442496
4036,1274438912
4037,1273350400
4038,1273063680
4039,1270757984
4040,1267085184
4041,1266088792
4042,1260129024
4043,1259470208
4044,1257932032
4045,1257138048
4046,1257062959
4047,1256995840
4048,1256701312
4049,1253386496
4050,1253054592
4051,1251336064
4052,1250569984
4053,1249722644
4054,1246843653
4055,1246568320
4056,1243100416
4057,1240991360
4058,1240482162
4059,1240181632
4060,1239742464
4061,1238363520
4062,1237437368
4063,1237351936
4064,1236615040
4065,1235948672
4066,1233632128
4067,1229725056
4068,1228359680
4069,1227574016
4070,1225249664
4071,1223513088
4072,1222971264
4073,1222269312
4074,1221703936
4075,1221105152
4076,1219861248
4077,1219068256
4078,1218417024
4079,1217544064
4080,1217217291
4081,1217186176
4082,1216731967
4083,1216658192
4084,1216348544
4085,1215980672
4086,1213460480
4087,1212429952
4088,1210616510
4089,1209417344
4090,1208039600
4091,1207577856
4092,1206364416
4093,1206127232
4094,1205562496
4095,1205087686
4096,1203245264
4097,1202313984
4098,1202308224
4099,1201523200
4100,1201443073
4101,1201436672
4102,1199535616
4103,1198351872
4104,1197193969
4105,1195630592
4106,1194967552
4107,1194523904
4108,1193803392
4109,1191685891
4110,1190766336
4111,1189696384
4112,1188502656
4113,1188248960
4114,1187212928
4115,1185581312
4116,1185362048
4117,1180454656
4118,1177727978
4119,1175835359
4120,1174768640
4121,1174373248
4122,1174097591
4123,1172990501
4124,1172654976
4125,1172415232
4126,1172094592
4127,1171668608
4128,1171624720
4129,1168321685
4130,1167157053
4131,1164436096
4132,1162666112
4133,1161774080
4134,1161266432
4135,1159937436
4136,1159903488
4137,1159772892
4138,1159192064
4139,1157874048
4140,1155606191
4141,1155292288
4142,1151980800
4143,1150615168
4144,1150597120
4145,1150519296
4146,1150350720
4147,1149048553
4148,1147497600
4149,1147268480
4150,1145289728
4151,1143061464
4152,1142961792
4153,1140072576
4154,1139075200
4155,1138929231
4156,1138522624
4157,1138055040
4158,1136836183
4159,1136589440
4160,1136018021
4161,1132838016
4162,1130585856
4163,1130155278
4164,1129633152
4165,1129572608
4166,1128576768
4167,1127887104
4168,1127020416
4169,1126107264
4170,1125812224
4171,1123298747
4172,1121115136
4173,1119929728
4174,1119186688
4175,1119156096
4176,1113893120
4177,1109731456
4178,1108154496
4179,1106011392
4180,1105860736
4181,1105253153
4182,1103624704
4183,1103060864
4184,1101500544
4185,1101196928
4186,1101191111
4187,1095533083
4188,1095099436
4189,1094973348
4190,1092165550
4191,1091566208
4192,1088648576
4193,1087552896
4194,1087452800
4195,1086928000
4196,1086893721
4197,1085470464
4198,1080401626
4199,1078307328
4200,1077991936
4201,1077472512
4202,1076501009
4203,1076498944
4204,1073729137
4205,1072119104
4206,1070645760
4207,1069080640
4208,1068616830
4209,1067611712
4210,1066403520
4211,1064993408
4212,1063728532
4213,1063255232
4214,1063232066
4215,1061102272
4216,1058369088
4217,1058105920
4218,1057678592
4219,1057416192
4220,1055531968
4221,1055187584
4222,1055149760
4223,1054710779
4224,1054709632
4225,1054579200
4226,1052345088
4227,1051094866
4228,1050554867
4229,1049297280
4230,1048947392
4231,1048769397
4232,1044674688
4233,1040162137
4234,1039489343
4235,1038051968
4236,1037004032
4237,1036069184
4238,1034731904
4239,1034273792
4240,1033328298
4241,1032904361
4242,1031636794
4243,1029894784
4244,1027773501
4245,1026958336
4246,1026648512
4247,1025930496
4248,1025904384
4249,1025725184
4250,1025265088
4251,1024058624
4252,1023744000
4253,1021073242
4254,1020740630
4255,1019457984
4256,1018551616
4257,1016268685
4258,1015220288
4259,1015177493
4260,1012702528
4261,1011108368
4262,1011014793
4263,1010913472
4264,1010862912
4265,1010860288
4266,1010596800
4267,1009927616
4268,1009223424
4269,1009123520
4270,1006944512
4271,1006329005
4272,1006125120
4273,999755200
4274,999080768
4275,998964928
4276,998667648
4277,995030976
4278,994409280
4279,993843456
4280,992434624
4281,991736064
4282,990248512
4283,990205248
4284,989669248
4285,986868416
4286,983534272
4287,982214656
4288,979747520
4289,979512896
4290,978717888
4291,977489280
4292,976410368
4293,975691328
4294,975671744
4295,973986816
4296,973148928
4297,972715037
4298,972019968
4299,971457408
4300,971419712
4301,971092864
4302,970742464
4303,970210176
4304,968821812
4305,968796621
4306,968607936
4307,968584704
4308,966341931
4309,966084736
4310,963832320
4311,962257152
4312,960321591
4313,959714112
4314,959292608
4315,958477056
4316,956703936
4317,956703296
4318,956467904
4319,956396393
4320,956313616
4321,955588667
4322,952281920
4323,951997376
4324,951205996
4325,950784448
4326,950743872
4327,950523840
4328,950234496
4329,947395712
4330,947235136
4331,945755840
4332,945064256
4333,944138816
4334,944038528
4335,943501248
4336,942919680
4337,942896000
4338,941556862
4339,940267008
4340,939808704
4341,937081984
4342,935678657
4343,934913856
4344,934867712
4345,933622080
4346,933034368
4347,932643840
4348,930731605
4349,929034432
4350,928215936
4351,926704429
4352,925565694
4353,925460485
4354,924697602
4355,922753536
4356,922492416
4357,922357376
4358,921802496
4359,921460916
4360,919651264
4361,919199744
4362,916900480
4363,915889856
4364,915791616
4365,914152832
4366,913839040
4367,910080233
4368,909416320
4369,907728832
4370,907185600
4371,906202176
4372,905319680
4373,904531968
4374,902796021
4375,902312448
4376,900785920
4377,900195456
4378,899632768
4379,896143660
4380,895174016
4381,894160128
4382,892075904
4383,891816192
4384,890702336
4385,889741824
4386,889318363
4387,888894080
4388,888892578
4389,888176704
4390,888086208
4391,886643392
4392,886122368
4393,886066112
4394,883389696
4395,883366016
4396,882196177
4397,881763968
4398,881333632
4399,880212544
4400,880009664
4401,879587776
4402,878393984
4403,878364800
4404,878331776
4405,877166336
4406,877128640
4407,874543232
4408,870470400
4409,869761408
4410,867373056
4411,866393472
4412,864668544
4413,863887936
4414,862853184
4415,862525632
4416,862354432
4417,859816512
4418,858114752
4419,856932928
4420,856773184
4421,856403712
4422,854284032
4423,853975552
4424,852753611
4425,852564160
4426,852498816
4427,852336640
4428,852194752
4429,851458560
4430,850914176
4431,850691904
4432,849257920
4433,846743552
4434,846248192
4435,845677428
4436,845354496
4437,844981440
4438,843899392
4439,843198601
4440,841813440
4441,841774400
4442,841172416
4443,839634048
4444,839466304
4445,839323392
4446,838094016
4447,836199040
4448,835430784
4449,834854420
4450,833775680
4451,833647552
4452,833366592
4453,833260992
4454,832686912
4455,831377600
4456,831337280
4457,829601920
4458,829021184
4459,828235264
4460,827771136
4461,827733568
4462,827700096
4463,827330174
4464,825658880
4465,823403456
4466,822886272
4467,822780096
4468,822560640
4469,820403648
4470,817506432
4471,816988327
4472,816885120
4473,815398144
4474,814477257
4475,813776640
4476,813276096
4477,811893120
4478,810142976
4479,809733696
4480,809465749
4481,809236864
4482,807824192
4483,805522688
4484,805320128
4485,804812032
4486,804273088
4487,802689792
4488,802484480
4489,801228484
4490,800274176
4491,799466816
4492,797044672
4493,796477504
4494,795882235
4495,795613568
4496,795518976
4497,795019124
4498,793625683
4499,790281060
4500,789838016
4501,788809216
4502,788317184
4503,788242112
4504,787689409
4505,787060118
4506,781494848
4507,780635648
4508,780634240
4509,780115200
4510,779855040
4511,779517207
4512,778571200
4513,778379133
4514,777442752
4515,776581440
4516,776254016
4517,775096832
4518,773606400
4519,773451072
4520,772048256
4521,770091520
4522,769101632
4523,768414188
4524,767167424
4525,767035648
4526,766815936
4527,766582080
4528,764815232
4529,764569408
4530,764250880
4531,763019904
4532,762975232
4533,761936128
4534,761717888
4535,758730688
4536,758632384
4537,758375232
4538,758214528
4539,757042688
4540,756018176
4541,752665280
4542,752502080
4543,749733632
4544,749714240
4545,749111424
4546,748884864
4547,747870976
4548,747077248
4549,743994752
4550,743701766
4551,741716224
4552,741437376
4553,740605248
4554,739765952
4555,738846746
4556,734282560
4557,733726976
4558,732548096
4559,731244878
4560,730994880
4561,729924608
4562,729071489
4563,728745600
4564,727543616
4565,727322816
4566,727286976
4567,727269888
4568,726732032
4569,726232896
4570,726045376
4571,724750912
4572,723812928
4573,722239192
4574,721385664
4575,719406314
4576,719009694
4577,718527808
4578,717910400
4579,716627584
4580,714858880
4581,714613632
4582,713285824
4583,713137472
4584,713002880
4585,711464000
4586,711115328
4587,711094016
4588,711091648
4589,710457856
4590,710271232
4591,710173504
4592,707971968
4593,707971584
4594,707687616
4595,707608320
4596,705602432
4597,703907840
4598,703213184
4599,702498545
4600,701230976
4601,700809759
4602,700581056
4603,700230464
4604,698765378
4605,698625024
4606,697970112
4607,697402624
4608,696495040
4609,696357824
4610,696068864
4611,694778112
4612,693348160
4613,693251968
4614,693099968
4615,692651269
4616,692438176
4617,692348224
4618,690774400
4619,689988672
4620,688383488
4621,688124992
4622,686748480
4623,686738880
4624,683899310
4625,682831872
4626,682080576
4627,681878144
4628,681124367
4629,679760576
4630,678740672
4631,677701120
4632,677278016
4633,675553664
4634,672531072
4635,669692928
4636,669305600
4637,666814208
4638,664883008
4639,662561280
4640,662135872
4641,659682176
4642,658863680
4643,656272512
4644,656248896
4645,655322048
4646,654685806
4647,653504000
4648,653095616
4649,652252647
4650,650249280
4651,649998912
4652,649825408
4653,649673408
4654,649162161
4655,648497024
4656,648311616
4657,646567296
4658,646091904
4659,644670016
4660,644076416
4661,642970944
4662,642077504
4663,642066304
4664,639789440
4665,638910848
4666,636204800
4667,635819520
4668,634650240
4669,633569600
4670,632648000
4671,632021440
4672,631986944
4673,631790272
4674,631570176
4675,630743936
4676,629824896
4677,629143744
4678,627250560
4679,626831360
4680,626010880
4681,625685056
4682,625133632
4683,623813568
4684,622924608
4685,622344512
4686,622212160
4687,622030656
4688,621205184
4689,619296448
4690,618968000
4691,616186304
4692,612596992
4693,612147374
4694,611242334
4695,610889280
4696,609744701
4697,608417664
4698,608318720
4699,606621248
4700,604046080
4701,603645888
4702,603424629
4703,603058394
4704,602018432
4705,601704578
4706,601087296
4707,601030358
4708,600257088
4709,599660096
4710,598416064
4711,597927808
4712,597427392
4713,597216704
4714,596847424
4715,596674624
4716,596569152
4717,596134848
4718,595808464
4719,595085888
4720,594319424
4721,590654784
4722,589825216
4723,589560501
4724,588965184
4725,588744704
4726,588247616
4727,586363057
4728,585960182
4729,585449280
4730,585206784
4731,584560402
4732,583871872
4733,579516864
4734,578326912
4735,578188800
4736,578122176
4737,577628864
4738,577229696
4739,576431104
4740,575136954
4741,575071232
4742,572848384
4743,572542656
4744,571666688
4745,571555648
4746,571209344
4747,570915584
4748,570838226
4749,568875298
4750,567972416
4751,567713984
4752,567287849
4753,566511872
4754,566062958
4755,566051776
4756,563264326
4757,562812441
4758,561661248
4759,561242368
4760,561091327
4761,560667443
4762,559950016
4763,559883520
4764,559578112
4765,559517568
4766,558212672
4767,556154799
4768,555374784
4769,554305728
4770,553911092
4771,552302912
4772,551727424
4773,549834880
4774,546492032
4775,546434995
4776,545482975
4777,544737600
4778,542930688
4779,542797632
4780,540762752
4781,539329728
4782,538715392
4783,537920960
4784,537791616
4785,534979040
4786,534814912
4787,534576064
4788,533065536
4789,532636032
4790,532062515
4791,530997728
4792,530754208
4793,530097283
4794,529106632
4795,528831283
4796,528623616
4797,528483520
4798,526858976
4799,526175904
4800,525170144
4801,522819689
4802,521482329
4803,520298330
4804,519093152
4805,519018304
4806,517925952
4807,517849041
4808,516579008
4809,515168256
4810,515121216
4811,514826272
4812,514180608
4813,514106912
4814,513990656
4815,513404000
4816,513400000
4817,513369856
4818,512708480
4819,511862976
4820,511132864
4821,510093248
4822,509070464
4823,508877920
4824,508188128
4825,507634592
4826,507408320
4827,506913184
4828,506223648
4829,506000992
4830,505207424
4831,503422208
4832,503046976
4833,502876384
4834,501317930
4835,501040480
4836,500566080
4837,500519300
4838,499974254
4839,499885953
4840,498038016
4841,496773888
4842,496040096
4843,493586656
4844,493563616
4845,492566976
4846,491355904
4847,487727200
4848,487648960
4849,487097659
4850,485880992
4851,485804928
4852,485640128
4853,484838432
4854,484285184
4855,483772992
4856,482054272
4857,481942848
4858,481867360
4859,481811406
4860,481796870
4861,481059392
4862,480411552
4863,480262688
4864,480127360
4865,479546272
4866,479236640
4867,479196576
4868,477939687
4869,477224992
4870,476956256
4871,476720608
4872,476637472
4873,475715441
4874,475091520
4875,472886656
4876,472881337
4877,471261662
4878,470807968
4879,469436640
4880,468584064
4881,468574326
4882,466204957
4883,465956192
4884,465885024
4885,464694496
4886,464079008
4887,463485699
4888,461723328
4889,461661184
4890,461577600
4891,461025728
4892,458931168
4893,458408448
4894,457845696
4895,456031648
4896,455278500
4897,454318816
4898,454235200
4899,454069824
4900,453850505
4901,452289986
4902,451981088
4903,449583936
4904,448784256
4905,448057280
4906,447929856
4907,445786912
4908,444894324
4909,444861696
4910,444615584
4911,441529184
4912,441028480
4913,439869824
4914,438977632
4915,438347552
4916,438114368
4917,437843968
4918,437569376
4919,437352576
4920,436916384
4921,436284843
4922,436220873
4923,435671360
4924,433469554
4925,432874976
4926,432805184
4927,432219872
4928,432075840
4929,431777706
4930,431732691
4931,430828704
4932,429067456
4933,427955639
4934,427469204
4935,425952704
4936,425359808
4937,424679488
4938,423489869
4939,422736736
4940,422404958
4941,420644894
4942,420526272
4943,420482272
4944,419190528
4945,418140000
4946,417334432
4947,417005920
4948,416834080
4949,414443168
4950,412510976
4951,412315776
4952,410741824
4953,409293266
4954,407959200
4955,407556320
4956,405760704
4957,405489504
4958,404946784
4959,403885984
4960,403859488
4961,403481760
4962,402820135
4963,402625248
4964,400679230
4965,400515744
4966,399393696
4967,398821280
4968,398012754
4969,397938816
4970,397925375
4971,397820886
4972,397768608
4973,396866851
4974,396814144
4975,395996064
4976,395852872
4977,395152864
4978,394157536
4979,392340874
4980,392183179
4981,390951456
4982,390570368
4983,388944688
4984,386741696
4985,386696096
4986,384987616
4987,383523808
4988,382417728
4989,382145376
4990,379009056
4991,378354868
4992,376647655
4993,376369152
4994,373730494
4995,373424261
4996,372852416
4997,372139122
4998,371823072
4999,370812946
5000,370282631
5001,369765408
5002,369437952
5003,369415648
5004,368420896
5005,368240032
5006,368074144
5007,367829792
5008,367175168
5009,365948672
5010,365498176
5011,365306117
5012,364784128
5013,364420960
5014,364317792
5015,363930048
5016,363744928
5017,363227904
5018,361428608
5019,360989755
5020,359556736
5021,358755008
5022,357780160
5023,357743165
5024,357508268
5025,357382176
5026,357346624
5027,357255712
5028,353751434
5029,353405246
5030,353041344
5031,352932960
5032,352866464
5033,352579968
5034,352372928
5035,352215264
5036,351800992
5037,351738656
5038,350211840
5039,350145280
5040,349615337
5041,348746976
5042,347504352
5043,347452096
5044,347279552
5045,347079113
5046,346929344
5047,346339104
5048,346014732
5049,345705332
5050,345670336
5051,342611232
5052,342326592
5053,342109760
5054,342032062
5055,341298432
5056,340838904
5057,340331968
5058,340049248
5059,338889152
5060,338699001
5061,338404866
5062,338187878
5063,337662080
5064,337071840
5065,336381824
5066,335807680
5067,334773664
5068,334760064
5069,333854144
5070,333217504
5071,332373269
5072,332246368
5073,331607456
5074,331552960
5075,330349248
5076,330065632
5077,329841152
5078,328967520
5079,328369536
5080,327435957
5081,327362688
5082,327201536
5083,327175200
5084,327029888
5085,326914944
5086,326892800
5087,325865236
5088,324647367
5089,323930858
5090,323603104
5091,323401696
5092,321925632
5093,321795904
5094,321339008
5095,321127808
5096,320863383
5097,320793856
5098,319029952
5099,318483360
5100,317997014
5101,317066944
5102,316951485
5103,316923968
5104,316625376
5105,316278080
5106,316183360
5107,315876288
5108,315819136
5109,315756288
5110,315743040
5111,315395328
5112,314955136
5113,314792352
5114,314729728
5115,314509184
5116,314046560
5117,313617504
5118,313219520
5119,312740448
5120,312441152
5121,312108269
5122,311957173
5123,311356013
5124,311268736
5125,310602848
5126,310391488
5127,309898080
5128,309687823
5129,309627904
5130,309515353
5131,308552896
5132,308184843
5133,307806912
5134,307805632
5135,307212320
5136,306758720
5137,306704224
5138,306546240
5139,306448748
5140,306222752
5141,305544064
5142,304263869
5143,304071360
5144,303123951
5145,302498976
5146,302160606
5147,302024928
5148,301964363
5149,301743412
5150,301195762
5151,300884864
5152,299975840
5153,298806153
5154,298558880
5155,298267136
5156,297132832
5157,296412320
5158,295925920
5159,295896896
5160,294270176
5161,293968512
5162,293876064
5163,293492896
5164,293185728
5165,292898400
5166,291093048
5167,290786976
5168,290628864
5169,289145440
5170,288557319
5171,287599328
5172,287545056
5173,286935677
5174,286775296
5175,286616512
5176,286288384
5177,285893152
5178,285791072
5179,285599516
5180,285457344
5181,285050944
5182,284989664
5183,284970976
5184,283992672
5185,282863089
5186,282500128
5187,282239139
5188,282201248
5189,280408288
5190,280239407
5191,280161824
5192,280064845
5193,279701736
5194,279511406
5195,279366519
5196,279121184
5197,278843968
5198,278568544
5199,278047936
5200,277818304
5201,277346016
5202,276687026
5203,275426045
5204,273607424
5205,273196416
5206,272536768
5207,272499552
5208,271712160
5209,271190816
5210,270955200
5211,270188224
5212,270033056
5213,270022240
5214,269984384
5215,269037632
5216,268820768
5217,268517088
5218,267826864
5219,267698112
5220,266814016
5221,266750509
5222,265959712
5223,265928592
5224,264527472
5225,264211488
5226,264057056
5227,263787488
5228,263530864
5229,263220000
5230,262832448
5231,261694496
5232,261627200
5233,260374600
5234,260118160
5235,257087504
5236,256530976
5237,256263360
5238,256037943
5239,255060400
5240,252938320
5241,252393968
5242,252031841
5243,251406328
5244,249675264
5245,249465840
5246,248913552
5247,248478992
5248,248262032
5249,247460144
5250,247223552
5251,246926096
5252,246613618
5253,246087686
5254,246020672
5255,245676000
5256,244848896
5257,243941456
5258,243830592
5259,242739104
5260,242336672
5261,242325904
5262,241595904
5263,241268160
5264,240518832
5265,240357632
5266,239938144
5267,239674336
5268,239417641
5269,239241791
5270,239217216
5271,238773872
5272,238479646
5273,238409168
5274,238372016
5275,237752992
5276,237464587
5277,236611232
5278,236431207
5279,236056928
5280,235991568
5281,235606752
5282,235484544
5283,235428672
5284,235057296
5285,234358448
5286,234248080
5287,234219200
5288,233587728
5289,233483935
5290,233169698
5291,232965088
5292,232448048
5293,232296626
5294,232275056
5295,232231456
5296,232216070
5297,231391478
5298,231289758
5299,231167058
5300,230857056
5301,230439552
5302,229989189
5303,229592544
5304,229560176
5305,229391695
5306,228888720
5307,228334944
5308,227432128
5309,226013264
5310,225897246
5311,225896192
5312,225797984
5313,225728096
5314,225508080
5315,224573504
5316,224432825
5317,223276816
5318,222081184
5319,221921669
5320,220980432
5321,220655920
5322,220347536
5323,220237344
5324,219834832
5325,219639574
5326,219392425
5327,217584704
5328,216942928
5329,216085568
5330,216072064
5331,215623798
5332,214788480
5333,214443552
5334,214411200
5335,214321552
5336,213985456
5337,213600656
5338,212617088
5339,212321552
5340,211239104
5341,211118592
5342,210765568
5343,210700976
5344,210021280
5345,208767056
5346,208640528
5347,208552256
5348,208278000
5349,208222215
5350,208213232
5351,208002320
5352,207849699
5353,207528160
5354,207102761
5355,205921280
5356,205774480
5357,205448558
5358,205171838
5359,204284128
5360,203174656
5361,202507238
5362,202101277
5363,202094465
5364,201939184
5365,201204688
5366,201026048
5367,200876688
5368,200270528
5369,198765775
5370,198412224
5371,198148304
5372,196677216
5373,196561040
5374,196463520
5375,195562051
5376,195137936
5377,195116982
5378,195013280
5379,194633040
5380,194277328
5381,193437072
5382,193384800
5383,193155360
5384,192551888
5385,192311046
5386,192086592
5387,191050784
5388,190943148
5389,190873584
5390,190491140
5391,190401200
5392,190119666
5393,189001584
5394,188875312
5395,187273328
5396,187117600
5397,185767264
5398,185751360
5399,185658567
5400,184869008
5401,183737519
5402,182675300
5403,182483504
5404,181599919
5405,181439344
5406,181300231
5407,180626244
5408,180537386
5409,178845520
5410,178786192
5411,178741072
5412,178448608
5413,177394902
5414,177129920
5415,176715296
5416,174474448
5417,173834000
5418,172984334
5419,172902432
5420,172864608
5421,172695920
5422,172634240
5423,171522640
5424,171460624
5425,170106800
5426,170025488
5427,168939680
5428,168815344
5429,168430176
5430,168145232
5431,166848544
5432,166831408
5433,166617616
5434,166593807
5435,166324496
5436,165910272
5437,165877440
5438,165820688
5439,165799632
5440,165459264
5441,165029584
5442,164771984
5443,164560273
5444,164319408
5445,164241312
5446,164044192
5447,163668880
5448,163640992
5449,163397899
5450,162993616
5451,162894848
5452,162745344
5453,162598752
5454,162577824
5455,162212864
5456,161978848
5457,161728320
5458,161419536
5459,160468144
5460,160396272
5461,160112064
5462,159809853
5463,158523968
5464,158309861
5465,157424304
5466,157347920
5467,157164491
5468,156470336
5469,156013024
5470,155993968
5471,155987503
5472,155773376
5473,155485360
5474,155080320
5475,154516288
5476,154026432
5477,153536080
5478,153353488
5479,152548368
5480,152065696
5481,150457296
5482,150367984
5483,150281712
5484,150122080
5485,149957520
5486,148088816
5487,147912752
5488,147142400
5489,147138912
5490,146865344
5491,146366577
5492,146162891
5493,144372256
5494,144153040
5495,143646167
5496,143474944
5497,143264656
5498,142947440
5499,142597504
5500,141765281
5501,141652064
5502,141641360
5503,141377476
5504,140808473
5505,139473840
5506,139428544
5507,138814016
5508,138777722
5509,137871744
5510,137327120
5511,136570960
5512,136441280
5513,136387520
5514,136274048
5515,135658000
5516,135000000
5517,134697808
5518,134197248
5519,134099320
5520,133985504
5521,133612608
5522,133578720
