,marketcap
1869,7534097168
1870,7533969408
1871,7520710916
1872,7518317568
1873,7517980415
1874,7517707776
1875,7511686980
1876,7498820096
1877,7487958226
1878,7487142912
1879,7483191296
1880,7477903872
1881,7473612288
1882,7464196096
1883,7461916500
1884,7452764030
1885,7438795759
1886,7433172544
1887,7427445065
1888,7421370880
1889,7415244800
1890,7413299487
1891,7411461120
1892,7396777984
1893,7383275008
1894,7381440591
1895,7375511040
1896,7374212096
1897,7372025344
1898,7371976250
1899,7368457324
1900,7367598080
1901,7366829056
1902,7360748032
1903,7360253440
1904,7336287409
1905,7329583508
1906,7317887488
1907,7308641454
1908,7303104842
1909,7293325824
1910,7284514304
1911,7283844409
1912,7264989839
1913,7261183021
1914,7252291584
1915,7250682368
1916,7247614464
1917,7246622644
1918,7238868480
1919,7231246533
1920,7222904320
1921,7222601216
1922,7194713600
1923,7193203482
1924,7181629952
1925,7180620800
1926,7177622997
1927,7168016896
1928,7167647744
1929,7162351019
1930,7161890623
1931,7161047040
1932,7155170599
1933,7148084038
1934,7147941497
1935,7147054258
1936,7140136960
1937,7137932598
1938,7133119488
1939,7112978615
1940,7111800832
1941,7101496832
1942,7086985804
1943,7085192327
1944,7072285696
1945,7069598499
1946,7063361536
1947,7056650752
1948,7051012327
1949,7047189504
1950,7041117184
1951,7032171008
1952,7031599104
1953,7031051081
1954,7027236352
1955,7027009539
1956,7025216512
1957,7022524416
1958,7016409600
1959,7014225655
1960,7008537088
1961,7006610944
1962,7005513400
1963,7001637255
1964,6975055308
1965,6974007296
1966,6970156032
1967,6939154944
1968,6933420032
1969,6922122240
1970,6918531204
1971,6914969096
1972,6913716224
1973,6911022596
1974,6908757961
1975,6893870161
1976,6888892416
1977,6885487616
1978,6884973568
1979,6878266368
1980,6870128128
1981,6870106265
1982,6866404987
1983,6862857863
1984,6857128960
1985,6854683136
1986,6852603392
1987,6851685376
1988,6839703552
1989,6835812352
1990,6835360256
1991,6806598990
1992,6806429510
1993,6802100127
1994,6800726016
1995,6799240192
1996,6794112000
1997,6787781120
1998,6767223862
1999,6762083840
2000,6753639092
2001,6747156485
2002,6745140736
2003,6741377913
2004,6721720898
2005,6718552116
2006,6702784512
2007,6700824772
2008,6697993728
2009,6696669696
2010,6694917911
2011,6692126720
2012,6682838528
2013,6681555456
2014,6680404992
2015,6672026211
2016,6670449152
2017,6669582204
2018,6666107392
2019,6663786449
2020,6663512576
2021,6661785976
2022,6661473830
2023,6656119808
2024,6654802175
2025,6619744256
2026,6613490176
2027,6609112697
2028,6603555328
2029,6594288221
2030,6580420032
2031,6578958848
2032,6545163264
2033,6542161408
2034,6539273728
2035,6537160640
2036,6536960277
2037,6533176320
2038,6530894336
2039,6522949185
2040,6521703936
2041,6511361298
2042,6507966464
2043,6506036225
2044,6499902464
2045,6497052232
2046,6488481280
2047,6481169751
2048,6474581156
2049,6462708224
2050,6460854801
2051,6452942881
2052,6434951680
2053,6430422016
2054,6428950528
2055,6419729971
2056,6413589504
2057,6410771456
2058,6407526436
2059,6404506481
2060,6392280585
2061,6378844569
2062,6374401024
2063,6371840512
2064,6369968017
2065,6363082572
2066,6344733804
2067,6340094909
2068,6334973440
2069,6333786112
2070,6333778956
2071,6317979136
2072,6317659136
2073,6315181568
2074,6301374939
2075,6296006705
2076,6288386159
2077,6280156409
2078,6270115446
2079,6267610624
2080,6259845614
2081,6258498560
2082,6257550429
2083,6237920256
2084,6230196224
2085,6216028160
2086,6215909888
2087,6210536604
2088,6206363602
2089,6204754944
2090,6198135720
2091,6193665357
2092,6188676096
2093,6186472448
2094,6184681472
2095,6183910400
2096,6173027328
2097,6168900673
2098,6168220364
2099,6165009920
2100,6160268995
2101,6158707200
2102,6158384128
2103,6154709673
2104,6149169664
2105,6148680816
2106,6147938652
2107,6136988672
2108,6134234739
2109,6124141628
2110,6123665408
2111,6122370650
2112,6121274368
2113,6114393600
2114,6112957243
2115,6109280684
2116,6106126244
2117,6098110300
2118,6090782114
2119,6085544448
2120,6081429073
2121,6071954988
2122,6071571968
2123,6070975488
2124,6054620160
2125,6044851200
2126,6044222255
2127,6043797504
2128,6043182592
2129,6042655906
2130,6041667427
2131,6040909172
2132,6038843392
2133,6031334630
2134,6020482048
2135,6009079574
2136,5996397056
2137,5994682840
2138,5994367078
2139,5993767936
2140,5986564464
2141,5984249672
2142,5974445568
2143,5974023168
2144,5973720576
2145,5973586944
2146,5961716888
2147,5954475000
2148,5945533952
2149,5939968000
2150,5938426368
2151,5935619584
2152,5930336768
2153,5928638464
2154,5925626880
2155,5924371143
2156,5919803392
2157,5908547072
2158,5902982656
2159,5902491284
2160,5883767808
2161,5879319940
2162,5876210176
2163,5875484691
2164,5864093184
2165,5861948416
2166,5858569485
2167,5857979392
2168,5856169472
2169,5854477312
2170,5850656768
2171,5850157568
2172,5846783423
2173,5846601064
2174,5840240640
2175,5837598720
2176,5837260288
2177,5830108531
2178,5828271104
2179,5827682244
2180,5826317566
2181,5824985088
2182,5822983680
2183,5813010100
2184,5812248339
2185,5809844224
2186,5808531678
2187,5807096891
2188,5800088576
2189,5793844224
2190,5792399872
2191,5786359808
2192,5779983360
2193,5779392000
2194,5778518209
2195,5776549376
2196,5773320606
2197,5769589320
2198,5769194358
2199,5767903232
2200,5762783744
2201,5758464322
2202,5752067628
2203,5742391570
2204,5740311064
2205,5738397696
2206,5733904152
2207,5725419824
2208,5724643367
2209,5719549952
2210,5718141952
2211,5699680634
2212,5692005496
2213,5681817088
2214,5677076558
2215,5672447488
2216,5670911488
2217,5668167763
2218,5666786641
2219,5665343488
2220,5663897088
2221,5659834880
2222,5655507465
2223,5649584495
2224,5648631707
2225,5626793307
2226,5617178751
2227,5608984948
2228,5606876160
2229,5598486070
2230,5594739026
2231,5590804480
2232,5590159360
2233,5581735316
2234,5581473557
2235,5558036992
2236,5546293429
2237,5538299904
2238,5537665548
2239,5527316170
2240,5526607360
2241,5524878848
2242,5520789504
2243,5501356544
2244,5498594816
2245,5494466048
2246,5486830178
2247,5484796890
2248,5483523243
2249,5473265664
2250,5470928384
2251,5467478528
2252,5460861952
2253,5459305042
2254,5450181148
2255,5448719360
2256,5447309061
2257,5446688768
2258,5444799716
2259,5443756544
2260,5442741248
2261,5436741632
2262,5436575887
2263,5432500131
2264,5425967752
2265,5424360570
2266,5417935404
2267,5416868864
2268,5414829780
2269,5412677632
2270,5400258560
2271,5384924937
2272,5377946624
2273,5372677632
2274,5356340387
2275,5347683840
2276,5343292693
2277,5342492377
2278,5331728384
2279,5330468253
2280,5328824320
2281,5328263709
2282,5326345728
2283,5325154196
2284,5323972608
2285,5322217681
2286,5312268288
2287,5309569024
2288,5305701376
2289,5305578496
2290,5298928344
2291,5296692224
2292,5291943805
2293,5291121932
2294,5289952744
2295,5289075725
2296,5277710336
2297,5276861952
2298,5268763648
2299,5267852865
2300,5258281022
2301,5256355357
2302,5252487057
2303,5250681469
2304,5248243200
2305,5247208695
2306,5234410007
2307,5232840282
2308,5227986432
2309,5221513728
2310,5221451776
2311,5220927268
2312,5219311616
2313,5215779177
2314,5210743744
2315,5198105088
2316,5191019520
2317,5188271104
2318,5185648128
2319,5185508352
2320,5184088915
2321,5168544704
2322,5165633860
2323,5163698176
2324,5163611136
2325,5160994816
2326,5150521856
2327,5142167552
2328,5138250240
2329,5136605766
2330,5126782464
2331,5121371300
2332,5118025872
2333,5104608175
2334,5103585280
2335,5101039616
2336,5100580864
2337,5098210990
2338,5093370930
2339,5076499968
2340,5069933056
2341,5065923584
2342,5059116544
2343,5058839040
2344,5056797581
2345,5056399872
2346,5053148945
2347,5050420736
2348,5044154612
2349,5042235904
2350,5042180096
2351,5038694912
2352,5032875008
2353,5031205888
2354,5030808404
2355,5026246144
2356,5017627136
2357,5012624326
2358,4998301696
2359,4994298880
2360,4992310272
2361,4989633536
2362,4988429018
2363,4987301346
2364,4985461285
2365,4981999104
2366,4977617408
2367,4970884096
2368,4966094336
2369,4964734464
2370,4963251894
2371,4948315648
2372,4945349120
2373,4942949376
2374,4942757074
2375,4941983858
2376,4941301760
2377,4935081995
2378,4930761774
2379,4926316868
2380,4917415424
2381,4916727296
2382,4908784128
2383,4904928256
2384,4903800320
2385,4899191296
2386,4896928768
2387,4896402229
2388,4890245017
2389,4890071552
2390,4886384834
2391,4885985280
2392,4883273218
2393,4881770496
2394,4878685184
2395,4868760857
2396,4859067904
2397,4856031503
2398,4856029696
2399,4853630837
2400,4835796792
2401,4835744707
2402,4824771072
2403,4821390336
2404,4819396608
2405,4817873408
2406,4817540096
2407,4809624576
2408,4808989696
2409,4808340480
2410,4802933796
2411,4799497174
2412,4798784512
2413,4795644416
2414,4792204288
2415,4790121251
2416,4785074688
2417,4781436928
2418,4772775936
2419,4772224000
2420,4771850240
2421,4770465280
2422,4767018496
2423,4759115776
2424,4758330368
2425,4757040128
2426,4756646912
2427,4752868932
2428,4749888512
2429,4743010304
2430,4740371456
2431,4739988992
2432,4736509440
2433,4734255616
2434,4733671822
2435,4732215827
2436,4726935666
2437,4718517760
2438,4714208256
2439,4706511872
2440,4702857975
2441,4688359424
2442,4687668224
2443,4687093051
2444,4681119232
2445,4680432436
2446,4676597760
2447,4673687040
2448,4666422272
2449,4660473067
2450,4654006497
2451,4649886720
2452,4647634944
2453,4647439872
2454,4646273538
2455,4642035712
2456,4638244352
2457,4636726784
2458,4636278272
2459,4633994240
2460,4629093376
2461,4624772608
2462,4621682688
2463,4619720192
2464,4619478016
2465,4614361088
2466,4611985197
2467,4600584704
2468,4599879680
2469,4597793620
2470,4597003264
2471,4594341376
2472,4583676416
2473,4581723648
2474,4575401417
2475,4564294656
2476,4551640576
2477,4549731558
2478,4546016256
2479,4545237399
2480,4540101120
2481,4535179776
2482,4527563776
2483,4527243776
2484,4523150848
2485,4521739089
2486,4517283328
2487,4514595823
2488,4506198528
2489,4502379520
2490,4501132800
2491,4495865182
2492,4492516112
2493,4492076481
2494,4487555584
2495,4486632448
2496,4481667072
2497,4480125440
2498,4474492928
2499,4473917700
2500,4472116128
2501,4470522368
2502,4466195968
2503,4464443774
2504,4462508032
2505,4461120512
2506,4459966464
2507,4455752704
2508,4454226742
2509,4448803328
2510,4448592384
2511,4445805056
2512,4445710257
2513,4439120896
2514,4435118294
2515,4427043328
2516,4423671335
2517,4418994207
2518,4417829450
2519,4415205750
2520,4411801684
2521,4406070784
2522,4402379776
2523,4398210560
2524,4396809436
2525,4394381152
2526,4393825792
2527,4390310912
2528,4387613344
2529,4386765824
2530,4385266806
2531,4376953344
2532,4373361508
2533,4372349440
2534,4370379776
2535,4356609826
2536,4356206146
2537,4353722880
2538,4351308288
2539,4347514018
2540,4346938368
2541,4342242935
2542,4337249280
2543,4334946304
2544,4331836794
2545,4328830976
2546,4327832306
2547,4323825152
2548,4322576896
2549,4315352064
2550,4315176960
2551,4313105633
2552,4310662144
2553,4310034432
2554,4308463104
2555,4302094336
2556,4299675015
2557,4292262517
2558,4290110976
2559,4289361214
2560,4285817344
2561,4285140480
2562,4284764599
2563,4275580687
2564,4270905088
2565,4268417378
2566,4268044544
2567,4267757056
2568,4263794944
2569,4258397937
2570,4258108766
2571,4258108416
2572,4254076672
2573,4254019584
2574,4251498240
2575,4248647936
2576,4246180806
2577,4242456683
2578,4239604414
2579,4237632768
2580,4237452288
2581,4236598528
2582,4234415104
2583,4221021621
2584,4220740190
2585,4218115584
2586,4209379894
2587,4204043008
2588,4201616896
2589,4201090304
2590,4194981632
2591,4194172928
2592,4191235234
2593,4185191168
2594,4183525724
2595,4181291008
2596,4180045568
2597,4178753233
2598,4177024000
2599,4174872064
2600,4173933280
2601,4166481664
2602,4156789504
2603,4156694528
2604,4152522752
2605,4145553946
2606,4144931584
2607,4142764800
2608,4132387584
2609,4130240763
2610,4129298176
2611,4120062405
2612,4109565692
2613,4106500846
2614,4106192930
2615,4104802304
2616,4104656424
2617,4096256057
2618,4088550118
2619,4081936384
2620,4079738624
2621,4077716224
2622,4076333568
2623,4074018816
2624,4073720064
2625,4071583628
2626,4068734208
2627,4063779072
2628,4060404480
2629,4056553984
2630,4054733824
2631,4052263023
2632,4046039040
2633,4036337101
2634,4036036864
2635,4033813135
2636,4031071488
2637,4029988184
2638,4028708985
2639,4027564032
2640,4022365440
2641,4019053137
2642,4018520832
2643,4017560576
2644,4015067648
2645,4014516480
2646,4008188672
2647,4003265792
2648,4002478911
2649,4001875297
2650,4000032309
2651,3999760128
2652,3998710784
2653,3988736000
2654,3987832064
2655,3980530432
2656,3973206236
2657,3971389440
2658,3970000128
2659,3962246504
2660,3956345856
2661,3956028416
2662,3954958420
2663,3954061361
2664,3952705024
2665,3951393280
2666,3939055047
2667,3936417280
2668,3936017007
2669,3933617920
2670,3926988420
2671,3921423872
2672,3921021596
2673,3920880640
2674,3918635008
2675,3917690112
2676,3915119872
2677,3914735616
2678,3910604943
2679,3909913312
2680,3909138176
2681,3906031136
2682,3903771136
2683,3903089664
2684,3899073792
2685,3898365952
2686,3894399488
2687,3894293760
2688,3894067278
2689,3893247423
2690,3892313600
2691,3889675264
2692,3888066560
2693,3877978880
2694,3876963328
2695,3876811264
2696,3868778666
2697,3868620972
2698,3866878208
2699,3860734976
2700,3860490948
2701,3860358656
2702,3859849023
2703,3857598464
2704,3857235456
2705,3855582558
2706,3851104256
2707,3843654912
2708,3841693952
2709,3839686144
2710,3835840512
2711,3835037851
2712,3834964992
2713,3832873057
2714,3831780352
2715,3829522835
2716,3827380391
2717,3822660864
2718,3821887432
2719,3812757089
2720,3810435170
2721,3808152320
2722,3804099610
2723,3803767040
2724,3802716672
2725,3798728308
2726,3797782272
2727,3797760000
2728,3795846006
2729,3791563604
2730,3788199168
2731,3788018432
2732,3781370381
2733,3779262720
2734,3777647360
2735,3774758400
2736,3772910375
2737,3772783872
2738,3770273792
2739,3766752258
2740,3764056832
2741,3763117312
2742,3762667682
2743,3761060864
2744,3758550231
2745,3754249728
2746,3753426176
2747,3751105024
2748,3748617866
2749,3747797306
2750,3743532032
2751,3739662848
2752,3739639529
2753,3738055680
2754,3723843069
2755,3716159232
2756,3713697280
2757,3700095125
2758,3699552512
2759,3695161196
2760,3685637748
2761,3681710592
2762,3679054686
2763,3678723915
2764,3673929387
2765,3673151744
2766,3672080625
2767,3670984192
2768,3669992704
2769,3668660736
2770,3667859968
2771,3666957568
2772,3665742336
2773,3665144576
2774,3660876288
2775,3656416024
2776,3654457856
2777,3646060544
2778,3644492800
2779,3640586240
2780,3639844218
2781,3636376320
2782,3630001199
2783,3629749352
2784,3619803997
2785,3615253248
2786,3614204416
2787,3610803712
2788,3610094336
2789,3610001408
2790,3608423693
2791,3606959194
2792,3600643584
2793,3600070435
2794,3599947264
2795,3598356992
2796,3596808448
2797,3593332736
2798,3591520512
2799,3589794048
2800,3582258432
2801,3581502208
2802,3580115265
2803,3578616576
2804,3572382091
2805,3571291392
2806,3567599030
2807,3567102464
2808,3565206272
2809,3564986880
2810,3564826962
2811,3564124151
2812,3563482880
2813,3560217088
2814,3552619264
2815,3548634300
2816,3546261504
2817,3545437440
2818,3543604970
2819,3540525135
2820,3539441920
2821,3538334464
2822,3537061376
2823,3531969024
2824,3531591424
2825,3531389440
2826,3530298368
2827,3529758976
2828,3524628224
2829,3523870208
2830,3522658816
2831,3520132652
2832,3519556096
2833,3514806016
2834,3509969664
2835,3505582592
2836,3504827392
2837,3503549496
2838,3494312316
2839,3488751824
2840,3486948352
2841,3483079718
2842,3479971328
2843,3473448704
2844,3470710009
2845,3462144000
2846,3460914176
2847,3459558656
2848,3458850048
2849,3458255360
2850,3457243648
2851,3456242944
2852,3454654976
2853,3452888320
2854,3451943424
2855,3445387377
2856,3438736887
2857,3438279936
2858,3437830656
2859,3427130343
2860,3423520512
2861,3422101504
2862,3415698944
2863,3415076188
2864,3402526464
2865,3401137408
2866,3400001280
2867,3398922240
2868,3398355456
2869,3396747008
2870,3395532032
2871,3391779840
2872,3390095467
2873,3387995713
2874,3386621184
2875,3385377536
2876,3381018787
2877,3379599261
2878,3372820992
2879,3370026240
2880,3367333888
2881,3358122733
2882,3356672866
2883,3352306601
2884,3351229784
2885,3345188352
2886,3344099328
2887,3341516544
2888,3341034496
2889,3339412224
2890,3335132672
2891,3329851136
2892,3329218304
2893,3322913024
2894,3321648384
2895,3319623168
2896,3310621952
2897,3309397951
2898,3308662680
2899,3307864055
2900,3306880282
2901,3305481728
2902,3304842240
2903,3298858752
2904,3294417664
2905,3294148428
2906,3293755678
2907,3293357568
2908,3292581376
2909,3288580352
2910,3286201344
2911,3282898176
2912,3280193792
2913,3279336448
2914,3279288800
2915,3278772992
2916,3261558272
2917,3258445902
2918,3256503606
2919,3253968143
2920,3251828103
2921,3251197325
2922,3246721311
2923,3245680498
2924,3244600620
2925,3239103744
2926,3238410258
2927,3237053440
2928,3236891229
2929,3234815744
2930,3233880205
2931,3233861688
2932,3231123968
2933,3229750784
2934,3226323712
2935,3220102912
2936,3214079568
2937,3211912448
2938,3211463424
2939,3199699712
2940,3195774720
2941,3195578368
2942,3194670336
2943,3187657454
2944,3186939532
2945,3183984640
2946,3182258944
2947,3182164379
2948,3177541376
2949,3174212690
2950,3174037901
2951,3173459301
2952,3169637632
2953,3161924864
2954,3159011730
2955,3158961152
2956,3154754304
2957,3154468150
2958,3148416256
2959,3147501312
2960,3147157248
2961,3146364978
2962,3144873472
2963,3137872250
2964,3137082880
2965,3136446720
2966,3133122816
2967,3131161856
2968,3130495488
2969,3128809728
2970,3128460288
2971,3128071680
2972,3124977920
2973,3124306176
2974,3123518443
2975,3121569024
2976,3121409792
2977,3120404480
2978,3119857664
2979,3117621760
2980,3114203392
2981,3113353216
2982,3109682176
2983,3107532288
2984,3107407616
2985,3105009408
2986,3103732480
2987,3100841978
2988,3100690944
2989,3094506386
2990,3091810011
2991,3089427712
2992,3088909464
2993,3087629824
2994,3083158143
2995,3083102813
2996,3082471168
2997,3079153300
2998,3078172928
2999,3074927352
3000,3073038592
3001,3070959360
3002,3070318592
3003,3064686080
3004,3063844096
3005,3063451581
3006,3061349120
3007,3061262848
3008,3060812544
3009,3059545856
3010,3052582400
3011,3052028416
3012,3051957248
3013,3051093970
3014,3049793536
3015,3046732032
3016,3043400447
3017,3041694208
3018,3040023040
3019,3036337664
3020,3035915008
3021,3033241088
3022,3024175194
3023,3023949056
3024,3023052045
3025,3021093632
3026,3016336896
3027,3012443904
3028,3011440896
3029,3009372928
3030,3009302986
3031,3009185792
3032,3008438528
3033,3008005879
3034,3004478976
3035,3003503872
3036,2999121768
3037,2995219968
3038,2992011008
3039,2990863872
3040,2982394112
3041,2977830656
3042,2977701376
3043,2977252352
3044,2976912128
3045,2976677756
3046,2968113152
3047,2964975477
3048,2964291823
3049,2960623872
3050,2958526294
3051,2957202861
3052,2952096000
3053,2950319616
3054,2950291200
3055,2949573632
3056,2949108480
3057,2948419072
3058,2947351552
3059,2946103951
3060,2944048510
3061,2939117056
3062,2939082240
3063,2938571776
3064,2937278210
3065,2936225536
3066,2927411968
3067,2926764340
3068,2922433280
3069,2921458432
3070,2920625285
3071,2919280896
3072,2919069184
3073,2918103476
3074,2912904704
3075,2911956567
3076,2911817728
3077,2907520000
3078,2901104128
3079,2900371456
3080,2898704384
3081,2897637405
3082,2897614336
3083,2896960495
3084,2895225088
3085,2889767168
3086,2882490112
3087,2882264320
3088,2878754560
3089,2877612597
3090,2877467982
3091,2876921856
3092,2871030784
3093,2870934784
3094,2869582770
3095,2869137722
3096,2869130240
3097,2868187136
3098,2865004649
3099,2861005312
3100,2857137332
3101,2856601088
3102,2855910826
3103,2853701049
3104,2851372800
3105,2850808061
3106,2845444352
3107,2842963456
3108,2838757214
3109,2837377536
3110,2836771659
3111,2833595044
3112,2829327104
3113,2828771533
3114,2825160448
3115,2824934400
3116,2824593664
3117,2824410624
3118,2821454383
3119,2820112384
3120,2813133824
3121,2810343424
3122,2808124928
3123,2803743232
3124,2802856960
3125,2800980080
3126,2799577325
3127,2798634496
3128,2797507584
3129,2797140480
3130,2796076288
3131,2795835721
3132,2795536384
3133,2794914560
3134,2790910720
3135,2789967455
3136,2789871872
3137,2789287797
3138,2786349144
3139,2785687096
3140,2782178816
3141,2781239808
3142,2780838912
3143,2778323712
3144,2777671168
3145,2776933888
3146,2773108736
3147,2772182352
3148,2770184043
3149,2769286400
3150,2767437312
3151,2765547520
3152,2763233792
3153,2762030848
3154,2761146624
3155,2759991296
3156,2754087168
3157,2751623424
3158,2750469632
3159,2749761536
3160,2747871488
3161,2745936100
3162,2745469952
3163,2738432040
3164,2732500480
3165,2731708177
3166,2729881856
3167,2727308032
3168,2726255360
3169,2724812985
3170,2724287722
3171,2722008064
3172,2719487488
3173,2715530542
3174,2713575680
3175,2711482624
3176,2708876544
3177,2705524224
3178,2702072576
3179,2701648640
3180,2697650438
3181,2697125192
3182,2694762496
3183,2689700864
3184,2688523776
3185,2687692726
3186,2684830487
3187,2681139968
3188,2679272960
3189,2674209792
3190,2666385152
3191,2666334208
3192,2665078326
3193,2664939470
3194,2664553728
3195,2664227952
3196,2663756288
3197,2659284992
3198,2657487360
3199,2656913664
3200,2653570816
3201,2652542824
3202,2650955494
3203,2644831744
3204,2644283136
3205,2644235520
3206,2641582781
3207,2641060943
3208,2632420864
3209,2627928064
3210,2627294720
3211,2624787968
3212,2623306496
3213,2619268864
3214,2618931984
3215,2616343552
3216,2615697408
3217,2611876608
3218,2600660480
3219,2600440832
3220,2600188160
3221,2599727104
3222,2591726425
3223,2590104576
3224,2588522491
3225,2587921408
3226,2586700544
3227,2586083328
3228,2583461153
3229,2580197376
3230,2579419648
3231,2579394304
3232,2575064576
3233,2574272000
3234,2567198660
3235,2565758720
3236,2564943940
3237,2562132492
3238,2555437056
3239,2554211328
3240,2551654912
3241,2551646464
3242,2550888192
3243,2547046144
3244,2546255161
3245,2545008128
3246,2540239104
3247,2538903552
3248,2533566976
3249,2530407002
3250,2528450560
3251,2526904576
3252,2524534272
3253,2522437632
3254,2519939840
3255,2514316032
3256,2514083072
3257,2513872128
3258,2510607360
3259,2503729408
3260,2501901967
3261,2501852416
3262,2501286144
3263,2500983808
3264,2497152768
3265,2493558784
3266,2489276416
3267,2489254656
3268,2483273984
3269,2482332160
3270,2481602560
3271,2480518656
3272,2476023441
3273,2474770384
3274,2473892864
3275,2470297344
3276,2469707776
3277,2463661824
3278,2463073054
3279,2461723251
3280,2458050816
3281,2456986624
3282,2454020608
3283,2450609759
3284,2444152064
3285,2440163840
3286,2439700992
3287,2436179801
3288,2435816704
3289,2435427584
3290,2432726272
3291,2428784128
3292,2425951488
3293,2425538048
3294,2425368576
3295,2422291200
3296,2418607180
3297,2417147468
3298,2415763532
3299,2413799424
3300,2412141521
3301,2409824768
3302,2405663744
3303,2403775733
3304,2400411392
3305,2396687872
3306,2393703936
3307,2393507072
3308,2382645301
3309,2382644992
3310,2382245376
3311,2379763456
3312,2379318379
3313,2378691658
3314,2377317906
3315,2377096704
3316,2370676992
3317,2365329152
3318,2360506112
3319,2359753216
3320,2357827927
3321,2357073152
3322,2355013888
3323,2352860160
3324,2352070144
3325,2351210105
3326,2344499926
3327,2343474432
3328,2342480896
3329,2340628480
3330,2339984640
3331,2338390938
3332,2338333440
3333,2336653568
3334,2336562176
3335,2335527168
3336,2334563840
3337,2332998144
3338,2326043136
3339,2323152640
3340,2322405376
3341,2321745786
3342,2319748096
3343,2319453841
3344,2318952960
3345,2318907392
3346,2318552902
3347,2311315968
3348,2304985615
3349,2303590656
3350,2302262784
3351,2302041538
3352,2301724928
3353,2301054196
3354,2300954503
3355,2299295744
3356,2297629184
3357,2297274624
3358,2291691776
3359,2288562605
3360,2288224492
3361,2288164812
3362,2283823360
3363,2282567936
3364,2278847654
3365,2278332160
3366,2277478400
3367,2276278528
3368,2275668098
3369,2274534400
3370,2273786880
3371,2273250048
3372,2272966656
3373,2272032256
3374,2271453696
3375,2270507000
3376,2268267008
3377,2266222848
3378,2264153344
3379,2262832896
3380,2258877952
3381,2258467101
3382,2257270329
3383,2257030296
3384,2253874176
3385,2251902208
3386,2247899658
3387,2246441472
3388,2239613952
3389,2238740992
3390,2235909376
3391,2235335936
3392,2234905600
3393,2234013952
3394,2227290368
3395,2224256000
3396,2221659392
3397,2221171712
3398,2220179712
3399,2218867712
3400,2216241799
3401,2215252736
3402,2211565312
3403,2211154176
3404,2210320896
3405,2210132224
3406,2208656128
3407,2206075136
3408,2204041774
3409,2202631168
3410,2200948992
3411,2199439992
3412,2197983744
3413,2196081920
3414,2196031232
3415,2192456448
3416,2192071114
3417,2184619008
3418,2183083008
3419,2175535360
3420,2171046400
3421,2170912019
3422,2163133440
3423,2161285221
3424,2159836679
3425,2158070528
3426,2156827648
3427,2154005248
3428,2152827392
3429,2151603094
3430,2150522112
3431,2148984064
3432,2145838720
3433,2144455515
3434,2142860544
3435,2142307968
3436,2141239168
3437,2139719257
3438,2138680960
3439,2138635904
3440,2137365632
3441,2137336576
3442,2136905728
3443,2133386112
3444,2133297280
3445,2127857536
3446,2127428992
3447,2127408512
3448,2126672555
3449,2126574336
3450,2126230656
3451,2123878144
3452,2123641728
3453,2122904448
3454,2122773035
3455,2122642816
3456,2120185088
3457,2119989383
3458,2118680064
3459,2118608512
3460,2116780689
3461,2109954432
3462,2109878656
3463,2107225505
3464,2106638336
3465,2105016576
3466,2104840053
3467,2104760576
3468,2100472704
3469,2091080320
3470,2090027066
3471,2088921271
3472,2088800512
3473,2088798720
3474,2086094336
3475,2084955008
3476,2077397120
3477,2075706368
3478,2074312832
3479,2074221568
3480,2073334912
3481,2073180800
3482,2072906880
3483,2071808128
3484,2070566272
3485,2069537792
3486,2068515840
3487,2067885274
3488,2066822400
3489,2064301068
3490,2063519232
3491,2063510144
3492,2062660478
3493,2062540160
3494,2061977943
3495,2061628800
3496,2061583898
3497,2060335488
3498,2058754560
3499,2056691990
3500,2052263296
3501,2051849728
3502,2051599104
3503,2051270656
3504,2050813297
3505,2050022912
3506,2049915602
3507,2049839360
3508,2048924160
3509,2047696768
3510,2047261554
3511,2046185984
3512,2045712128
3513,2044272896
3514,2043695499
3515,2043560064
3516,2042496896
3517,2041346995
3518,2038826368
3519,2038765440
3520,2037165056
3521,2036967040
3522,2035697327
3523,2029640176
3524,2028732160
3525,2026901248
3526,2025813632
3527,2025628303
3528,2024173440
3529,2022514601
3530,2022028416
3531,2021961216
3532,2020454460
3533,2020227968
3534,2020140032
3535,2018748672
3536,2016037376
3537,2015633280
3538,2014496462
3539,2013393765
3540,2008846976
3541,2008662359
3542,2008408395
3543,2007808128
3544,2007142656
3545,2003553920
3546,2001618560
3547,1998587066
3548,1997145286
3549,1996552832
3550,1995464705
3551,1995294720
3552,1993418496
3553,1992306644
3554,1991191680
3555,1990477568
3556,1990025088
3557,1985045632
3558,1982374484
3559,1979878950
3560,1979395712
3561,1975461632
3562,1975441920
3563,1974386304
3564,1973167488
3565,1970673664
3566,1970617088
3567,1965837056
3568,1965671424
3569,1965388544
3570,1963062400
3571,1959137408
3572,1953428352
3573,1952990163
3574,1952612992
3575,1952183936
3576,1952124800
3577,1950852992
3578,1950411904
3579,1949851904
3580,1948897408
3581,1948276480
3582,1946409728
3583,1944816256
3584,1943139968
3585,1942060672
3586,1941391104
3587,1941187337
3588,1939950080
3589,1936107904
3590,1930565888
3591,1929911128
3592,1929682304
3593,1929602067
3594,1926946816
3595,1924086912
3596,1917872640
3597,1917226496
3598,1915385797
3599,1915151232
3600,1914947712
3601,1914259840
3602,1911907328
3603,1911044608
3604,1910615936
3605,1910350464
3606,1906108416
3607,1905916093
3608,1904967424
3609,1900879080
3610,1897437952
3611,1897268352
3612,1895981122
3613,1895084032
3614,1894709514
3615,1893256423
3616,1893243259
3617,1892083584
