,Smoking
1636,34.420055
1637,34.51861809
1638,34.41610065
1639,34.24896404
1640,34.52541175
1641,34.37061697
1642,33.98903824
1643,34.3376459
1644,35.05133793
1645,35.83647788
1646,36.30389796
1647,36.80122981
1648,37.70563815
1649,38.21415928
1650,38.19417857
1651,38.29548566
1652,3101.947741
1653,3135.611507
1654,3178.316702
1655,3282.533962
1656,3368.611641
1657,3511.038763
1658,3713.193388
1659,3906.183317
1660,4076.700532
1661,4233.848406
1662,4267.795198
1663,4389.115441
1664,4555.852943
1665,4817.820461
1666,5102.450264
1667,5328.410729
1668,5545.447586
1669,5638.687718
1670,5745.137593
1671,5887.505886
1672,6054.399466
1673,6156.077355
1674,6465.287002
1675,6875.011114
1676,7273.037175
1677,7580.457981
1678,7763.588879
1679,7726.0708
1680,1297785.681
1681,1352236.997
1682,1397146.796
1683,1438882.609
1684,1477439.781
1685,1523382.869
1686,1566595.344
1687,1601884.744
1688,1653224.148
1689,1692192.699
1690,1737213.463
1691,1768408.249
1692,1812460.779
1693,1868025.732
1694,1888455.072
1695,1858169.431
1696,1808903.048
1697,1804964.131
1698,1831382.964
1699,1877689.006
1700,1930664.729
1701,1970792.539
1702,2002416.759
1703,2007226.465
1704,2092683.482
1705,2201419.072
1706,2275196.42
1707,2298918.241
1708,443642.9481
1709,458297.2059
1710,496179.2374
1711,576995.5706
1712,625838.7868
1713,612414.6501
1714,574100.7964
1715,538702.6188
1716,522504.1568
1717,556920.3548
1718,580709.0803
1719,584592.3953
1720,596583.5169
1721,594137.2682
1722,581298.951
1723,593712.8035
1724,544891.8901
1725,526844.0643
1726,529368.895
1727,500041.4076
1728,501636.6675
1729,474193.578
1730,462389.0131
1731,454167.1668
1732,453694.4243
1733,472699.1129
1734,463835.4714
1735,457916.0122
1736,59339.26501
1737,60628.74281
1738,62438.90465
1739,63748.93446
1740,64583.05427
1741,66238.7242
1742,67667.6192
1743,68838.19673
1744,69757.35853
1745,69969.11464
1746,70339.24972
1747,70074.74965
1748,70412.1582
1749,70774.04399
1750,71001.41521
1751,71031.97753
1752,71554.86793
1753,72028.70316
1754,72575.41094
1755,73076.26853
1756,73729.5528
1757,74391.77006
1758,75257.80402
1759,76042.26154
1760,76811.64581
1761,77616.4383
1762,78531.46017
1763,79456.11856
1764,3335.797552
1765,3596.519834
1766,3547.239701
1767,3495.031144
1768,3470.891992
1769,3391.226691
1770,3504.088995
1771,3392.36961
1772,3535.745216
1773,3641.292867
1774,3645.583972
1775,3658.127621
1776,3921.593111
1777,4058.721005
1778,4217.731011
1779,4415.550547
1780,4527.119088
1781,4617.833639
1782,4695.562451
1783,4703.489726
1784,4777.00371
1785,4839.33962
1786,4802.759051
1787,4660.538993
1788,4624.323827
1789,4596.45713
1790,4693.966452
1791,4721.520812
1792,34694.25548
1793,35818.00569
1794,36340.48091
1795,38721.16928
1796,40504.67209
1797,40324.85463
1798,40932.22253
1799,42195.45302
1800,42440.50105
1801,43343.54527
1802,43522.84846
1803,46553.12592
1804,48686.99991
1805,50374.15237
1806,51010.55494
1807,51615.3667
1808,53367.8476
1809,53317.51371
1810,55042.29939
1811,57770.6724
1812,59416.71658
1813,61324.12813
1814,62458.01099
1815,62636.46762
1816,63312.00688
1817,65861.69312
1818,67580.4313
1819,69344.15356
1820,1737.191344
1821,1752.182505
1822,1819.443309
1823,1825.278195
1824,1848.771128
1825,1738.047132
1826,1719.638524
1827,1711.10116
1828,1735.310807
1829,1709.128576
1830,1692.42767
1831,1685.384556
1832,1692.438719
1833,1766.957747
1834,1876.73966
1835,1941.44321
1836,1918.721702
1837,2034.245563
1838,1989.835958
1839,2057.149954
1840,2015.181634
1841,2039.666042
1842,1981.193137
1843,2034.606635
1844,2167.529538
1845,2195.165147
1846,2211.56383
1847,2218.898836
1848,139796.7466
1849,136145.3127
1850,132021.1674
1851,131129.1654
1852,124960.4988
1853,123401.2786
1854,118863.2301
1855,114182.1704
1856,110971.805
1857,106933.0905
1858,102217.1763
1859,98324.27932
1860,96478.08614
1861,94162.42351
1862,88687.23242
1863,85612.98019
1864,83613.06807
1865,80545.64013
1866,79180.52066
1867,76169.58744
1868,74575.64161
1869,72721.09093
1870,72055.52948
1871,72750.07467
1872,71921.81127
1873,72919.93189
1874,73198.43206
1875,73217.73969
1876,261.8457053
1877,260.7282698
1878,256.542836
1879,253.4959583
1880,250.0805491
1881,248.2578306
1882,240.5848379
1883,215.7338186
1884,200.0482176
1885,187.0298175
1886,172.7152101
1887,159.3684512
1888,146.751278
1889,142.678993
1890,136.343218
1891,133.4815152
1892,136.5224563
1893,136.6703489
1894,137.015475
1895,139.2364134
1896,139.5193218
1897,140.2466756
1898,143.1962918
1899,145.8378324
1900,150.5578528
1901,154.1170251
1902,158.9201147
1903,163.1812665
1904,1089.760624
1905,955.7793572
1906,1006.870097
1907,1084.253864
1908,1165.040551
1909,1233.439981
1910,1278.384212
1911,1274.814516
1912,1268.93715
1913,1243.8451
1914,1230.664725
1915,1278.219215
1916,1351.703001
1917,1423.537746
1918,1421.937352
1919,1420.736548
1920,1420.96342
1921,1428.861424
1922,1442.746292
1923,1445.49744
1924,1446.295107
1925,1436.545825
1926,1423.914851
1927,1408.642318
1928,1390.363897
1929,1375.718428
1930,1364.061555
1931,1358.120013
1932,3898.550556
1933,4023.873384
1934,4017.670997
1935,4320.065473
1936,4596.248596
1937,4295.643727
1938,3744.777483
1939,3612.246814
1940,3648.700381
1941,3373.84048
1942,3235.030349
1943,3211.89634
1944,3115.880751
1945,2982.218929
1946,2880.786016
1947,2773.160125
1948,2759.670432
1949,2765.257715
1950,2572.539485
1951,2485.371163
1952,2320.195672
1953,2277.093527
1954,2275.716083
1955,2204.077406
1956,2232.67824
1957,2138.728596
1958,2137.135278
1959,2160.762046
1960,355.9541707
1961,359.6661096
1962,360.6098192
1963,363.0554117
1964,378.4436142
1965,401.4315073
1966,430.8345557
1967,448.8199317
1968,479.7266995
1969,508.0797069
1970,547.4114065
1971,580.4074452
1972,608.3248503
1973,627.100325
1974,637.2588586
1975,641.1410485
1976,632.4189938
1977,625.5839075
1978,624.1255296
1979,621.1050773
1980,611.551157
1981,596.3149665
1982,586.932283
1983,574.8563941
1984,555.4824638
1985,533.8331132
1986,516.0771527
1987,498.9976676
1988,15525.17856
1989,15740.27564
1990,15965.0142
1991,16031.31963
1992,15995.67511
1993,15906.69305
1994,15454.42875
1995,15013.96017
1996,14584.17455
1997,14062.19532
1998,13581.81599
1999,13049.63069
2000,12517.68096
2001,12114.26261
2002,11733.5831
2003,11308.98808
2004,11042.08535
2005,10688.93878
2006,10398.28584
2007,10121.58948
2008,9865.654416
2009,9658.394745
2010,9498.52082
2011,9368.276878
2012,9333.611673
2013,9330.90287
2014,9381.566198
2015,9462.55941
2016,576.9938499
2017,584.0559584
2018,591.7570238
2019,601.4723199
2020,619.6820273
2021,635.7770531
2022,656.1101979
2023,697.8535709
2024,692.1136263
2025,719.8285246
2026,732.3935411
2027,724.1696959
2028,718.3682852
2029,726.7358383
2030,727.8853286
2031,756.6418828
2032,784.083349
2033,805.8658502
2034,819.2588196
2035,809.9085804
2036,825.8034228
2037,836.6373401
2038,852.0996323
2039,863.4012236
2040,871.6079363
2041,878.2190849
2042,882.7884501
2043,885.5265209
2044,9056.063072
2045,8636.648759
2046,8401.120182
2047,8080.800471
2048,7546.85385
2049,7480.822711
2050,7216.170185
2051,7034.811622
2052,6874.799704
2053,6675.758541
2054,6462.599855
2055,6186.21107
2056,5958.848883
2057,5782.561278
2058,5663.172001
2059,5539.642612
2060,5409.80497
2061,5425.650762
2062,5378.055279
2063,5372.289349
2064,5391.762755
2065,5337.345686
2066,5316.668019
2067,5345.833781
2068,5291.587528
2069,5270.094218
2070,5457.538369
2071,5638.935713
2072,91604.99742
2073,91278.49762
2074,91079.66579
2075,91926.76157
2076,91142.38423
2077,90652.11076
2078,89905.70289
2079,88800.79032
2080,90690.4699
2081,90236.02685
2082,88409.85669
2083,88401.37278
2084,88356.72067
2085,88021.04654
2086,84016.04635
2087,84852.50272
2088,83994.28389
2089,83434.98021
2090,83623.37419
2091,84294.66961
2092,83599.6926
2093,83421.70682
2094,83007.53324
2095,82013.61078
2096,80201.17794
2097,80348.78088
2098,79122.78195
2099,79002.38066
2100,516.4386354
2101,512.780103
2102,515.0444129
2103,514.0112376
2104,520.1669757
2105,534.3273167
2106,538.5328114
2107,535.941717
2108,536.2346548
2109,532.3081734
2110,541.2083211
2111,551.5493955
2112,551.8272884
2113,563.9250085
2114,570.1005151
2115,573.6513453
2116,585.8100955
2117,595.7626165
2118,609.4151519
2119,615.7026629
2120,610.9336387
2121,619.0297003
2122,624.2319483
2123,626.0579237
2124,630.4382061
2125,634.9539553
2126,640.0272422
2127,645.2545284
2128,353.8707846
2129,364.8320123
2130,376.5115004
2131,386.7540595
2132,401.7944687
2133,417.3827055
2134,433.5603388
2135,449.705882
2136,464.6129936
2137,479.7919053
2138,495.8892561
2139,514.0845213
2140,532.5938228
2141,548.262738
2142,565.5037634
2143,581.171879
2144,595.0550789
2145,607.4309163
2146,617.0112809
2147,627.1202965
2148,635.9704211
2149,645.7163792
2150,654.576916
2151,661.8344934
2152,666.9405075
2153,670.1926977
2154,669.5400348
2155,668.5313252
2156,6922.922
2157,6999.286172
2158,6964.883688
2159,6700.378032
2160,6839.028256
2161,6448.269575
2162,6126.029635
2163,5988.588876
2164,5937.764237
2165,5888.276033
2166,5888.538928
2167,5960.791904
2168,6241.605637
2169,6255.896598
2170,6153.494111
2171,5947.933001
2172,6083.354365
2173,6220.031452
2174,6538.404475
2175,6788.377241
2176,6903.708066
2177,6902.910648
2178,6747.694962
2179,6621.623468
2180,6468.177539
2181,6545.463728
2182,6768.189612
2183,6798.576039
2184,200748.3501
2185,197403.6933
2186,190751.6382
2187,188511.2254
2188,184977.4203
2189,181756.7636
2190,177451.5658
2191,169839.5287
2192,161592.0649
2193,157361.5871
2194,154033.3218
2195,148490.1459
2196,145572.2615
2197,142674.5519
2198,135525.2419
2199,133016.6251
2200,130970.1172
2201,130442.405
2202,131194.6543
2203,132902.5104
2204,133077.8401
2205,132682.906
2206,132441.776
2207,135305.4601
2208,133343.4827
2209,138359.2424
2210,141980.8274
2211,141530.7646
2212,3463.515887
2213,3508.261964
2214,3566.414443
2215,3589.567385
2216,3666.297963
2217,3735.746832
2218,3877.10561
2219,4086.795645
2220,4212.78603
2221,4399.555581
2222,4577.015773
2223,4689.854696
2224,4794.802527
2225,4893.834107
2226,4990.877057
2227,5133.049263
2228,5272.900555
2229,5359.369435
2230,5371.229959
2231,5440.986498
2232,5509.139872
2233,5576.0761
2234,5608.11406
2235,5643.252866
2236,5683.849265
2237,5757.169379
2238,5821.293204
2239,5839.357332
2240,21069.10223
2241,21593.57292
2242,22079.78214
2243,21859.39257
2244,21961.94302
2245,22298.12373
2246,22629.39145
2247,22587.77451
2248,22997.71213
2249,23526.01201
2250,23617.31036
2251,23519.9841
2252,23243.15087
2253,23556.81956
2254,23634.64598
2255,23353.70977
2256,23015.85888
2257,23956.80334
2258,23608.55182
2259,23501.25375
2260,23158.78007
2261,23810.78416
2262,24264.5207
2263,23502.36304
2264,23406.44166
2265,24029.79493
2266,24208.7995
2267,24401.28492
2268,105.8230996
2269,107.0896586
2270,107.0111481
2271,106.7226074
2272,106.5689804
2273,106.8163873
2274,107.343819
2275,107.5811606
2276,107.7846422
2277,107.9267098
2278,108.2597802
2279,108.9994071
2280,109.8058339
2281,110.5720577
2282,110.466743
2283,109.9285318
2284,109.3437124
2285,108.9637861
2286,108.8024011
2287,108.7293219
2288,108.6961105
2289,108.7464114
2290,108.8656002
2291,109.5528101
2292,109.9525336
2293,114.7547455
2294,115.9304843
2295,117.6802254
2296,64.37811326
2297,61.0372111
2298,58.47075754
2299,55.09358767
2300,52.79904653
2301,50.52834259
2302,48.09586552
2303,47.33616468
2304,46.9979539
2305,46.54187997
2306,46.98142203
2307,48.0642078
2308,49.59678409
2309,51.50820944
2310,53.72566036
2311,55.74331567
2312,58.02166658
2313,60.60027906
2314,63.60695258
2315,66.89054229
2316,70.41409151
2317,73.75750416
2318,74.11440727
2319,76.68470289
2320,80.0088932
2321,82.57843003
2322,85.5663135
2323,86.42423167
2324,48.64773518
2325,51.44648512
2326,53.88413295
2327,56.24523915
2328,58.61844133
2329,60.3982242
2330,62.61802961
2331,64.93022859
2332,67.52367844
2333,70.64261069
2334,72.53920142
2335,74.55848988
2336,76.69650458
2337,78.8355722
2338,81.28215203
2339,83.14785979
2340,85.89949928
2341,89.36375525
2342,92.50816494
2343,95.77585905
2344,96.43580535
2345,99.22090527
2346,102.3397544
2347,104.4936196
2348,107.5323885
2349,111.166242
2350,113.7747813
2351,115.8517895
2352,2796.182266
2353,3108.83946
2354,3286.266045
2355,3355.612696
2356,3378.107717
2357,2928.638768
2358,2754.495118
2359,3015.243431
2360,3171.087376
2361,3061.338261
2362,3204.750407
2363,3218.955512
2364,3115.787226
2365,3266.030338
2366,3342.963678
2367,3439.449155
2368,3482.08179
2369,3259.761605
2370,3181.753837
2371,3304.593149
2372,3277.079752
2373,3295.302974
2374,3297.981782
2375,3330.957471
2376,3436.608965
2377,3492.24604
2378,3683.767391
2379,3768.877151
2380,1585.194075
2381,1594.403006
2382,1613.477059
2383,1629.981257
2384,1663.167525
2385,1687.721663
2386,1711.866319
2387,1739.386654
2388,1777.592275
2389,1825.343722
2390,1850.540561
2391,1884.397126
2392,1923.451895
2393,1946.594245
2394,1973.421295
2395,1997.841625
2396,2046.938443
2397,2088.73495
2398,2120.382734
2399,2163.796238
2400,2208.01138
2401,2231.822615
2402,2256.236635
2403,2276.334504
2404,2305.2534
2405,2300.778518
2406,2288.211461
2407,2275.048677
2408,451.140396
2409,430.8214328
2410,413.1344411
2411,396.767402
2412,381.4353366
2413,367.6355611
2414,355.7872136
2415,343.9629914
2416,337.2043471
2417,330.1578416
2418,322.9944126
2419,319.476365
2420,316.8054743
2421,314.7162974
2422,317.7303457
2423,314.7123412
2424,312.9034993
2425,310.9352714
2426,307.9606901
2427,307.4074194
2428,306.5609414
2429,307.3828303
2430,308.754903
2431,310.6442406
2432,312.599818
2433,314.6566899
2434,316.7294978
2435,318.8683091
2436,411.0099984
2437,385.4408073
2438,358.4381476
2439,364.3408365
2440,366.3595388
2441,391.2185868
2442,400.5328939
2443,398.1192
2444,389.7471138
2445,370.0763138
2446,383.1445765
2447,385.482625
2448,393.1760257
2449,391.8556427
2450,391.5106616
2451,397.0232166
2452,389.0484837
2453,381.3088806
2454,374.0429726
2455,371.9110231
2456,400.3489717
2457,425.8446063
2458,438.1665754
2459,426.6279341
2460,422.0507574
2461,417.5385649
2462,414.1818297
2463,412.0556424
2464,3548.062687
2465,3570.817118
2466,3589.788784
2467,3646.724724
2468,3649.935528
2469,3663.257554
2470,3618.577713
2471,3597.291754
2472,3571.267441
2473,3561.704656
2474,3539.472668
2475,3526.763265
2476,3511.357826
2477,3516.957239
2478,3516.490078
2479,3534.68144
2480,3563.594898
2481,3597.026475
2482,3630.99961
2483,3664.839967
2484,3641.041622
2485,3627.025751
2486,3684.093935
2487,3737.42721
2488,3795.377032
2489,3857.26333
2490,3929.285262
2491,4007.012847
2492,1905612.272
2493,1890883.558
2494,1859352.64
2495,1855053.255
2496,1829081.777
2497,1824113.096
2498,1790527.89
2499,1758139.582
2500,1744613.72
2501,1735971.44
2502,1704554.591
2503,1684169.161
2504,1672631.429
2505,1666516.739
2506,1625272.897
2507,1621115.646
2508,1598440.522
2509,1586865.474
2510,1578574.922
2511,1564377.186
2512,1547838.579
2513,1550040.111
2514,1545377.939
2515,1540236.608
2516,1529664.583
2517,1544636.299
2518,1551251.588
2519,1560497.733
2520,1776193.506
2521,1755944.374
2522,1726784.91
2523,1724373.839
2524,1696128.022
2525,1690988.414
2526,1663312.623
2527,1631871.902
2528,1621307.662
2529,1614231.735
2530,1584922.815
2531,1566253.99
2532,1557270.31
2533,1550941.4
2534,1507776.366
2535,1502530.534
2536,1481087.769
2537,1471289.323
2538,1462489.129
2539,1451314.625
2540,1436506.587
2541,1437857.866
2542,1432336.886
2543,1427450.881
2544,1415089.538
2545,1425459.163
2546,1430857.777
2547,1437663.52
2548,229393.0726
2549,230958.8897
2550,231856.7196
2551,232493.5696
2552,230667.0836
2553,234231.1846
2554,229949.58
2555,227925.4881
2556,232320.092
2557,235014.2097
2558,232176.5921
2559,231511.0756
2560,231549.8982
2561,236103.6976
2562,236843.1773
2563,242012.0991
2564,240014.1175
2565,241567.5523
2566,242150.6367
2567,242640.9654
2568,245611.1146
2569,248795.1028
2570,248378.6314
2571,247776.3559
2572,245991.5533
2573,244453.4485
2574,246702.6535
2575,250755.2542
2576,1419344.324
2577,1459092.266
2578,1529590.158
2579,1638412.699
2580,1707838.39
2581,1722548.475
2582,1708001.96
2583,1688703.861
2584,1688566.829
2585,1732847.222
2586,1764125.362
2587,1779649.021
2588,1812441.159
2589,1835528.45
2590,1826781.181
2591,1821162.57
2592,1748517.843
2593,1727669.09
2594,1736530.557
2595,1733003.48
2596,1756826.52
2597,1753405.819
2598,1767431.093
2599,1767761.155
2600,1810638.573
2601,1879897.281
2602,1904169.031
2603,1905959.626
2604,1872.513045
2605,1911.934382
2606,2035.814658
2607,2108.160197
2608,2148.558379
2609,2333.562221
2610,2381.131965
2611,2425.243267
2612,2461.119925
2613,2506.809729
2614,2553.311197
2615,2612.723529
2616,2679.057355
2617,2753.786583
2618,2825.225308
2619,2889.167512
2620,2947.600757
2621,3008.264534
2622,3069.224752
2623,3148.176791
2624,3231.415991
2625,3352.585125
2626,3472.254145
2627,3582.573912
2628,3691.055848
2629,3776.529128
2630,3870.02233
2631,3974.176885
2632,33204.42345
2633,32919.51186
2634,34290.98124
2635,34533.95893
2636,33790.89392
2637,33196.32638
2638,31588.75567
2639,31099.54557
2640,31550.79686
2641,31640.51373
2642,29956.17445
2643,29265.9168
2644,29545.74376
2645,29986.76543
2646,29619.49367
2647,30110.19441
2648,29505.01244
2649,29594.71285
2650,28740.56317
2651,28758.85144
2652,28123.56721
2653,27509.66701
2654,27056.336
2655,26021.71323
2656,25487.33876
2657,26513.46358
2658,24797.70432
2659,24006.57661
2660,402.8375719
2661,402.557476
2662,399.2105063
2663,398.9198028
2664,402.382122
2665,403.7293581
2666,408.3124877
2667,405.5437896
2668,394.2163511
2669,385.3187677
2670,376.8429663
2671,369.5704144
2672,362.3808293
2673,356.6147528
2674,355.7768584
2675,353.2286158
2676,345.759454
2677,337.2314613
2678,331.9089331
2679,327.9776575
2680,318.120513
2681,310.6653365
2682,310.5875568
2683,311.5252009
2684,312.7556284
2685,313.730214
2686,316.8255063
2687,322.9597172
2688,650770.8855
2689,668334.501
2690,680410.727
2691,686448.7975
2692,694103.4948
2693,694732.7861
2694,711212.5966
2695,753639.8494
2696,758057.4011
2697,733003.1458
2698,736787.6271
2699,741364.9802
2700,734441.5011
2701,721521.8294
2702,694001.9989
2703,704923.0376
2704,725157.8233
2705,750616.2341
2706,776942.1913
2707,797954.8122
2708,818069.5945
2709,841311.0006
2710,861356.2188
2711,868037.6879
2712,866247.8497
2713,871785.3241
2714,889962.3527
2715,894371.5186
2716,106845.8788
2717,110195.2462
2718,113835.2387
2719,117113.5331
2720,120266.3326
2721,123361.8849
2722,127070.0428
2723,131589.9945
2724,136682.8616
2725,142533.3218
2726,148838.0765
2727,154475.8783
2728,160591.5523
2729,166293.9246
2730,171910.305
2731,177119.5496
2732,182533.307
2733,187990.5972
2734,192953.4027
2735,197557.9723
2736,201696.9542
2737,205951.3331
2738,209531.6651
2739,213027.575
2740,216773.2664
2741,220818.7567
2742,224416.9684
2743,227477.4228
2744,22520.79417
2745,22820.17172
2746,23002.72551
2747,23219.80957
2748,23469.98418
2749,23777.01882
2750,24068.89529
2751,24380.2935
2752,24878.4174
2753,25430.76027
2754,26083.05818
2755,26824.89461
2756,27550.5044
2757,28223.34437
2758,28839.321
2759,29491.70554
2760,30260.45289
2761,30768.93094
2762,31353.58375
2763,32054.61712
2764,32656.84148
2765,33123.93052
2766,33768.81126
2767,34803.00171
2768,36200.86487
2769,37579.38744
2770,38278.51233
2771,38921.0035
2772,12823.77148
2773,13198.23819
2774,13560.40023
2775,13844.80917
2776,14058.71967
2777,14328.3398
2778,14533.26439
2779,14923.16135
2780,14312.5198
2781,14165.78944
2782,14476.64067
2783,13640.37858
2784,13903.56625
2785,13270.0429
2786,12755.57314
2787,12325.7774
2788,11911.05212
2789,11542.91142
2790,11199.2075
2791,10947.89776
2792,10743.77908
2793,10616.39447
2794,10520.16298
2795,10515.83346
2796,10603.62718
2797,10560.96885
2798,10874.60848
2799,11420.08598
2800,9252.88909
2801,9091.180971
2802,9064.050816
2803,9079.422084
2804,8840.363204
2805,8930.258901
2806,8642.705337
2807,8513.757999
2808,8347.341867
2809,8239.299138
2810,7979.652597
2811,7519.763959
2812,7255.923412
2813,6938.687587
2814,6779.40502
2815,6545.608646
2816,6486.823383
2817,6351.489301
2818,6367.453271
2819,6466.906826
2820,5971.962361
2821,6085.479024
2822,6117.272583
2823,6021.360289
2824,5903.147225
2825,5822.712
2826,5723.539849
2827,5694.098105
2828,5613.773494
2829,5959.911412
2830,6220.065046
2831,6027.76493
2832,6042.203276
2833,6068.478208
2834,5926.379936
2835,5945.732765
2836,6045.253859
2837,5942.669262
2838,5984.714783
2839,5846.676268
2840,5835.696695
2841,5779.217659
2842,5705.687634
2843,5781.109405
2844,5772.898775
2845,5879.081595
2846,5798.108305
2847,5712.935556
2848,5773.722653
2849,5907.781473
2850,5927.645676
2851,5964.575644
2852,5933.814105
2853,6111.313576
2854,6039.148075
2855,6092.146989
2856,109639.709
2857,112046.0467
2858,110988.7942
2859,110158.16
2860,111000.8153
2861,110237.2941
2862,108873.3405
2863,107886.2581
2864,108796.3185
2865,106238.1984
2866,103742.4657
2867,102332.0096
2868,100906.7765
2869,101739.5693
2870,96399.13724
2871,95270.10574
2872,93524.47105
2873,92339.04552
2874,91671.19842
2875,90976.86071
2876,89025.14639
2877,89741.70702
2878,89509.41648
2879,87843.10366
2880,86573.77933
2881,88560.94356
2882,85512.52427
2883,84848.16327
2884,1291.236809
2885,1275.915392
2886,1372.200514
2887,1399.8782
2888,1458.355334
2889,1514.240107
2890,1559.629383
2891,1594.383645
2892,1637.697286
2893,1711.288715
2894,1656.722854
2895,1655.580199
2896,1596.100899
2897,1543.28099
2898,1491.092848
2899,1399.928147
2900,1398.143878
2901,1589.953931
2902,1739.710683
2903,1889.453208
2904,1750.626542
2905,1718.065175
2906,1790.138886
2907,1986.807093
2908,2067.281818
2909,2064.901873
2910,2164.658214
2911,2157.549729
2912,181758.6594
2913,183658.1619
2914,186214.7904
2915,187299.8813
2916,184740.41
2917,188942.9933
2918,184818.906
2919,182587.5411
2920,186309.417
2921,188228.0823
2922,184511.1774
2923,184068.0488
2924,183646.8504
2925,187804.7066
2926,188128.7099
2927,193471.9812
2928,191736.9814
2929,193234.3695
2930,193814.1378
2931,194287.8482
2932,196703.0483
2933,199376.7486
2934,198346.173
2935,198099.5282
2936,196674.1071
2937,194908.2072
2938,197155.1976
2939,200015.9569
2940,1512.714456
2941,1519.942153
2942,1553.386608
2943,1625.239425
2944,1668.68388
2945,1702.689189
2946,1719.520408
2947,1717.777642
2948,1717.890918
2949,1718.001333
2950,1706.69466
2951,1711.366762
2952,1717.606458
2953,1711.556939
2954,1742.067508
2955,1786.470207
2956,1851.30595
2957,1885.421391
2958,1941.186228
2959,2050.385444
2960,2164.519688
2961,2273.781989
2962,2394.094101
2963,2532.035165
2964,2710.830655
2965,2899.379317
2966,3110.728648
2967,3337.478597
2968,20577.31499
2969,21350.80917
2970,22583.11557
2971,24960.78135
2972,26412.39536
2973,28469.58969
2974,28637.85778
2975,27381.37642
2976,25859.06221
2977,24210.53581
2978,24959.16509
2979,24696.84796
2980,24644.8772
2981,24984.34173
2982,24440.54023
2983,24123.16298
2984,23823.60884
2985,23175.68499
2986,21645.5749
2987,20412.61921
2988,20730.55999
2989,20684.55776
2990,20413.99004
2991,19700.31856
2992,19040.20971
2993,19020.09411
2994,19600.47703
2995,20075.43204
2996,4115.589712
2997,4299.200707
2998,4511.663154
2999,4735.656017
3000,4947.420138
3001,5185.841526
3002,5463.834294
3003,5775.831387
3004,6164.64069
3005,6502.9628
3006,6946.775022
3007,7216.076559
3008,7567.744768
3009,7876.79892
3010,8197.640946
3011,8437.661817
3012,8663.950132
3013,8830.270608
3014,8986.901155
3015,9150.542147
3016,9318.724503
3017,9438.176157
3018,9516.7433
3019,9535.504925
3020,9585.847126
3021,9663.994621
3022,9744.683488
3023,9780.153392
3024,83.7935088
3025,85.37740259
3026,87.11144805
3027,90.03393052
3028,91.15643854
3029,92.91627453
3030,94.90541645
3031,97.69300211
3032,101.2033314
3033,104.8926237
3034,108.1929664
3035,111.7686654
3036,116.4111138
3037,121.5486739
3038,127.1450928
3039,132.2667881
3040,138.4455048
3041,145.3083435
3042,152.3730816
3043,158.7904535
3044,163.7477794
3045,167.4365019
3046,170.5217415
3047,172.8953877
3048,174.7526934
3049,176.0537204
3050,177.2353738
3051,178.2485116
3052,385.5053555
3053,357.9297571
3054,341.5419211
3055,356.7694019
3056,379.5513068
3057,406.5232054
3058,415.7020947
3059,457.8036784
3060,468.8837794
3061,502.0620807
3062,512.0688212
3063,489.6842585
3064,493.6058107
3065,515.3779447
3066,563.1832935
3067,622.5266334
3068,677.2932834
3069,705.0631799
3070,748.7019166
3071,740.1114526
3072,714.2460233
3073,721.6443407
3074,775.3667385
3075,820.9177155
3076,858.1719396
3077,920.6430648
3078,995.1912531
3079,1074.331136
3080,3188.520654
3081,3316.806716
3082,3451.636849
3083,3653.449364
3084,3822.103271
3085,3829.962144
3086,3771.893369
3087,3732.56426
3088,3709.017534
3089,3665.096304
3090,3705.830112
3091,3766.422557
3092,3870.370468
3093,3971.321459
3094,4025.72438
3095,4132.449943
3096,4196.568278
3097,4181.707489
3098,4034.335435
3099,3894.183713
3100,3910.372959
3101,3921.468815
3102,3914.308878
3103,3880.377514
3104,3884.290327
3105,3804.053796
3106,3723.190497
3107,3800.929919
3108,5502.375842
3109,5493.274065
3110,5478.956062
3111,5465.468812
3112,5450.405217
3113,5436.245072
3114,5418.857231
3115,5402.487875
3116,5387.418516
3117,5349.50938
3118,5337.458652
3119,5344.37695
3120,5274.850536
3121,5260.842705
3122,5248.455196
3123,5255.645838
3124,5264.526104
3125,5258.36433
3126,5262.509793
3127,5251.987092
3128,5231.119853
3129,5190.732838
3130,5204.093663
3131,5223.666729
3132,5242.524028
3133,5270.641619
3134,5316.727877
3135,5375.053054
3136,274427.959
3137,276539.6225
3138,284098.2772
3139,292309.7558
3140,295192.3534
3141,296491.22
3142,296971.7279
3143,295783.2521
3144,298774.8106
3145,298789.0011
3146,296829.3057
3147,296953.9728
3148,299421.3485
3149,302322.4047
3150,302605.0023
3151,300729.846
3152,300401.0799
3153,300729.751
3154,305009.7344
3155,309361.229
3156,311174.519
3157,310866.4518
3158,311677.937
3159,313734.064
3160,315042.9047
3161,318069.7586
3162,323709.0696
3163,328308.5771
3164,5472.655667
3165,5496.393714
3166,5699.202156
3167,6430.67238
3168,6959.36141
3169,6387.248268
3170,5389.909362
3171,5095.330115
3172,5303.342057
3173,5061.657464
3174,4988.35406
3175,5248.979685
3176,5165.602296
3177,4969.147516
3178,4942.722137
3179,5221.700866
3180,5454.556727
3181,5246.438795
3182,4787.324046
3183,4557.735091
3184,4524.756249
3185,4359.64325
3186,4292.609754
3187,4280.942583
3188,4198.739872
3189,4100.7922
3190,4111.159729
3191,4123.168757
3192,3665.092676
3193,3605.385088
3194,3590.435905
3195,3584.032951
3196,3543.710397
