,Smoking
3197,3512.177982
3198,3503.015646
3199,3508.134144
3200,3505.237681
3201,3511.564316
3202,3558.781597
3203,3657.824965
3204,3777.188432
3205,3918.185149
3206,4081.997365
3207,4224.139825
3208,4394.479704
3209,4556.693582
3210,4708.187675
3211,4839.211758
3212,4948.261777
3213,5105.728235
3214,5266.498913
3215,5456.965617
3216,5670.306136
3217,5894.32192
3218,6147.088378
3219,6405.711047
3220,1240.163992
3221,1261.397017
3222,1298.790369
3223,1331.294493
3224,1388.021117
3225,1427.308783
3226,1477.737496
3227,1562.771321
3228,1658.370968
3229,1752.972491
3230,1853.810366
3231,1917.31502
3232,2002.96038
3233,2063.182128
3234,2116.444797
3235,2138.094352
3236,2150.726412
3237,2145.692308
3238,2145.473683
3239,2108.392172
3240,2078.978589
3241,2053.732491
3242,2038.922147
3243,2024.701756
3244,2007.244384
3245,1977.091784
3246,1914.236796
3247,1852.831943
3248,919.9361163
3249,920.421003
3250,913.3694234
3251,911.1417946
3252,920.1549421
3253,905.9482055
3254,945.0682866
3255,924.5354816
3256,904.7915111
3257,870.3132411
3258,838.220849
3259,810.0570699
3260,794.2437477
3261,788.8676553
3262,782.4220952
3263,776.7852066
3264,785.9654374
3265,795.3620941
3266,801.5271522
3267,818.1688372
3268,835.6762737
3269,849.2544781
3270,868.9758584
3271,883.8583343
3272,886.1784747
3273,894.7400351
3274,909.9971156
3275,927.9646239
3276,1311.181801
3277,1318.209747
3278,1331.619145
3279,1344.43762
3280,1360.802906
3281,1377.402234
3282,1381.221256
3283,1456.702739
3284,1514.60535
3285,1571.749069
3286,1616.822155
3287,1663.25441
3288,1697.486227
3289,1729.418357
3290,1789.423234
3291,1828.522161
3292,1842.904367
3293,1891.236779
3294,1994.755912
3295,2154.433258
3296,2214.488972
3297,2226.179994
3298,2232.789106
3299,2364.361893
3300,2479.667295
3301,2542.264388
3302,2672.113625
3303,2751.850828
3304,7379.000822
3305,7745.832832
3306,7797.436373
3307,8646.426291
3308,8892.031083
3309,8555.183743
3310,7847.558592
3311,7291.594804
3312,7150.191423
3313,6910.25463
3314,6803.241383
3315,7110.517388
3316,6948.930402
3317,6870.077466
3318,6818.378034
3319,7122.71059
3320,7248.42467
3321,7361.991702
3322,6835.887362
3323,6216.82806
3324,6182.589893
3325,6027.066872
3326,5919.143503
3327,5921.980644
3328,5644.329077
3329,5660.557106
3330,5683.577233
3331,5641.804972
3332,432246.3343
3333,434591.4694
3334,440434.1642
3335,442781.9988
3336,445643.6785
3337,448446.6101
3338,451447.0693
3339,461743.8374
3340,464384.8987
3341,455889.5224
3342,460212.5829
3343,464610.4479
3344,467032.9573
3345,467465.8821
3346,460022.4352
3347,464438.6382
3348,477035.8108
3349,494767.6709
3350,506242.552
3351,512960.8139
3352,524073.1114
3353,533600.9506
3354,542206.4462
3355,548394.4215
3356,557631.5232
3357,569756.5897
3358,580913.8008
3359,587759.8865
3360,746046.108
3361,767593.7515
3362,784662.4501
3363,796977.5534
3364,810283.5081
3365,817610.6087
3366,833737.4035
3367,867447.1791
3368,878100.051
3369,872343.4767
3370,881299.4521
3371,889218.1711
3372,891535.3362
3373,890414.3675
3374,882062.3784
3375,891371.3157
3376,901590.587
3377,912789.7382
3378,930452.8397
3379,950072.1128
3380,965769.1298
3381,980043.685
3382,990999.2253
3383,994704.7504
3384,997029.2917
3385,1003527.016
3386,1018889.657
3387,1027021.353
3388,809.1950204
3389,797.1278094
3390,786.2568788
3391,776.997687
3392,764.0907859
3393,760.9931601
3394,753.156245
3395,738.03238
3396,718.9970858
3397,696.8445028
3398,687.4765612
3399,683.2578001
3400,686.0238864
3401,680.0123218
3402,672.2397682
3403,661.9647625
3404,654.9408899
3405,634.3814439
3406,620.0140689
3407,624.1252241
3408,625.0635
3409,626.5374505
3410,632.1544091
3411,631.780117
3412,645.35838
3413,656.2410663
3414,661.3625185
3415,670.861559
3416,4568.685682
3417,4629.009464
3418,4673.319785
3419,5002.926075
3420,4837.311081
3421,4848.036782
3422,4993.89328
3423,5041.46528
3424,5196.402813
3425,5184.62776
3426,5101.293777
3427,5018.552548
3428,5238.45287
3429,5302.318475
3430,5208.452464
3431,5098.04846
3432,5044.2899
3433,4995.653786
3434,5073.907855
3435,5180.837742
3436,5280.198847
3437,5368.611154
3438,5437.642776
3439,5511.292248
3440,5587.468394
3441,5671.151209
3442,5745.345329
3443,5820.852189
3444,3352.998877
3445,3430.274002
3446,3593.630368
3447,3740.332533
3448,3915.063655
3449,4055.948619
3450,4154.973932
3451,4230.236165
3452,4322.197298
3453,4301.480592
3454,4293.391596
3455,4222.053668
3456,4163.627492
3457,4112.815898
3458,4076.304956
3459,4008.040857
3460,3955.61675
3461,3900.370992
3462,3850.32918
3463,3826.543535
3464,3842.566361
3465,3833.085385
3466,3816.52879
3467,3795.931614
3468,3785.724603
3469,3797.624452
3470,3819.894561
3471,3825.578819
3472,12296.72832
3473,12703.05638
3474,13030.32868
3475,13251.72578
3476,13666.71927
3477,14416.31741
3478,14727.69962
3479,14892.67772
3480,15014.06433
3481,15590.29274
3482,16165.54661
3483,16184.50484
3484,16307.17578
3485,16906.66759
3486,17068.79006
3487,16984.54776
3488,17214.62597
3489,17664.23131
3490,18734.08489
3491,19753.6476
3492,19888.70712
3493,19535.98277
3494,19876.07996
3495,20310.90773
3496,21627.389
3497,22340.38157
3498,22883.72564
3499,23650.09053
3500,149.206349
3501,153.7951185
3502,160.1958083
3503,161.0039701
3504,160.9340428
3505,166.4168827
3506,167.5531933
3507,168.0402009
3508,168.0278582
3509,166.238839
3510,166.8356363
3511,165.0210639
3512,162.0453893
3513,161.2545325
3514,164.4999482
3515,168.0335383
3516,169.237856
3517,168.7745064
3518,165.4746195
3519,155.325487
3520,152.4837959
3521,150.6271032
3522,146.6937141
3523,149.0570125
3524,152.6149278
3525,157.734665
3526,163.7700531
3527,170.493631
3528,1521.099446
3529,1512.58638
3530,1521.538336
3531,1521.196598
3532,1533.494307
3533,1545.077778
3534,1550.432569
3535,1545.700064
3536,1540.972208
3537,1542.968164
3538,1563.493758
3539,1571.940185
3540,1596.50959
3541,1612.543569
3542,1646.10612
3543,1678.36162
3544,1730.867981
3545,1807.953351
3546,1876.431273
3547,1961.102541
3548,2036.843457
3549,2094.823783
3550,2167.306794
3551,2248.51438
3552,2333.261717
3553,2420.21689
3554,2516.232819
3555,2594.435775
3556,560.1830943
3557,564.7025226
3558,563.6349579
3559,552.414726
3560,553.0065386
3561,566.6756634
3562,570.3091015
3563,573.8699511
3564,575.766445
3565,582.9443377
3566,585.692567
3567,587.4505389
3568,579.6231277
3569,573.9582859
3570,572.9984272
3571,578.0982079
3572,573.9882281
3573,574.2058372
3574,564.635898
3575,554.9940102
3576,558.2241188
3577,547.5016105
3578,552.2895172
3579,548.0880897
3580,554.7087153
3581,571.3616057
3582,605.3903246
3583,627.1903014
3584,27.18247423
3585,27.64306501
3586,28.48771394
3587,29.17560104
3588,29.19205483
3589,29.65286411
3590,29.79983515
3591,30.44853694
3592,31.03626644
3593,31.40807419
3594,32.04974719
3595,32.60434244
3596,33.09606336
3597,33.8855507
3598,34.56429463
3599,35.41216833
3600,36.36927453
3601,36.98091799
3602,37.72812453
3603,38.34675298
3604,39.0994304
3605,39.65840437
3606,40.19665814
3607,40.75934303
3608,41.32592557
3609,41.96194585
3610,42.50941259
3611,43.09421408
3612,418.6732877
3613,424.8804622
3614,434.4126666
3615,441.1759539
3616,451.5497667
3617,453.2406103
3618,456.3560653
3619,456.8957454
3620,458.5084787
3621,455.4121291
3622,457.1608614
3623,463.4005735
3624,463.9655873
3625,467.0591969
3626,472.6131593
3627,473.9361999
3628,474.0120801
3629,476.50304
3630,479.6311577
3631,483.9618606
3632,486.7236623
3633,492.5154432
3634,498.2186051
3635,504.1262672
3636,509.1104005
3637,514.8025033
3638,520.6799344
3639,526.5809138
3640,1137.067216
3641,1096.292155
3642,1099.16519
3643,1152.240496
3644,1156.880123
3645,1152.504376
3646,1172.150519
3647,1213.441283
3648,1184.221658
3649,1174.108653
3650,1137.87829
3651,1157.402159
3652,1191.490421
3653,1150.547551
3654,1124.952514
3655,1105.401736
3656,1062.061172
3657,1015.531289
3658,1027.035333
3659,1040.203169
3660,1004.539217
3661,1006.918914
3662,1015.904374
3663,1018.948665
3664,1041.745841
3665,1067.458274
3666,1101.989408
3667,1125.890983
3668,39894.75107
3669,40255.69641
3670,41291.10967
3671,42186.78278
3672,42609.92985
3673,43190.22378
3674,43097.3906
3675,43670.77138
3676,44084.63757
3677,43468.74948
3678,42804.04583
3679,42668.91659
3680,43910.53849
3681,44988.54451
3682,44699.17105
3683,45977.06542
3684,45445.55524
3685,45357.67899
3686,47740.60148
3687,49194.98801
3688,49487.59881
3689,49137.67763
3690,49512.98352
3691,50358.67795
3692,50958.21295
3693,50912.02027
3694,51538.06495
3695,51575.45497
3696,80.00304271
3697,79.52946338
3698,78.91708314
3699,78.15314725
3700,77.42119223
3701,76.30170014
3702,75.67293874
3703,75.08350742
3704,74.40201364
3705,73.68428874
3706,72.75944216
3707,72.29952075
3708,71.82696632
3709,71.34692126
3710,71.28685624
3711,71.14349483
3712,71.5918499
3713,72.21583079
3714,73.01596799
3715,73.83008099
3716,74.24182852
3717,75.07169673
3718,75.84792808
3719,76.71601991
3720,77.69702006
3721,78.48203886
3722,79.44039841
3723,80.39511966
3724,1153817.265
3725,1191535.004
3726,1229147.294
3727,1263185.629
3728,1295708.344
3729,1329972.393
3730,1368410.248
3731,1402748.443
3732,1438817.199
3733,1470314.943
3734,1510081.004
3735,1532959.19
3736,1567465.568
3737,1606495.45
3738,1622484.199
3739,1625490.142
3740,1617153.13
3741,1627877.176
3742,1662457.612
3743,1700617.882
3744,1739911.5
3745,1763185.888
3746,1780879.624
3747,1785878.483
3748,1832136.231
3749,1899088.2
3750,1950907.811
3751,1976935.949
3752,6301.774754
3753,6546.731482
3754,6401.974344
3755,6730.512439
3756,7583.905954
3757,7830.449779
3758,7329.609179
3759,6650.765373
3760,6338.802883
3761,6340.025566
3762,6388.517372
3763,6277.963877
3764,6269.210836
3765,6357.565355
3766,6589.040284
3767,6988.246667
3768,6874.127829
3769,6801.26043
3770,6810.300283
3771,7087.502229
3772,7236.168674
3773,6625.414858
3774,6402.741825
3775,6284.347307
3776,6489.060731
3777,6641.17688
3778,6464.25123
3779,6386.435459
3780,1799.056851
3781,1862.131662
3782,1884.706261
3783,1955.398366
3784,2006.906935
3785,2085.693711
3786,2138.574248
3787,2134.734383
3788,2123.863938
3789,2129.916471
3790,2149.885194
3791,2207.72519
3792,2250.092373
3793,2277.726079
3794,2295.272836
3795,2343.360552
3796,2350.88939
3797,2348.24111
3798,2397.496185
3799,2498.108361
3800,2501.730407
3801,2519.118411
3802,2515.160348
3803,2541.699017
3804,2584.173112
3805,2671.477383
3806,2802.413377
3807,2933.948223
3808,1071.063858
3809,1082.3065
3810,1103.089995
3811,1138.22272
3812,1178.54093
3813,1218.318959
3814,1263.103774
3815,1323.346916
3816,1365.617675
3817,1397.572989
3818,1419.75971
3819,1443.09231
3820,1465.032292
3821,1497.155378
3822,1521.742259
3823,1555.447584
3824,1577.291706
3825,1577.931701
3826,1578.919931
3827,1575.263559
3828,1573.39184
3829,1589.164892
3830,1604.235124
3831,1639.006505
3832,1660.427106
3833,1683.590314
3834,1702.120472
3835,1723.68107
3836,12981.99803
3837,13526.42006
3838,14014.33777
3839,14590.24485
3840,14977.88454
3841,15488.80097
3842,15870.43114
3843,16402.50104
3844,16727.65564
3845,17005.86015
3846,16826.05443
3847,16807.23067
3848,16592.79347
3849,16737.1005
3850,16791.00382
3851,16950.24009
3852,17186.68261
3853,17289.57197
3854,17369.86447
3855,17379.88475
3856,17440.68829
3857,17566.78659
3858,17560.27749
3859,17723.813
3860,17896.1162
3861,18056.01969
3862,18232.67154
3863,18401.83116
3864,5529.52696
3865,5549.636471
3866,5626.918319
3867,5724.891587
3868,5761.059499
3869,5881.463758
3870,6031.604983
3871,6248.186728
3872,6361.043121
3873,6562.710739
3874,6827.997645
3875,6977.134829
3876,7215.84984
3877,7440.92212
3878,7713.745753
3879,8011.303763
3880,8326.845067
3881,8702.204606
3882,8982.84703
3883,9205.490756
3884,9427.077162
3885,9589.592693
3886,9735.383505
3887,9825.946991
3888,9886.407127
3889,9911.627468
3890,9888.709309
3891,9799.240138
3892,70743.9008
3893,71564.94013
3894,72152.62949
3895,72584.56254
3896,72858.12786
3897,72952.98728
3898,73008.38575
3899,72875.94532
3900,72628.0459
3901,72402.32398
3902,72042.59521
3903,71848.41704
3904,71533.00983
3905,71076.25613
3906,71084.70185
3907,70291.72407
3908,69954.99383
3909,69310.67289
3910,68572.98241
3911,68108.94196
3912,67372.1327
3913,67208.93713
3914,66976.24815
3915,67029.77317
3916,67075.87277
3917,67378.83027
3918,67783.77046
3919,68091.86506
3920,1098.677434
3921,1122.811952
3922,1156.06913
3923,1191.205774
3924,1241.836239
3925,1304.024248
3926,1366.972728
3927,1421.940379
3928,1480.963104
3929,1528.760589
3930,1572.139403
3931,1574.542955
3932,1588.867227
3933,1567.25704
3934,1527.193019
3935,1465.499767
3936,1387.215254
3937,1309.5761
3938,1245.548106
3939,1193.387799
3940,1152.396957
3941,1116.080541
3942,1107.356338
3943,1106.783601
3944,1111.588161
3945,1121.013103
3946,1134.312293
3947,1148.135903
3948,15478.59871
3949,15589.01709
3950,15597.19966
3951,15838.15167
3952,15849.46413
3953,15881.35701
3954,15816.53616
3955,15890.22418
3956,15952.50641
3957,16009.19412
3958,16098.31356
3959,16127.25016
3960,16311.85434
3961,16565.76553
3962,16971.30732
3963,17458.84257
3964,18061.129
3965,18725.2651
3966,19301.77102
3967,19900.45232
3968,20483.70646
3969,21254.4712
3970,21857.37598
3971,22292.81798
3972,22601.69061
3973,23036.62078
3974,23329.49887
3975,23557.88028
3976,35284.63091
3977,34959.35405
3978,34724.70383
3979,35681.90211
3980,34742.58845
3981,34637.21404
3982,34854.51849
3983,34224.6833
3984,33999.34101
3985,34281.98651
3986,33965.6591
3987,33539.54461
3988,33211.86499
3989,32801.85091
3990,31637.29479
3991,30661.32454
3992,30110.80069
3993,29536.66253
3994,29652.52729
3995,29293.79955
3996,29275.63461
3997,29251.04973
3998,29545.47273
3999,29346.30932
4000,28863.65395
4001,29630.24043
4002,30260.96156
4003,30790.92606
4004,6433.774702
4005,6152.106635
4006,6076.034798
4007,5909.127976
4008,5619.183218
4009,5709.119539
4010,5510.573446
4011,5249.201146
4012,4949.765459
4013,4947.442886
4014,4722.357156
4015,4684.01495
4016,4678.102719
4017,4614.338854
4018,4499.504279
4019,4359.277206
4020,4320.995533
4021,4361.432739
4022,4344.251387
4023,4282.934641
4024,4210.033554
4025,4225.542042
4026,4209.778546
4027,4151.96621
4028,4180.738938
4029,4147.856592
4030,4162.567706
4031,4204.82343
4032,881.101183
4033,951.6686876
4034,965.4003187
4035,1004.422888
4036,1028.96328
4037,1063.457038
4038,1088.368075
4039,1074.554902
4040,1080.947346
4041,1110.512728
4042,1117.103499
4043,1155.277933
4044,1197.839181
4045,1238.68623
4046,1258.167286
4047,1292.926426
4048,1259.751152
4049,1281.734174
4050,1303.63615
4051,1306.107016
4052,1276.817416
4053,1332.229615
4054,1386.577274
4055,1423.068006
4056,1488.778586
4057,1452.767167
4058,1454.67127
4059,1474.870867
4060,804.9042246
4061,795.8860989
4062,806.6677819
4063,817.6832344
4064,824.4461263
4065,841.9250959
4066,846.814412
4067,864.3221845
4068,880.8969404
4069,901.8500296
4070,925.1452251
4071,951.270381
4072,963.3643777
4073,985.5613299
4074,1002.103505
4075,1033.123062
4076,1062.728773
4077,1089.77573
4078,1112.982818
4079,1153.313088
4080,1196.110891
4081,1244.912383
4082,1292.923154
4083,1349.133448
4084,1412.636848
4085,1481.341199
4086,1551.571547
4087,1614.269819
4088,17117.54585
4089,17328.49547
4090,17575.21979
4091,17748.69174
4092,17885.23471
4093,18026.35515
4094,18036.98875
4095,17981.5565
4096,17911.78889
4097,17833.89229
4098,17852.30994
4099,17514.31207
4100,17114.21143
4101,16581.07579
4102,15958.38274
4103,15304.79097
4104,14801.69316
4105,14301.06869
4106,13803.6116
4107,13490.93137
4108,13322.40882
4109,13195.51642
4110,13134.95722
4111,13111.76971
4112,13205.8154
4113,13336.93163
4114,13460.21968
4115,13479.00976
4116,200177.9677
4117,205257.5574
4118,209397.7975
4119,215168.0073
4120,220197.6673
4121,222485.4797
4122,223850.6975
4123,226990.7812
4124,227651.8179
4125,229114.5054
4126,228177.7292
4127,230645.7092
4128,233709.4719
4129,236605.6797
4130,238477.9097
4131,242719.9714
4132,247836.1391
4133,249994.224
4134,254611.3795
4135,263477.1304
4136,268830.023
4137,273785.2739
4138,277881.7352
4139,282268.0369
4140,287741.9512
4141,293716.2578
4142,298255.9827
4143,303889.0579
4144,608228.83
4145,595710.4442
4146,580491.1592
4147,582376.9615
4148,572388.7383
4149,568453.6261
4150,556678.5054
4151,546001.8153
4152,539722.8851
4153,538670.7482
4154,533078.1008
4155,528874.0846
4156,525742.753
4157,520385.4711
4158,506355.6427
4159,506542.9133
4160,497984.7235
4161,489477.735
4162,485936.1418
4163,478302.487
4164,468302.5422
4165,468344.1833
4166,465596.5191
4167,464008.0361
4168,463603.9342
4169,464365.9814
4170,468627.7213
4171,471499.5617
4172,16707.57294
4173,17252.83739
4174,17875.28666
4175,18519.6135
4176,19241.02693
4177,20027.02906
4178,20823.43178
4179,21678.81946
4180,22537.40922
4181,23331.41053
4182,24163.53492
4183,24977.11631
4184,25829.70494
4185,26693.47913
4186,27504.32821
4187,28342.69868
4188,29178.37517
4189,30114.05253
4190,31040.13958
4191,31866.5971
4192,32689.82733
4193,33391.06026
4194,34094.49632
4195,34736.37802
4196,35264.0723
4197,35794.28234
4198,36150.53686
4199,36468.37282
4200,3080.266552
4201,3077.896512
4202,3300.970272
4203,3433.509214
4204,3425.108138
4205,3483.109164
4206,3559.167358
4207,3615.323419
4208,3664.518593
4209,3630.319696
4210,3660.973151
4211,3787.71455
4212,3912.6602
4213,3904.076569
4214,3860.489655
4215,3939.962299
4216,4069.56339
4217,4103.942379
4218,3965.591152
4219,4041.541648
4220,4062.685816
4221,3979.205008
4222,3989.618602
4223,3895.040996
4224,3894.160452
4225,4134.38364
4226,4231.040349
4227,4278.87689
4228,4034.021057
4229,3865.105324
4230,3700.087077
4231,3766.84923
4232,3581.486265
4233,3523.480733
4234,3311.468385
4235,3178.603368
4236,3101.74781
4237,3059.689741
4238,2844.908815
4239,2642.781412
4240,2631.477615
4241,2509.398954
4242,2439.945011
4243,2351.812512
4244,2350.88885
4245,2318.607534
4246,2263.691541
4247,2213.678149
4248,2232.492353
4249,2172.686538
4250,2149.344413
4251,2127.144036
4252,2108.448101
4253,2174.102246
4254,2178.262219
4255,2183.611622
4256,11.93412264
4257,12.29587653
4258,12.23582125
4259,11.9289955
4260,11.70747783
4261,11.83461327
4262,12.2453211
4263,12.85375867
4264,13.5690686
4265,14.42475838
4266,15.14040182
4267,15.82895062
4268,16.12356241
4269,16.12341198
4270,16.16501464
4271,16.61169919
4272,17.22341779
4273,17.97170422
4274,18.79755549
4275,19.87134171
4276,20.99299288
4277,22.02276781
4278,22.91470741
4279,23.55420423
4280,24.11848793
4281,24.97029275
4282,25.71138456
4283,26.34862507
4284,8806.148086
4285,8650.384708
4286,8632.687328
4287,8519.230587
4288,8326.885531
4289,8286.39934
4290,8093.39479
4291,8010.993237
4292,8097.721025
4293,8018.894221
4294,8013.486
4295,7906.435432
4296,7869.156632
4297,7606.447558
4298,7473.846433
4299,7364.455678
4300,7292.909999
4301,7347.858607
4302,7347.162954
4303,7314.662188
4304,7278.766875
4305,7374.366793
4306,6947.609827
4307,6893.335487
4308,6528.193195
4309,6208.881725
4310,6019.759172
4311,5898.261646
4312,7158.414161
4313,7253.382174
4314,7335.975364
4315,7404.83486
4316,7489.893565
4317,7600.442978
4318,7725.276181
4319,7897.000313
4320,8057.56228
4321,8284.989967
4322,8522.896945
4323,8749.731078
4324,9009.698623
4325,9310.034443
4326,9610.825075
4327,9943.783896
4328,10294.20409
4329,10626.08201
4330,10942.25602
4331,11234.43617
4332,11543.19758
4333,11852.28487
4334,12164.46223
4335,12465.04876
4336,12753.23384
4337,13045.90079
4338,13359.38815
4339,13687.0514
4340,617.6536579
4341,631.207698
4342,644.6789367
4343,642.8482856
4344,634.7755885
4345,631.3047232
4346,642.112098
4347,654.4849798
4348,647.0239092
4349,630.5890491
4350,625.146859
4351,640.4306912
4352,652.7553875
4353,637.2311758
4354,609.9788926
4355,598.7391212
4356,616.6340501
4357,637.9958098
4358,634.4306249
4359,629.7328013
4360,679.6292586
4361,787.0665958
4362,867.8791092
4363,863.2444343
4364,863.9564114
4365,887.7224586
4366,893.4378938
4367,921.5833604
4368,83611.12825
4369,87275.64876
4370,89692.15976
4371,92277.90888
4372,94676.61151
4373,98050.85062
4374,100918.0442
4375,104700.2304
4376,105699.6251
4377,107094.6665
4378,108577.3244
4379,110133.5677
4380,111891.5035
4381,113774.5398
4382,115924.4821
4383,118065.1128
4384,118825.5732
4385,119422.9745
4386,120588.1642
4387,121508.5549
4388,122713.4924
4389,123743.6804
4390,124887.0525
4391,126021.9552
4392,127278.1757
4393,127936.8193
4394,128468.7491
4395,128588.5322
4396,799.1285214
4397,803.5471666
4398,811.0220607
4399,817.4623317
4400,826.9400345
4401,840.9994226
4402,856.4420692
4403,873.6931371
4404,886.8417484
4405,903.204341
4406,927.6043772
4407,953.9549742
4408,992.925921
4409,1005.420582
4410,1024.760434
4411,1028.819108
4412,1037.687796
4413,1036.844411
4414,1022.790706
4415,1011.663874
4416,999.8219973
4417,996.6229389
4418,1006.058446
4419,1017.068132
4420,1039.708478
4421,1065.241821
4422,1095.659392
4423,1138.537368
4424,1094.217046
4425,1093.801654
4426,1130.7556
4427,1181.514926
4428,1173.788806
4429,1195.78914
4430,1179.113232
4431,1215.226858
4432,1200.84967
4433,1179.367458
4434,1158.500687
4435,1174.0385
4436,1198.290615
4437,1228.150606
4438,1241.725915
4439,1281.812624
4440,1312.915469
4441,1309.634845
4442,1347.463267
4443,1382.930203
4444,1407.860741
4445,1427.663195
4446,1468.785178
4447,1488.220766
4448,1506.945661
4449,1506.81397
4450,1519.710855
4451,1541.893804
4452,5221.852797
4453,5287.229474
4454,5343.135701
4455,5384.132288
4456,5433.586256
4457,5509.193438
4458,5591.712616
4459,5698.103062
4460,5840.056562
4461,6009.023373
4462,6204.926112
4463,6408.936488
4464,6640.356193
4465,6895.080986
4466,7156.352582
4467,7421.850812
4468,7700.684824
4469,7967.565926
4470,8230.575931
4471,8489.84916
4472,8748.243333
4473,9010.445042
4474,9269.940664
4475,9523.416484
4476,9766.26536
4477,10012.93445
4478,10281.84672
4479,10566.14722
4480,2303.004296
4481,2325.065067
4482,2479.867104
4483,2679.765885
4484,2773.80842
4485,2755.105367
4486,2826.877527
4487,2803.642291
4488,2912.18299
4489,3004.369219
4490,3039.108992
4491,3036.94475
4492,3090.924906
4493,3240.286276
4494,3426.820928
4495,3517.399285
4496,3645.653949
4497,3628.392501
4498,3693.073336
4499,3907.009825
4500,4047.08777
4501,4058.621096
4502,4078.944749
4503,4216.008
4504,4170.766072
4505,4171.249767
4506,4248.818032
4507,4293.22832
4508,5236.570001
4509,4997.123851
4510,5575.44108
4511,5890.415032
4512,5880.41301
4513,6094.255243
4514,6040.005647
4515,6010.247031
4516,5996.1139
4517,5714.795461
4518,5719.041525
4519,5623.090312
4520,5783.883593
4521,6094.7407
4522,6262.427224
4523,6338.334763
4524,6297.890961
4525,6396.676481
4526,6706.124644
4527,7275.052181
4528,7514.653172
4529,7486.757914
4530,7397.208174
4531,7267.334241
4532,7043.599418
4533,6970.465393
4534,6985.09204
4535,7048.791114
4536,42817.67451
4537,44070.68846
4538,47379.09982
4539,49082.83923
4540,51647.26625
4541,54504.36849
4542,56334.13881
4543,58756.79567
4544,61403.43941
4545,63366.70659
4546,66080.20502
4547,68881.49922
4548,71271.04771
4549,72810.00707
4550,74732.23698
4551,77886.19429
4552,80401.78425
4553,81860.82583
4554,84265.54909
4555,86814.24894
4556,88067.76468
4557,89390.11778
4558,90891.70378
4559,91582.30339
4560,92018.09525
4561,93955.15115
4562,94000.51206
4563,93737.16162
4564,98975.9139
4565,102434.1289
4566,99147.91721
4567,94784.40748
4568,93420.1432
4569,93963.86448
4570,91184.79836
4571,90668.14893
4572,88615.60673
4573,89133.90925
4574,85015.46465
4575,83473.63012
4576,82308.83346
4577,82144.04017
4578,82826.81324
4579,82554.37183
4580,82554.69039
4581,82554.07934
4582,81203.11987
4583,79898.55074
4584,77556.1935
4585,77002.00343
4586,77852.43748
4587,77217.08501
4588,75297.77727
4589,77256.26944
4590,76643.04845
4591,76482.20545
4592,15256.8362
4593,15424.03355
4594,15216.06543
4595,15334.05548
4596,14412.05114
4597,14733.87198
4598,15073.95647
4599,14730.909
4600,14665.72871
4601,14564.45438
4602,14178.59197
4603,14041.80595
4604,13962.38584
4605,13832.3531
4606,13109.56623
4607,12983.77273
4608,12981.51905
4609,12901.54486
4610,12828.86573
4611,12817.40802
4612,12756.53936
4613,12609.90521
4614,12507.18412
4615,12373.41174
4616,12098.22097
4617,11711.82663
4618,11804.88122
4619,11869.44749
4620,1965.849446
4621,1967.430673
4622,2000.612804
4623,2028.058438
4624,2017.026197
4625,2088.73551
4626,2092.950891
4627,2014.874028
4628,2126.321655
4629,2035.99352
4630,1998.796578
4631,2047.271087
4632,1948.689824
4633,1954.837334
4634,2001.071107
4635,2027.20142
4636,1975.357928
4637,1974.308117
4638,1950.568868
4639,1976.298753
4640,1903.855648
4641,1952.829867
4642,1865.439522
4643,1853.851736
4644,1812.337101
4645,1772.197599
4646,1824.816508
4647,1865.767798
4648,86.39569136
4649,90.33817697
4650,94.83210254
4651,99.87632484
4652,103.909308
4653,107.4627904
4654,109.4566749
4655,110.3263624
4656,111.8573187
4657,113.1768518
4658,113.0768819
4659,111.7060629
4660,112.9961881
4661,115.6836931
4662,120.0866767
4663,129.6693236
4664,136.0694875
4665,145.3090305
4666,160.8885741
4667,173.4852672
4668,183.0136182
4669,192.5225079
4670,203.304472
4671,215.7662253
4672,228.6827834
4673,239.9955646
4674,255.1093202
4675,277.0562145
4676,46026.08841
4677,46135.29342
4678,48692.21754
4679,49090.07075
4680,49572.16453
4681,50988.2985
4682,52235.84896
4683,51941.90296
4684,49227.62396
4685,47071.20553
4686,45994.91425
4687,47491.63828
4688,48709.15369
4689,48549.85143
4690,47040.11169
4691,46677.78438
4692,45557.59347
4693,44574.6019
4694,45259.43493
4695,45557.9816
4696,45163.73195
4697,42415.17064
4698,42442.18856
4699,41491.31703
4700,41818.8111
4701,41304.99959
4702,41013.69812
4703,40499.03361
4704,281692.7181
4705,286866.1527
4706,315624.444
4707,386165.3783
4708,425548.7035
4709,399652.0598
4710,368581.7281
4711,343729.8827
4712,337204.5173
4713,367463.8353
4714,388684.3845
4715,394649.2455
4716,405592.7622
4717,408567.4055
4718,396516.6835
4719,409102.8904
4720,369642.3965
4721,351022.921
4722,355798.8328
4723,341510.9918
4724,346946.0657
4725,323757.1224
4726,314765.1921
4727,307658.1043
4728,311506.3617
4729,306334.4304
4730,300749.6825
4731,301067.822
4732,4707.177608
4733,4836.860387
4734,4969.268045
4735,4284.963795
4736,3795.600253
4737,3976.165795
4738,4300.817118
4739,4580.944515
4740,4390.985361
4741,4117.814362
4742,3868.60216
4743,3635.185069
4744,3435.764461
4745,3277.939783
4746,3150.328772
4747,3051.248353
4748,3017.312076
4749,3014.711174
4750,3012.755882
4751,3020.55942
4752,3072.060948
4753,3140.745826
4754,3234.010407
4755,3349.059209
4756,3449.448924
