,Count
4350,897868
4351,2199356
4352,24515667
4353,6319408
4354,128212
4355,11419348
4356,981235000
4357,8033650
4358,8621406
4359,26358908
4360,1777934
4361,26900506
4362,307829
4363,283847
4364,2389977
4365,5482206
4366,9849459
4367,148041
4368,16212
4369,685405
4370,10304193
4371,78288576
4372,358960
4373,75314
4374,5123027
4375,5803927
4376,19221665
4377,7989186
4378,43309063
4379,1733416
4380,37491165
4381,1477219
4382,35141712
4383,4779535
4384,635307
4385,55161527
4386,43337
4387,72930
4388,726328
4389,56314216
4390,4467700
4391,11056116
4392,30065
4393,4871435
4394,637246
4395,781677
4396,249929
4397,9642505
4398,89032
4399,50200
4400,7283459
4401,104133
4402,780153
4403,5063100
4404,3678279
4405,4599782
4406,5643173
4407,10711122
4408,147447836
4409,63551
4410,698952844
4411,3412800
4412,38650246
4413,13653354
4414,228138
4415,3878000
4416,56433883
4417,2162846
4418,2377995
4419,116782000
4420,14796174
4421,16417197
4422,3617400
4423,6693764
4424,59301
4425,43205
4426,38123775
4427,1368677
4428,3258144
4429,2588929
4430,1853001
4431,3219466
4432,117822
4433,25879
4434,15035834
4435,1340255
4436,3413202
4437,364150
4438,2511701
4439,238071
4440,8771
4441,19990012
4442,26745
4443,3396000
4444,8716553
4445,158272
4446,67761372
4447,30576
4448,1924197
4449,7090126
4450,316645
4451,34224313
4452,572608
4453,1689622
4454,16633
4455,11630194
4456,1540640
4457,966039
4458,6250440
4459,13798085
4460,1057727
4461,140050
4462,5989004
4463,73423633
4464,3265519
4465,14149800
4466,4085620
4467,15016402
4468,7741
4469,3112900
4470,1154377
4471,78054343
4472,1978487
4473,17547610
4474,47357743
4475,12179
4476,3571205
4477,35574150
4478,3206000
4479,17472140
4480,9766312
4481,3181625
4482,1420310
4483,153301
4484,223632
4485,22242653
4486,139010000
4487,5153312
4488,9691476
4489,14507468
4490,5583165
4491,2413945
4492,230546
4493,3388495
4494,4591134
4495,21459
4496,6281134
4497,4502604
4498,95794
4499,359519
4500,4979815
4501,1901315
4502,8310531
4503,587858
4504,63261
4505,8930774
4506,7888
4507,4514430
4508,2720839
4509,47374472
4510,3905446
4511,2876808
4512,599905
4513,92971
4514,1084744
4515,6374039
4516,43975971
4517,7637
4518,18538259
4519,12442334
4520,49965874
4521,2915389
4522,227225000
4523,15898757
4524,100566
4525,15182611
4526,11478
4527,99636
4528,54281846
4529,115597
4530,155525
4531,1521000
4532,7941898
4533,28556769
4534,5851825
4535,7408624
4536,60567
4537,13171673
4538,8640446
4539,2726056
4540,37500
4541,1096610
4542,28338515
4543,3148096
4544,33701
4545,61800
4546,14927000
4547,7568710
4548,6249314
4549,4266520
4550,9858982
4551,3820128
4552,6985160
4553,81767515
4554,8891117
4555,374120
4556,215326
4557,4222471
4558,9710000
4559,147566
4560,55050
4561,5697096
4562,123570327
4563,253298
4564,200021
4565,418111
4566,930408
4567,2264442
4568,24819915
4569,6354074
4570,128982
4571,11582014
4572,993885000
4573,8393691
4574,8888535
4575,27040322
4576,1830632
4577,27496617
4578,317606
4579,288677
4580,2455588
4581,5548512
4582,9898889
4583,148629
4584,16860
4585,689173
4586,10300591
4587,78407907
4588,374937
4589,75309
4590,5121572
4591,5935909
4592,19824301
4593,8197652
4594,44400113
4595,1784561
4596,37758631
4597,1487666
4598,35984528
4599,4799964
4600,651021
4601,55430296
4602,43725
4603,75423
4604,744696
4605,56333829
4606,4504500
4607,11348289
4608,29902
4609,4969592
4610,657579
4611,793806
4612,264374
4613,9729350
4614,90607
4615,51000
4616,7466488
4617,106485
4618,781732
4619,5183400
4620,3792919
4621,4611509
4622,5773366
4623,10711848
4624,150938232
4625,63776
4626,715384993
4627,3453000
4628,40199906
4629,14044117
4630,230755
4631,3956000
4632,56501675
4633,2196921
4634,2464867
4635,117648000
4636,14958908
4637,17063876
4638,3685800
4639,6749847
4640,60104
4641,42960
4642,38723248
4643,1439331
4644,3323366
4645,2594302
4646,1918826
4647,3347781
4648,119430
4649,26238
4650,15272831
4651,1377799
4652,3432947
4653,365225
4654,2519421
4655,243373
4656,8678
4657,20479715
4658,27162
4659,3429000
4660,8971345
4661,163824
4662,69407624
4663,31893
4664,1941530
4665,7234728
4666,318982
4667,34976462
4668,579445
4669,1733475
4670,18158
4671,11913088
4672,1586493
4673,980462
4674,6412384
4675,14134058
4676,1080941
4677,142650
4678,6163705
4679,75440502
4680,3360140
4681,14247208
4682,4099702
4683,15367230
4684,7875
4685,3124900
4686,1220585
4687,80680459
4688,2025971
4689,17985393
4690,48672838
4691,12279
4692,3668104
4693,35898587
4694,3242552
4695,17731230
4696,9851362
4697,3272912
4698,1453208
4699,157953
4700,247988
4701,22415169
4702,139941000
4703,5329252
4704,10311775
4705,15027248
4706,5740444
4707,2532835
4708,238429
4709,3464106
4710,4666364
4711,21765
4712,6511113
4713,4646489
4714,97770
4715,360143
4716,5016105
4717,1906531
4718,8320503
4719,608380
4720,64035
4721,9252851
4722,8235
4723,4612849
4724,2812307
4725,48326274
4726,4020821
4727,2947779
4728,603842
4729,93409
4730,1101983
4731,6551231
4732,44988414
4733,7827
4734,19120680
4735,12825082
4736,50221000
4737,2934613
4738,229466000
4739,16321696
4740,101437
4741,15597886
4742,11826
4743,99853
4744,55522803
4745,118541
4746,156407
4747,1552000
4748,8231910
4749,29333103
4750,6055366
4751,7675591
4752,61345
4753,12882528
4754,8952950
4755,2784278
4756,39114
4757,1164806
4758,28794548
4759,3193689
4760,34968
4761,61779
4762,15178000
4763,7574140
4764,6349553
4765,4379724
4766,9856303
4767,3927714
4768,7158255
4769,83932127
4770,8917457
4771,385950
4772,220184
4773,4265185
4774,9776000
4775,151500
4776,55449
4777,5814345
4778,126498314
4779,254082
4780,206065
4781,428934
4782,962875
4783,2335333
4784,25116942
4785,6391309
4786,129979
4787,11743911
4788,1008630000
4789,8764989
4790,9166816
4791,27717291
4792,1884875
4793,28101819
4794,326946
4795,294254
4796,2523354
4797,5617885
4798,9940317
4799,150101
4800,17439
4801,691702
4802,10314826
4803,78333366
4804,385271
4805,75003
4806,5117810
4807,6067770
4808,20452902
4809,8409397
4810,45539296
4811,1836823
4812,37986012
4813,1498414
4814,36995248
4815,4826933
4816,668280
4817,55718933
4818,44108
4819,78012
4820,763930
4821,56313641
4822,4542800
4823,11676823
4824,29691
4825,5077082
4826,678113
4827,810405
4828,284630
4829,9789513
4830,93122
4831,51500
4832,7654819
4833,108906
4834,781246
4835,5264500
4836,3910640
4837,4634234
4838,5910227
4839,10705535
4840,154468229
4841,63772
4842,732239504
4843,3485800
4844,41869236
4845,14432468
4846,233860
4847,4031000
4848,56543548
4849,2234057
4850,2563534
4851,118449000
4852,15128087
4853,17736326
4854,3759300
4855,6919801
4856,60887
4857,42728
4858,39326352
4859,1507645
4860,3401191
4861,2606139
4862,1989483
4863,3480454
4864,120988
4865,26536
4866,15501207
4867,1415367
4868,3457179
4869,365525
4870,2531080
4871,251158
4872,8369
4873,20984009
4874,27627
4875,3464000
4876,9234129
4877,169851
4878,71058654
4879,33328
4880,1955243
4881,7388668
4882,325898
4883,35734272
4884,587001
4885,1777727
4886,20167
4887,12189824
4888,1633652
4889,992521
4890,6565985
4891,14471211
4892,1105104
4893,145700
4894,6343523
4895,77427546
4896,3455123
4897,14312690
4898,4114787
4899,15729431
4900,8018
4901,3156100
4902,1290111
4903,83431605
4904,2073757
4905,18426415
4906,50023563
4907,12516
4908,3768483
4909,36230481
4910,3277453
4911,18008564
4912,9911771
4913,3368773
4914,1487852
4915,162685
4916,277226
4917,22515389
4918,140823000
4919,5504842
4920,10988853
4921,15562125
4922,5909739
4923,2646466
4924,246447
4925,3540170
4926,4737257
4927,22037
4928,6608044
4929,4799434
4930,99473
4931,360920
4932,5055099
4933,1910334
4934,8325263
4935,629811
4936,64413
4937,9590227
4938,8654
4939,4718162
4940,2915620
4941,49255900
4942,4140295
4943,3019066
4944,613238
4945,93641
4946,1120020
4947,6740529
4948,46025411
4949,7956
4950,19723322
4951,13221991
4952,50384000
4953,2953852
4954,231664000
4955,16747426
4956,102256
4957,16017573
4958,12249
4959,100068
4960,56814306
4961,121395
4962,157372
4963,1582000
4964,8541605
4965,30150448
4966,6265864
4967,7958241
4968,62201
4969,12537730
4970,9278096
4971,2843960
4972,40867
4973,1228459
4974,29262047
4975,3238595
4976,36412
4977,61787
4978,15369000
4979,7561910
4980,6452069
4981,4497533
4982,9855520
4983,4039949
4984,7340905
4985,86142495
4986,8939738
4987,396454
4988,225084
4989,4307905
4990,9843000
4991,155822
4992,55930
4993,5932810
4994,129448819
4995,254788
4996,212076
4997,439822
4998,996130
4999,2408317
5000,25366451
5001,6418773
5002,131149
5003,11907960
5004,1023310000
5005,9144931
5006,9456494
5007,28403851
5008,1940443
5009,28714190
5010,336096
5011,300230
5012,2593020
5013,5687092
5014,9981304
5015,151159
5016,18011
5017,694077
5018,10323856
5019,78128282
5020,393802
5021,74483
5022,5114297
5023,6199661
5024,21101875
5025,8624594
5026,46728286
5027,1890558
5028,38171525
5029,1508745
5030,38142674
5031,4855787
5032,685497
5033,56023770
5034,44488
5035,80629
5036,784061
5037,56332848
5038,4582900
5039,12033575
5040,29482
5041,5195445
5042,700199
5043,830207
5044,308206
5045,9846627
5046,96019
5047,52100
5048,7847472
5049,111402
5050,778948
5051,5345100
5052,4031325
5053,4658254
5054,6051622
5055,10689463
5056,158009246
5057,63695
5058,749428958
5059,3510600
5060,43636837
5061,14815656
5062,236977
5063,4105000
5064,56564074
5065,2271736
5066,2671413
5067,119259000
5068,15303309
5069,18431761
5070,3838300
5071,7169997
5072,61733
5073,42482
5074,39910403
5075,1576968
5076,3489903
5077,2622072
5078,2057227
5079,3614689
5080,122564
5081,26789
5082,15724651
5083,1452728
5084,3485192
5085,365622
5086,2546011
5087,260931
5088,8294
5089,21495086
5090,28097
5091,3500000
5092,9504281
5093,176244
5094,72709299
5095,34889
5096,1965895
5097,7545166
5098,330524
5099,36491800
5100,594506
5101,1823216
5102,22622
5103,12439762
5104,1681863
5105,1001691
5106,6737924
5107,14819424
5108,1131632
5109,148700
5110,6528641
5111,79414840
5112,3549711
5113,14367070
5114,4128432
5115,16100617
5116,8171
5117,3199300
5118,1361087
5119,86285935
5120,2121860
5121,18870993
5122,51408912
5123,12843
5124,3871492
5125,36571808
5126,3311138
5127,18298214
5128,9957865
5129,3468535
5130,1522652
5131,167451
5132,309306
5133,22588790
5134,141668000
5135,5690980
5136,11701128
5137,16107620
5138,6089572
5139,2681061
5140,254559
5141,3619847
5142,4804935
5143,22299
5144,6618588
5145,4953151
5146,101066
5147,362276
5148,5091971
5149,1922321
5150,8329033
5151,652115
5152,64335
5153,9938847
5154,9104
5155,4832321
5156,3026973
5157,50173924
5158,4265274
5159,3091513
5160,626675
5161,93729
5162,1138071
5163,6937331
5164,47073472
5165,8041
5166,20344547
5167,13638729
5168,50564000
5169,2973036
5170,233792000
5171,17177664
5172,103032
5173,16443134
5174,12752
5175,100348
5176,58148384
5177,124209
5178,158352
5179,1614000
5180,8869370
5181,30993758
5182,6481916
5183,8254747
5184,62836
5185,12204292
5186,9614754
5187,2904429
5188,42706
5189,1293971
5190,29737093
5191,3285599
5192,37946
5193,61786
5194,15544000
5195,7561434
5196,6557581
5197,4621103
5198,9855372
5199,4156819
5200,7531242
5201,88416521
5202,8960679
5203,407225
5204,229923
5205,4350577
5206,9910000
5207,160347
5208,56423
5209,6054123
5210,132383568
5211,255497
5212,218175
5213,451476
5214,1031439
5215,2478382
5216,25607053
5217,6441865
5218,132446
5219,12078135
5220,1036825000
5221,9530107
5222,9757841
5223,29119673
5224,1996995
5225,29331238
5226,345466
5227,306136
5228,2664223
5229,5751543
5230,10031649
5231,151940
5232,18670
5233,697714
5234,10330213
5235,77858685
5236,406017
5237,73851
5238,5111619
5239,6331764
5240,21763575
5241,8843462
5242,47968642
5243,1946305
5244,38330364
5245,1518617
5246,39374348
5247,4881803
5248,700483
5249,56337666
5250,44891
5251,83195
5252,805115
5253,56422072
5254,4622200
5255,12405660
5256,29283
5257,5326362
5258,725694
5259,851276
5260,331552
5261,9895801
5262,98477
5263,52700
5264,8042897
5265,113961
5266,775219
5267,5397900
5268,4154860
5269,4680285
5270,6194687
5271,10668095
5272,161523347
5273,63807
5274,766833410
5275,3532423
5276,45472791
5277,15190393
5278,239511
5279,4159000
5280,56576718
5281,2306366
5282,2784463
5283,120018000
5284,15483419
5285,19146400
5286,3916400
5287,7447853
5288,62744
5289,42199
5290,40405956
5291,1652150
5292,3586316
5293,2638054
5294,2111671
5295,3746715
5296,124292
5297,27036
5298,15948487
5299,1489691
5300,3514205
5301,365998
5302,2562047
5303,271918
5304,9061
5305,22002643
5306,28510
5307,3536000
5308,9780872
5309,182850
5310,74352631
5311,36557
5312,1974415
5313,7694855
5314,330593
5315,37241527
5316,600884
5317,1871090
5318,25500
5319,12636116
5320,1730738
5321,1012221
5322,6964607
5323,15192298
5324,1162279
5325,151650
5326,6719309
5327,81448755
5328,3642976
5329,14424211
5330,4140099
5331,16477473
5332,8328
5333,3227100
5334,1431070
5335,89213706
5336,2170325
5337,19319746
5338,52827040
5339,13195
5340,3975956
5341,36904134
5342,3344190
5343,18590138
5344,9996232
5345,3571272
5346,1555389
5347,172249
5348,341272
5349,22655940
5350,142745000
5351,5902843
5352,12418834
5353,16657959
5354,6277424
5355,2732221
5356,262687
5357,3707510
5358,4871035
5359,22549
5360,6614715
5361,5096482
5362,102829
5363,364733
5364,5127097
5365,1932154
5366,8336605
5367,675239
5368,64717
5369,10293049
5370,9556
5371,4957558
5372,3140846
5373,51094868
5374,4397562
5375,3166221
5376,641844
5377,93788
5378,1155074
5379,7135270
5380,48114155
5381,8115
5382,20981776
5383,14082875
5384,50754000
5385,2992246
5386,235825000
5387,17615040
5388,103779
5389,16876703
5390,13322
5391,100600
5392,59512619
5393,127049
5394,159248
5395,1647000
5396,9213084
5397,31841593
5398,6701540
5399,8562249
5400,63026
5401,11938208
5402,9961997
5403,2964762
5404,44600
5405,1366164
5406,30216279
5407,3335940
5408,39519
5409,61786
5410,15758000
5411,7564985
5412,6666447
5413,4750837
5414,9858308
5415,4278501
5416,7727907
5417,90764183
5418,8960547
5419,419428
5420,234578
5421,4392131
5422,9975000
5423,164921
5424,56898
5425,6179460
5426,135274080
5427,256263
5428,224449
5429,464266
5430,1069582
5431,2542169
5432,25842116
5433,6470365
5434,133808
5435,12257236
5436,1051040000
5437,9918196
5438,10070806
5439,29881229
5440,2054312
5441,29951201
5442,355337
5443,311678
5444,2736712
5445,5808179
5446,10097911
5447,152711
5448,19467
5449,703685
5450,10337118
5451,77684873
5452,425613
5453,73201
5454,5113691
5455,6464229
5456,22431502
5457,9066109
5458,49258732
5459,2003937
5460,38469512
5461,1528781
5462,40652141
5463,4902206
5464,711775
5465,56654696
5466,45330
5467,85640
5468,827108
5469,56550268
5470,4662900
5471,12783613
5472,29154
5473,5470702
5474,755787
5475,872163
5476,352118
5477,9934300
5478,99946
5479,53200
5480,8240060
5481,116572
5482,770435
5483,5456200
5484,4281161
5485,4701417
5486,6337273
5487,10648713
5488,164982451
5489,64278
5490,784360008
5491,3538082
5492,47347186
5493,15555800
5494,241405
5495,4233000
5496,56593071
5497,2335510
5498,2900049
5499,120754000
5500,15665595
5501,19877083
5502,3990300
5503,7714880
5504,63986
5505,41866
5506,40805744
5507,1735274
5508,3687898
5509,2651995
5510,2145754
5511,3873781
5512,126244
5513,27288
5514,16176280
5515,1526131
5516,3544543
5517,366706
5518,2578873
5519,283503
5520,11061
5521,22499110
5522,28832
5523,3570000
5524,10063495
5525,189537
5526,75983485
5527,38333
5528,1981534
5529,7831889
5530,336452
5531,37977086
5532,605398
5533,1921881
5534,28720
5535,12764387
5536,1780030
5537,1020528
5538,7268267
5539,15598927
5540,1198148
5541,154450
5542,6915997
5543,83562785
5544,3734341
5545,14491632
5546,4152516
5547,16858310
5548,8501
5549,3247100
5550,1498418
5551,92191510
5552,2219201
5553,19772872
5554,54275822
5555,13528
5556,4081030
5557,37201885
5558,3377000
5559,18877238
5560,10023613
5561,3676210
5562,1584640
5563,177027
5564,370890
5565,22755427
5566,143858000
5567,6146891
5568,13118993
5569,17210187
5570,6471327
5571,2735957
5572,270788
5573,3805311
5574,4936807
5575,22798
5576,6648627
5577,5220747
5578,104924
5579,368638
5580,5161768
5581,1941641
5582,8350386
5583,699080
5584,65244
5585,10648632
5586,9970
5587,5095401
5588,3252994
5589,52026901
5590,4537822
5591,3244018
5592,657053
5593,93896
5594,1170285
5595,7329594
5596,49133937
5597,8219
5598,21633796
5599,14559355
5600,50917000
5601,3011519
5602,237924000
5603,18061284
5604,104506
5605,17319520
5606,13956
5607,100760
5608,60896721
5609,129984
5610,159990
5611,1682000
5612,9572175
5613,32678874
5614,6923149
5615,8877489
5616,62644
5617,11736179
5618,10320111
5619,3022635
5620,46517
5621,1446380
5622,30698964
5623,3392264
5624,41119
5625,61754
5626,16018400
5627,7569794
5628,6778624
5629,4886743
5630,9861823
5631,4404506
5632,7930694
5633,93187603
5634,8958171
5635,433480
5636,239017
5637,4435917
5638,10043000
5639,169568
5640,57382
5641,6309130
5642,138108912
5643,257107
5644,230915
5645,478692
5646,1110943
5647,2597761
5648,26100278
5649,6504124
5650,135249
5651,12445823
5652,1066790000
5653,10307281
5654,10395480
5655,30683869
5656,2112361
5657,30572478
5658,365760
5659,316616
5660,2810242
5661,5855443
5662,10183899
5663,152662
5664,20430
5665,712340
5666,10342227
5667,77720436
5668,454361
5669,72533
5670,5120534
5671,6596962
5672,23102389
5673,9292474
5674,50602354
5675,2064794
5676,38584624
5677,1540190
5678,41965693
5679,4918154
5680,718639
5681,56976123
5682,45818
5683,87905
5684,850048
5685,56681396
5686,4704500
5687,13164837
5688,29094
5689,5629418
5690,791147
5691,892522
5692,369023
5693,9967213
5694,100191
5695,53500
5696,8438604
5697,119232
5698,764446
5699,5524600
5700,4410269
5701,4721446
5702,6478541
5703,10630564
5704,168374287
5705,65198
5706,801975244
5707,3539690
5708,49260255
5709,15909762
5710,243180
5711,4299000
5712,56596155
5713,2358161
5714,3015299
5715,121492000
5716,15852525
5717,20622560
5718,4066500
5719,7960949
5720,65505
5721,41479
5722,41213674
5723,1832310
5724,3794198
5725,2660872
5726,2158429
5727,3994597
5728,128449
5729,27559
5730,16408859
5731,1561692
5732,3578914
5733,368355
5734,2599892
5735,295591
5736,14559
5737,22980335
5738,29041
5739,3602000
5740,10352120
5741,196264
5742,77599098
5743,40211
5744,1987538
5745,7952865
5746,342121
5747,38698482
5748,607711
5749,1976310
5750,32370
5751,12808558
5752,1829675
5753,1028360
5754,7666391
5755,16043731
5756,1239928
5757,157350
5758,7118883
5759,85766399
5760,3823130
5761,14572278
5762,4167354
5763,17239673
5764,8683
5765,3246300
5766,1561185
5767,95215378
5768,2268500
5769,20230384
5770,55755355
5771,13831
5772,4186499
5773,37456119
5774,3409554
5775,19156795
5776,10032734
5777,3783074
5778,1609574
5779,181817
5780,397740
5781,22859269
5782,144894000
5783,6443751
5784,13794165
5785,17757491
5786,6670663
5787,2733373
5788,278837
5789,3916685
5790,5002336
5791,23046
5792,6736748
5793,5328164
5794,107429
5795,374140
5796,5193838
5797,1965964
5798,8369829
5799,723595
5800,65652
5801,11004272
5802,10357
5803,5247283
5804,3363042
5805,52980094
5806,4687325
5807,3324458
5808,671752
5809,94088
5810,1183381
5811,7517858
5812,50128541
5813,8336
5814,22296286
5815,15070302
5816,51097000
5817,3030649
5818,240133000
5819,18515578
5820,105217
5821,17772001
5822,14649
5823,100842
5824,62293856
5825,132995
5826,160544
5827,1717000
5828,9941109
5829,33495953
5830,7146969
5831,9200149
5832,61833
5833,11604534
5834,10689250
5835,3083605
5836,48455
5837,1533536
5838,31184415
5839,3451947
5840,42740
5841,61717
5842,16263900
5843,7574586
5844,6893489
5845,5027138
5846,9870234
5847,4535263
5848,8140073
5849,95671163
5850,8971359
5851,448971
5852,243271
5853,4479519
5854,10111000
5855,174320
5856,57849
5857,6442831
5858,140891602
5859,258019
5860,237563
5861,494312
5862,1154906
5863,2646840
5864,26446601
5865,6545106
5866,136762
5867,12642924
5868,1084035000
5869,10698194
5870,10731064
5871,31528708
5872,2171321
5873,31195413
5874,376654
5875,321135
5876,2884851
5877,5894827
5878,10286643
5879,151456
5880,21544
5881,723376
5882,10347318
5883,77839920
5884,490330
5885,71842
5886,5127024
5887,6729933
5888,23774284
5889,9522360
5890,51991700
5891,2127422
5892,38684815
5893,1552221
5894,43329231
5895,4932123
5896,721783
5897,57302663
5898,46349
5899,89979
5900,873867
5901,56802050
5902,4743500
5903,13552021
5904,29115
5905,5801326
5906,831023
5907,912754
5908,382981
5909,10000595
5910,99436
5911,54100
5912,8639108
5913,121919
5914,757448
5915,5580500
5916,4542214
5917,4739745
5918,6618744
5919,10612741
5920,171702763
5921,66471
5922,819682102
5923,3540057
5924,51193782
5925,16257070
5926,245859
5927,4369000
5928,56601931
5929,2375393
5930,3131796
5931,122091000
5932,16039251
5933,21382112
5934,4144600
5935,8198082
5936,67248
5937,41041
5938,41621690
5939,1938909
5940,3905530
5941,2667960
5942,2153316
5943,4109725
5944,130856
5945,27837
5946,16643952
5947,1596394
5948,3616367
5949,370750
5950,2626583
5951,308180
5952,19275
5953,23447252
5954,29168
5955,3633000
5956,10647754
5957,203028
5958,79200081
5959,42173
5960,1992274
5961,8062219
5962,344485
5963,39404335
5964,608144
5965,2033344
5966,36377
5967,12786349
5968,1879763
5969,1036082
5970,8141146
5971,16522000
5972,1286797
5973,160500
5974,7328943
5975,88048032
5976,3909671
5977,14665037
5978,4186905
5979,17623693
5980,8865
5981,3274400
5982,1619863
5983,98285755
5984,2318264
5985,20691283
5986,57263836
5987,14123
5988,4292563
5989,37668045
5990,3441850
5991,19431986
5992,10030031
5993,3891734
5994,1630891
5995,186584
5996,422148
5997,22949430
5998,145908000
5999,6779983
6000,14445671
6001,18303435
6002,6875754
6003,2774789
6004,286870
6005,4038144
6006,5067537
6007,23295
6008,6862273
6009,5419809
6010,110254
6011,381037
6012,5222840
6013,1989776
6014,8397804
6015,748632
6016,68499
6017,11360852
6018,10724
6019,5412847
6020,3471739
6021,53945881
6022,4844002
6023,3407321
6024,686471
6025,94321
6026,1194541
6027,7700736
6028,51100924
6029,8485
6030,22971200
6031,15612754
6032,51293000
6033,3049581
6034,242289000
6035,18976417
6036,105906
6037,18232730
6038,15407
6039,100901
6040,63701972
6041,136079
6042,160965
6043,1753000
6044,10322043
6045,34297727
6046,7372837
6047,9527203
6048,61079
6049,11618005
6050,11068050
6051,3142336
6052,50434
6053,1627066
6054,31668949
6055,3504659
6056,44343
6057,61771
6058,16532200
6059,7585317
6060,7010027
6061,5168698
6062,9901664
6063,4672852
6064,8356305
6065,98186350
6066,8981446
6067,465198
6068,247451
6069,4509461
6070,10140000
6071,179028
6072,58347
6073,6580312
6074,143627503
6075,258977
6076,244404
6077,509540
6078,1200067
6079,2693973
6080,26791747
6081,6593386
6082,138245
6083,12847708
6084,1101630000
6085,11094748
6086,11075422
6087,32443781
6088,2231465
6089,31822525
6090,387963
6091,325746
6092,2960929
6093,5930179
6094,10397511
6095,149254
6096,22761
6097,736474
6098,10355276
6099,78144619
6100,528999
6101,71208
6102,5129516
6103,6863441
6104,24443467
6105,9755579
6106,53399246
6107,2185605
6108,38766939
6109,1561900
6110,44757203
6111,4946481
6112,722930
6113,57627105
6114,46830
6115,91985
6116,898469
6117,56928327
6118,4790700
6119,13947042
6120,29159
6121,5982486
6122,873444
6123,933045
6124,394961
6125,10036983
6126,98120
6127,54800
6128,8842575
6129,124673
6130,750639
6131,5627600
6132,4677024
6133,4755207
6134,6758223
6135,10596487
6136,174975954
6137,67926
6138,837468930
6139,3524949
6140,53077313
6141,16612322
6142,249740
6143,4442000
6144,56629288
6145,2389411
6146,3256558
6147,122613000
6148,16206002
6149,22153676
6150,4218400
6151,8435912
6152,69089
6153,40641
6154,42031247
6155,2034857
6156,4020811
6157,2684675
6158,2134097
6159,4220450
6160,133367
6161,28129
6162,16878189
6163,1630996
6164,3655049
6165,373450
6166,2653434
6167,320773
6168,24378
6169,23903592
6170,29229
6171,3660000
6172,10952395
6173,209785
6174,80788721
6175,44083
6176,1995513
6177,8171522
6178,347325
6179,40085651
6180,607413
6181,2089715
6182,40288
6183,12758008
6184,1930433
6185,1043239
6186,8636690
6187,17022465
6188,1336536
6189,163650
6190,7548433
6191,90395271
6192,3995533
6193,14760094
6194,4209488
6195,18020753
6196,9062
6197,3283400
6198,1678110
6199,101389603
6200,2368551
6201,21153459
6202,58795001
6203,14402
6204,4399324
6205,37824487
6206,3473898
6207,19708323
6208,10019610
6209,4001681
6210,1650442
6211,191266
6212,443605
6213,23057662
6214,146857000
6215,7088191
6216,15070082
6217,18867560
6218,7086627
6219,2846108
6220,294972
6221,4156634
6222,5133274
6223,23551
6224,7005234
6225,5485282
6226,113285
6227,388881
6228,5250596
6229,1995196
6230,8436489
6231,773768
6232,68755
6233,11719071
6234,11093
6235,5589626
6236,3577468
6237,54891520
6238,5001169
6239,3493895
6240,701809
6241,94591
6242,1204153
6243,7880332
6244,52053765
6245,8637
6246,23670808
6247,16180124
6248,51521000
6249,3068705
6250,244499000
6251,19443887
6252,106532
6253,18698847
6254,16154
6255,100952
6256,65120439
6257,139315
6258,161376
6259,1791000
6260,10730862
6261,35100909
6262,7598275
6263,9849125
6264,61032
6265,11868877
6266,11454777
6267,3227943
6268,52448
6269,1725681
6270,32148134
6271,3536474
6272,45894
6273,62008
6274,16814400
6275,7619567
6276,7126881
6277,5307069
6278,9937697
6279,4820016
6280,8579823
6281,100695497
6282,8876972
6283,481087
6284,251733
6285,4507824
6286,10170000
6287,183469
6288,58841
6289,6721115
6290,146328304
6291,259957
6292,251458
6293,522179
6294,1244484
6295,2745734
6296,27276781
6297,6646912
6298,139573
6299,13058758
6300,1118650000
6301,11502449
6302,11425800
6303,33464765
6304,2293166
6305,32457499
6306,399632
6307,331179
6308,3039013
6309,5967018
6310,10503972
6311,146937
6312,24039
6313,751047
6314,10361068
6315,78751283
6316,563864
6317,70723
6318,5132594
6319,6997888
6320,25106190
6321,9991870
6322,54788685
6323,2231141
6324,38827764
6325,1568131
6326,46272299
6327,4964371
6328,724594
6329,57940212
6330,47166
6331,94057
6332,923711
6333,57076711
6334,4803300
6335,14353410
6336,29187
6337,6167475
6338,915635
6339,953790
6340,406620
6341,10089498
6342,96924
6343,55300
6344,9050465
6345,127522
6346,745585
6347,5686200
6348,4814702
6349,4767260
6350,6897755
6351,10481719
6352,178209150
6353,69267
6354,855334678
6355,3511009
6356,54822003
6357,16994948
6358,252852
6359,4518000
6360,56671781
6361,2403464
6362,3399330
6363,123116000
6364,16249500
6365,22935092
6366,4307500
6367,8691334
6368,70853
6369,40354
6370,42449038
6371,2092777
6372,4138845
6373,2726440
6374,2106431
6375,4328939
6376,135788
6377,28449
6378,17106753
6379,1666563
6380,3684255
6381,377100
6382,2666955
6383,332783
6384,28722
6385,24355619
6386,29305
6387,3681000
6388,11268658
6389,216510
6390,82368931
6391,45820
6392,1996870
6393,8296915
6394,350722
6395,40731426
6396,606571
6397,2141011
6398,43540
6399,12805946
6400,1981899
6401,1051260
6402,9075572
6403,17528961
6404,1386010
6405,166898
6406,7780245
6407,92788027
6408,4082958
6409,14848907
6410,4226901
6411,18445028
6412,9278
6413,3299200
6414,1741156
6415,104512881
6416,2419426
6417,21614193
6418,60340767
6419,14709
6420,4506991
6421,37961529
6422,3505650
6423,19993755
6424,10005000
6425,4112386
6426,1670947
6427,195726
6428,461690
6429,23161458
6430,147721000
6431,7276985
6432,15666297
6433,19476647
6434,7303517
6435,2930901
6436,303272
6437,4254444
6438,5200602
6439,23817
