,Count
2252,28513866
2253,9917983
2254,204438
2255,2974000
2256,53821850
2257,1875642
2258,1721323
2259,104345000
2260,13036139
2261,11301394
2262,2959900
2263,6996576
2264,51151
2265,44883
2266,32240827
2267,744450
2268,2688428
2269,2297434
2270,1400730
2271,2133526
2272,104015
2273,21266
2274,12485740
2275,1028926
2276,3139689
2277,339171
2278,2359164
2279,246194
2280,5712
2281,16004731
2282,23484
2283,3044000
2284,6576305
2285,115691
2286,51493565
2287,20395
2288,1720800
2289,5949045
2290,302650
2291,27269069
2292,512407
2293,1278825
2294,12994
2295,9022741
2296,1146780
2297,826000
2298,4703782
2299,10804131
2300,817469
2301,112000
2302,4510644
2303,55982144
2304,2406513
2305,13038526
2306,3875763
2307,12074626
2308,6552
2309,2810700
2310,723851
2311,58142060
2312,1519285
2313,13459794
2314,35803594
2315,11811
2316,2783121
2317,32664300
2318,2718000
2319,14410400
2320,8680431
2321,2474763
2322,1150750
2323,110495
2324,109514
2325,20250398
2326,130404000
2327,3757358
2328,5836389
2329,10281700
2330,4257505
2331,2074507
2332,160250
2333,2744891
2334,3673068
2335,19221
2336,3444568
2337,3494004
2338,74564
2339,367931
2340,4538223
2341,1724891
2342,8042801
2343,431253
2344,53600
2345,6350541
2346,5841
2347,3643604
2348,2115522
2349,36884536
2350,2930107
2351,2195175
2352,571565
2353,84351
2354,945360
2355,5063809
2356,34876303
2357,5735
2358,13535481
2359,9405600
2360,47088857
2361,2809793
2362,205052000
2363,12080317
2364,90509
2365,11396393
2366,9827
2367,63476
2368,43404793
2369,85377
2370,143149
2371,1219000
2372,6193384
2373,22069776
2374,4179067
2375,5289303
2376,59440
2377,11475445
2378,6040777
2379,2187853
2380,25559
2381,277471
2382,24259561
2383,2587708
2384,27984
2385,64357
2386,12937000
2387,7500482
2388,5284531
2389,3529997
2390,9673162
2391,2976572
2392,5723381
2393,65531633
2394,8536395
2395,220312
2396,173889
2397,3805287
2398,9115576
2399,124793
2400,54600
2401,4581740
2402,97482920
2403,240094
2404,135671
2405,306955
2406,646347
2407,1840518
2408,21962032
2409,6213399
2410,122413
2411,9942727
2412,841105000
2413,5328744
2414,6689662
2415,20564067
2416,1365899
2417,22003980
2418,234644
2419,271309
2420,1896077
2421,4953087
2422,8868083
2423,147389
2424,9580
2425,620859
2426,9826815
2427,78312842
2428,169372
2429,71568
2430,4963126
2431,4627210
2432,14872250
2433,6247418
2434,35311910
2435,1347176
2436,34224490
2437,1376955
2438,29248643
2439,4612124
2440,531635
2441,52371342
2442,39458
2443,62082
2444,600613
2445,55896223
2446,4163000
2447,8973244
2448,29006
2449,4223051
2450,478116
2451,718364
2452,298846
2453,8831036
2454,94221
2455,47200
2456,5780480
2457,85726
2458,713684
2459,4045300
2460,2798123
2461,4431275
2462,4757182
2463,10367537
2464,117880144
2465,56359
2466,567868018
2467,2992050
2468,29281591
2469,10255850
2470,206098
2471,3069000
2472,54073490
2473,1904276
2474,1809182
2475,105697000
2476,13250213
2477,11713048
2478,3022300
2479,7139647
2480,51980
2481,44490
2482,32882704
2483,798642
2484,2762265
2485,2354047
2486,1436738
2487,2228146
2488,105247
2489,21728
2490,12747821
2491,1052614
2492,3179041
2493,342421
2494,2376389
2495,248738
2496,5944
2497,16350881
2498,23721
2499,3087000
2500,6757850
2501,119302
2502,53076373
2503,21313
2504,1739521
2505,6044530
2506,302700
2507,27913750
2508,515449
2509,1317050
2510,13429
2511,9232655
2512,1181674
2513,839230
2514,4829090
2515,11062433
2516,842354
2517,120000
2518,4637988
2519,57296983
2520,2481341
2521,13194497
2522,3903039
2523,12323982
2524,6678
2525,2853000
2526,748968
2527,59734481
2528,1563093
2529,13836367
2530,36849675
2531,12053
2532,2849532
2533,32783500
2534,2762190
2535,14809521
2536,8643756
2537,2535873
2538,1176591
2539,114382
2540,119414
2541,20461567
2542,131155000
2543,3871439
2544,6100626
2545,10621472
2546,4387540
2547,2112900
2548,166162
2549,2798724
2550,3770059
2551,19389
2552,3472367
2553,3575900
2554,76347
2555,369236
2556,4557449
2557,1738335
2558,8098334
2559,443977
2560,54695
2561,6570857
2562,5971
2563,3726189
2564,2185662
2565,37963278
2566,3020413
2567,2258965
2568,585251
2569,85499
2570,955741
2571,5176295
2572,35720599
2573,5766
2574,13971695
2575,9671860
2576,47435010
2577,2818281
2578,207661000
2579,12446443
2580,91491
2581,11745945
2582,10017
2583,70937
2584,44484035
2585,88010
2586,145413
2587,1247000
2588,6290365
2589,22665271
2590,4319224
2591,5476982
2592,59840
2593,11791215
2594,6248552
2595,2243126
2596,26892
2597,330974
2598,24653175
2599,2650486
2600,28567
2601,64133
2602,13177000
2603,7544201
2604,5385263
2605,3569666
2606,9711115
2607,3043567
2608,5825173
2609,66625705
2610,8576200
2611,229155
2612,177866
2613,3851153
2614,9188968
2615,127150
2616,54200
2617,4682390
2618,99859383
2619,241515
2620,142022
2621,316828
2622,667092
2623,1867782
2624,22218463
2625,6260956
2626,123614
2627,10103674
2628,862030000
2629,5576038
2630,6867178
2631,21121363
2632,1406522
2633,22516425
2634,239235
2635,271843
2636,1944169
2637,5012612
2638,9025345
2639,147710
2640,10133
2641,627998
2642,9867632
2643,78688452
2644,179224
2645,71731
2646,4991596
2647,4755459
2648,15285990
2649,6429379
2650,36102659
2651,1384797
2652,34604469
2653,1392518
2654,30140804
2655,4639657
2656,542844
2657,52793138
2658,39925
2659,62279
2660,611704
2661,56086065
2662,4205300
2663,9229631
2664,29358
2665,4290534
2666,492426
2667,732523
2668,289501
2669,8888628
2670,93983
2671,48300
2672,5941567
2673,87587
2674,721948
2675,4123600
2676,2882113
2677,4450564
2678,4837332
2679,10398489
2680,121017314
2681,57166
2682,581087256
2683,3036850
2684,30075297
2685,10599668
2686,209137
2687,3148000
2688,54381345
2689,1935100
2690,1883935
2691,107188000
2692,13463985
2693,12146068
2694,3088200
2695,7302111
2696,52780
2697,44320
2698,33505406
2699,851916
2700,2840841
2701,2417836
2702,1474567
2703,2327490
2704,106310
2705,22151
2706,13002231
2707,1077095
2708,3213622
2709,346600
2710,2395674
2711,248767
2712,6156
2713,16696891
2714,24051
2715,3131000
2716,6946620
2717,123354
2718,54689943
2719,22341
2720,1754956
2721,6147458
2722,302450
2723,28570097
2724,521785
2725,1356670
2726,13882
2727,9446240
2728,1217446
2729,852053
2730,4958549
2731,11324277
2732,868958
2733,125500
2734,4768227
2735,58665808
2736,2558699
2737,13328593
2738,3933004
2739,12583140
2740,6803
2741,2903900
2742,776380
2743,61381987
2744,1607796
2745,14221961
2746,37923396
2747,12340
2748,2918139
2749,33055650
2750,2817256
2751,15207771
2752,8630430
2753,2597154
2754,1202157
2755,118440
2756,130500
2757,20657957
2758,131909000
2759,3987224
2760,6392970
2761,10974622
2762,4522893
2763,2152400
2764,172552
2765,2854872
2766,3867309
2767,19494
2768,3479790
2769,3661440
2770,77934
2771,367907
2772,4596622
2773,1752233
2774,8122300
2775,457039
2776,56029
2777,6800141
2778,6157
2779,3815260
2780,2247582
2781,39058603
2782,3111282
2783,2324015
2784,600192
2785,86323
2786,968136
2787,5291338
2788,36587261
2789,5790
2790,14428340
2791,9929636
2792,47783005
2793,2821461
2794,209896000
2795,12796980
2796,92513
2797,12097694
2798,10208
2799,76319
2800,45548479
2801,90809
2802,147296
2803,1278000
2804,6390574
2805,23281508
2806,4466174
2807,5673911
2808,60243
2809,12108963
2810,6496962
2811,2296752
2812,28232
2813,394624
2814,25056478
2815,2712786
2816,29100
2817,63650
2818,13380000
2819,7586115
2820,5483082
2821,3605126
2822,9741720
2823,3113675
2824,5930483
2825,67637530
2826,8620967
2827,239527
2828,181517
2829,3897256
2830,9257272
2831,129294
2832,53800
2833,4785923
2834,102259497
2835,243069
2836,148512
2837,326982
2838,689912
2839,1894853
2840,22491777
2841,6307347
2842,124725
2843,10265829
2844,881940000
2845,5841506
2846,7052849
2847,21690443
2848,1448637
2849,23024517
2850,244208
2851,271068
2852,1992514
2853,5071954
2854,9178804
2855,146912
2856,10782
2857,635107
2858,9922266
2859,78936666
2860,190568
2861,71738
2862,5021861
2863,4884461
2864,15709825
2865,6614843
2866,36896554
2867,1423761
2868,34988947
2869,1405951
2870,31036662
2871,4666081
2872,554138
2873,53207734
2874,40387
2875,62270
2876,622920
2877,56194527
2878,4242500
2879,9493556
2880,29650
2881,4357357
2882,507432
2883,746173
2884,277646
2885,8929086
2886,93669
2887,49000
2888,6104530
2889,89464
2890,729916
2891,4241600
2892,2968989
2893,4470161
2894,4918625
2895,10432055
2896,124199687
2897,57919
2898,594770134
2899,3085950
2900,30905707
2901,10950888
2902,212317
2903,3278000
2904,54751406
2905,1966974
2906,1948442
2907,108079000
2908,13673007
2909,12600797
2910,3153800
2911,7449238
2912,53553
2913,44311
2914,34103149
2915,905635
2916,2919287
2917,2481943
2918,1514366
2919,2430755
2920,107320
2921,22563
2922,13252036
2923,1102878
2924,3244438
2925,350450
2926,2415819
2927,246947
2928,6368
2929,17048518
2930,24439
2931,3174000
2932,7142627
2933,127701
2934,56324303
2935,23439
2936,1768991
2937,6256187
2938,302200
2939,29238168
2940,530220
2941,1397304
2942,14325
2943,9668657
2944,1254157
2945,864819
2946,5093363
2947,11592638
2948,896266
2949,128500
2950,4902151
2951,60114625
2952,2638699
2953,13439322
2954,3960612
2955,12852206
2956,6928
2957,2961300
2958,806986
2959,63099406
2960,1653212
2961,14615845
2962,39022767
2963,12628
2964,2989202
2965,33357200
2966,2878786
2967,15593351
2968,8633100
2969,2659421
2970,1227656
2971,122643
2972,142186
2973,20835681
2974,132669000
2975,4106407
2976,6711923
2977,11343926
2978,4660725
2979,2193000
2980,179305
2981,2913344
2982,3964270
2983,19566
2984,3512623
2985,3750782
2986,79464
2987,364915
2988,4641445
2989,1766697
2990,8136312
2991,470559
2992,56892
2993,7037851
2994,6381
2995,3907889
2996,2303345
2997,40159582
2998,3203029
2999,2390216
3000,614253
3001,86962
3002,982010
3003,5409343
3004,37472336
3005,5822
3006,14902263
3007,10186455
3008,48125842
3009,2822117
3010,211909000
3011,13140797
3012,93571
3013,12453718
3014,10392
3015,84121
3016,46603525
3017,93747
3018,148864
3019,1308000
3020,6500816
3021,23913099
3022,4619546
3023,5877726
3024,60528
3025,12412950
3026,6761380
3027,2350124
3028,29520
3029,467451
3030,25462302
3031,2773748
3032,29596
3033,63120
3034,13723000
3035,7599038
3036,5579072
3037,3646431
3038,9772419
3039,3187412
3040,6040041
3041,68742233
3042,8678745
3043,251911
3044,185120
3045,3942225
3046,9317584
3047,131307
3048,53400
3049,4892293
3050,104706198
3051,244644
3052,155072
3053,337485
3054,714712
3055,1924388
3056,22807969
3057,6341405
3058,125682
3059,10428798
3060,900350000
3061,6121285
3062,7247287
3063,22282136
3064,1492055
3065,23538386
3066,250104
3067,270230
3068,2042241
3069,5130833
3070,9320945
3071,148351
3072,11491
3073,642332
3074,9988459
3075,78967433
3076,205181
3077,71802
3078,5045297
3079,5014189
3080,16149025
3081,6803280
3082,37708146
3083,1463983
3084,35373335
3085,1418169
3086,31861352
3087,4690574
3088,565415
3089,53592233
3090,40850
3091,62455
3092,634742
3093,56229974
3094,4279500
3095,9749104
3096,29886
3097,4424030
3098,523251
3099,757674
3100,265771
3101,8962022
3102,93191
3103,49500
3104,6268707
3105,91377
3106,737847
3107,4377800
3108,3059239
3109,4490660
3110,5003710
3111,10478720
3112,127422211
3113,58677
3114,608802600
3115,3137500
3116,31786471
3117,11312062
3118,215209
3119,3377000
3120,55110868
3121,1998309
3122,2007735
3123,110162000
3124,13869975
3125,13077341
3126,3223900
3127,7533336
3128,54333
3129,44328
3130,34692266
3131,961770
3132,2990965
3133,2536778
3134,1556290
3135,2536888
3136,108391
3137,22983
3138,13501935
3139,1130635
3140,3273894
3141,355050
3142,2437186
3143,244285
3144,6607
3145,17413144
3146,24836
3147,3215000
3148,7345780
3149,132104
3150,57966804
3151,24531
3152,1784398
3153,6368348
3154,301996
3155,29918461
3156,538902
3157,1438425
3158,14677
3159,9906965
3160,1291855
3161,878042
3162,5235073
3163,11871104
3164,922903
3165,131000
3166,5040798
3167,61677177
3168,2721415
3169,13545056
3170,3985258
3171,13131260
3172,7058
3173,3023700
3174,841950
3175,64905998
3176,1699054
3177,15017055
3178,40144248
3179,12831
3180,3063049
3181,33678899
3182,2939299
3183,15952078
3184,8754365
3185,2723812
3186,1253377
3187,126924
3188,153621
3189,21029429
3190,133432000
3191,4231578
3192,7054532
3193,11732958
3194,4797187
3195,2229800
3196,186295
3197,2974104
3198,4060260
3199,19664
3200,3632990
3201,3844104
3202,81152
3203,361667
3204,4689623
3205,1776132
3206,8159955
3207,484749
3208,57937
3209,7283177
3210,6606
3211,3999921
3212,2356622
3213,41252324
3214,3296103
3215,2457384
3216,624555
3217,87582
3218,996493
3219,5530975
3220,38370283
3221,5905
3222,15388936
3223,10453037
3224,48452626
3225,2824095
3226,213854000
3227,13491117
3228,94614
3229,12816955
3230,10562
3231,89941
3232,47657561
3233,96774
3234,150198
3235,1339000
3236,6629999
3237,24552540
3238,4778724
3239,6085074
3240,60657
3241,12689160
3242,7024000
3243,2404831
3244,30705
3245,548301
3246,25865776
3247,2832759
3248,30052
3249,62675
3250,13893000
3251,7578903
3252,5674133
3253,3700880
3254,9800700
3255,3265165
3256,6154545
3257,70066301
3258,8720742
3259,266543
3260,188896
3261,3985105
3262,9367000
3263,133260
3264,53000
3265,5001419
3266,107216205
3267,246154
3268,161626
3269,348396
3270,741355
3271,1958367
3272,23143275
3273,6338632
3274,126415
3275,10592307
3276,916395000
3277,6412403
3278,7451054
3279,22903581
3280,1536654
3281,24065507
3282,257290
3283,270247
3284,2094188
3285,5189153
3286,9446442
3287,149129
3288,12244
3289,649751
3290,10058620
3291,78673554
3292,224183
3293,72094
3294,5059862
3295,5144637
3296,16607707
3297,6994334
3298,38549142
3299,1505439
3300,35757900
3301,1429352
3302,32566854
3303,4711440
3304,576626
3305,53931390
3306,41299
3307,63128
3308,647536
3309,56225800
3310,4311200
3311,9985946
3312,30067
3313,4491248
3314,539979
3315,765989
3316,255800
3317,9046541
3318,92494
3319,49600
3320,6433728
3321,93352
3322,745841
3323,4461600
3324,3153253
3325,4512082
3326,5094577
3327,10540525
3328,130680727
3329,59478
3330,623102897
3331,3189550
3332,32729772
3333,11684590
3334,217979
3335,3455000
3336,55441001
3337,2028016
3338,2065913
3339,111940000
3340,14050226
3341,13575907
3342,3292400
3343,7524447
3344,55114
3345,44272
3346,35280725
3347,1021720
3348,3051577
3349,2575749
3350,1600452
3351,2645139
3352,109627
3353,23438
3354,13755146
3355,1160792
3356,3301652
3357,358950
3358,2456130
3359,241628
3360,6881
3361,17796164
3362,25198
3363,3251000
3364,7556026
3365,136417
3366,59607953
3367,25576
3368,1803010
3369,6482278
3370,304222
3371,30611095
3372,546487
3373,1479651
3374,14924
3375,10165215
3376,1330598
3377,892000
3378,5384795
3379,12162187
3380,947921
3381,132500
3382,5184941
3383,63374298
3384,2806857
3385,13666335
3386,4007313
3387,13420369
3388,7175
3389,3083100
3390,882047
3391,66816877
3392,1745138
3393,15424744
3394,41285742
3395,12904
3396,3139945
3397,34015199
3398,2994000
3399,16274740
3400,9093470
3401,2791241
3402,1279521
3403,131233
3404,164320
3405,21293583
3406,134200000
3407,4364706
3408,7419493
3409,12144135
3410,4929846
3411,2262600
3412,193402
3413,3037154
3414,4154692
3415,19831
3416,3880292
3417,3941618
3418,83138
3419,359226
3420,4739105
3421,1793581
3422,8192437
3423,499763
3424,59292
3425,7535714
3426,6827
3427,4088564
3428,2410446
3429,42326312
3430,3390941
3431,2525364
3432,629227
3433,88318
3434,1010936
3435,5656914
3436,39277258
3437,6060
3438,15885229
3439,10737403
3440,48755665
3441,2830176
3442,215973000
3443,13857478
3444,95662
3445,13189509
3446,10699
3447,94484
3448,48718189
3449,99859
3450,151359
3451,1369000
3452,6784695
3453,25195187
3454,4943283
3455,6293875
3456,60586
3457,12943093
3458,7279509
3459,2458526
3460,31777
3461,637922
3462,26264681
3463,2889579
3464,30456
3465,62367
3466,14033000
3467,7565525
3468,5768721
3469,3770871
3470,9818227
3471,3347173
3472,6274037
3473,71652381
3474,8758599
3475,283752
3476,192909
3477,4025266
3478,9411000
3479,135147
3480,53200
3481,5113456
3482,109790938
3483,247583
3484,168181
3485,359725
3486,769979
3487,1997014
3488,23449808
3489,6302504
3490,126902
3491,10756878
3492,930685000
3493,6713950
3494,7664406
3495,23560464
3496,1582358
3497,24608113
3498,265953
3499,271342
3500,2148677
3501,5246563
3502,9554188
3503,149399
3504,13025
3505,657527
3506,10125939
3507,78336950
3508,248556
3509,72654
3510,5072596
3511,5275770
3512,17085801
3513,7187787
3514,39422730
3515,1547975
3516,36137812
3517,1439576
3518,33128149
3519,4725664
3520,587557
3521,54220022
3522,41722
3523,64361
3524,661402
3525,56211968
3526,4342400
3527,10199165
3528,30180
3529,4559242
3530,557805
3531,770421
3532,247962
3533,9188150
3534,91475
3535,49700
3536,6599214
3537,95385
3538,754101
3539,4518000
3540,3251145
3541,4535934
3542,5191632
3543,10598677
3544,133966941
3545,60380
3546,637630087
3547,3238050
3548,33733961
3549,12068676
3550,220154
3551,3533000
3552,55718260
3553,2055365
3554,2123180
3555,112771000
3556,14212145
3557,14096263
3558,3358700
3559,7404684
3560,55924
3561,44143
3562,35848523
3563,1085861
3564,3098973
3565,2596406
3566,1645836
3567,2754696
3568,111067
3569,23931
3570,14012899
3571,1193521
3572,3328664
3573,360731
3574,2470989
3575,239075
3576,7246
3577,18198844
3578,25524
3579,3284000
3580,7773449
3581,140563
3582,61242190
3583,26552
3584,1825552
3585,6596728
3586,305774
3587,31314341
3588,552562
3589,1520865
3590,15026
3591,10443953
3592,1370357
3593,906507
3594,5545651
3595,12468689
3596,971121
3597,134000
3598,5335085
3599,65221378
3600,2894972
3601,13774037
3602,4026152
3603,13719471
3604,7286
3605,3110500
3606,927436
3607,68834326
3608,1791380
3609,15838572
3610,42446653
3611,12837
3612,3219829
3613,34356300
3614,3043854
3615,16554746
3616,9355810
3617,2861867
3618,1306046
3619,135549
3620,173721
3621,21551634
3622,135147000
3623,4506109
3624,7802926
3625,12578407
3626,5057378
3627,2293300
3628,200599
3629,3102592
3630,4247502
3631,20083
3632,4278973
3633,4041791
3634,85481
3635,357953
3636,4789507
3637,1820249
3638,8222286
3639,515599
3640,60504
3641,7794662
3642,7015
3643,4173135
3644,2464423
3645,43377271
3646,3487652
3647,2594313
3648,627251
3649,89234
3650,1025107
3651,5786478
3652,40189567
3653,6323
3654,16390159
3655,11042974
3656,49032729
3657,2841372
3658,218035000
3659,14242769
3660,96692
3661,13572208
3662,10821
3663,96166
3664,49785282
3665,103006
3666,152367
3667,1400000
3668,6967941
3669,25836888
3670,5112823
3671,6502569
3672,60366
3673,13171306
3674,7533735
3675,2513546
3676,32771
3677,735344
3678,26661398
3679,2944383
3680,30838
3681,62159
3682,14192000
3683,7568430
3684,5863132
3685,3854445
3686,9830358
3687,3433439
3688,6398935
3689,73463584
3690,8804183
3691,303175
3692,197101
3693,4063193
3694,9463000
3695,136989
3696,53400
3697,5228252
3698,112425392
3699,248937
3700,174714
3701,371428
3702,800529
3703,2039919
3704,23725843
3705,6281174
3706,127183
3707,10922779
3708,943455000
3709,7026496
3710,7887560
3711,24249130
3712,1629209
3713,25164545
3714,275900
3715,273335
3716,2205615
3717,5303307
3718,9646142
3719,149459
3720,13853
3721,665525
3722,10186755
3723,78159814
3724,277479
3725,73440
3726,5088419
3727,5407500
3728,17582904
3729,7383724
3730,40329589
3731,1591620
3732,36511638
3733,1450211
3734,33577242
3735,4738902
3736,598296
3737,54467702
3738,42134
3739,66082
3740,676255
3741,56193492
3742,4372100
3743,10395452
3744,30234
3745,4628877
3746,576757
3747,771737
3748,242156
3749,9308479
3750,90227
3751,49400
3752,6765516
3753,97477
3754,762424
3755,4583700
3756,3352825
3757,4559571
3758,5294619
3759,10648031
3760,137278058
3761,61336
3762,652408776
3763,3282200
3764,34803045
3765,12462070
3766,221799
3767,3613000
3768,55955411
3769,2080831
3770,2179363
3771,113863000
3772,14359624
3773,14638890
3774,3423900
3775,7196042
3776,56764
3777,43942
3778,36411795
3779,1153583
3780,3135842
3781,2601740
3782,1692140
3783,2865637
3784,112685
3785,24448
3786,14273495
3787,1228536
3788,3355036
3789,361358
3790,2485073
3791,236678
3792,7718
3793,18620093
3794,25809
3795,3312000
3796,7998164
3797,144631
3798,62869903
3799,27470
3800,1851069
3801,6712267
3802,306970
3803,32026742
3804,557576
3805,1562209
3806,15048
3807,10738533
3808,1411140
3809,921379
3810,5717953
3811,12790312
3812,992956
3813,136000
3814,5491153
3815,67203128
3816,2985489
3817,13856185
3818,4043205
3819,14028536
3820,7399
3821,3120200
3822,977804
3823,70958169
3824,1837800
3825,16258321
3826,43629412
3827,12646
3828,3302633
3829,34689050
3830,3088690
3831,16796578
3832,9455675
3833,2935712
3834,1332894
3835,139891
3836,182318
3837,21756096
3838,136100000
3839,4655383
3840,8207697
3841,13034625
3842,5181514
3843,2325300
3844,207890
3845,3170508
3846,4338458
3847,20397
3848,4802141
3849,4144554
3850,88110
3851,357659
3852,4840501
3853,1842377
3854,8251540
3855,532260
3856,61786
3857,8060649
3858,7198
3859,4255248
3860,2518457
3861,44405904
3862,3586515
3863,2664258
3864,619816
3865,90273
3866,1039212
3867,5919965
3868,41108297
3869,6650
3870,16905214
3871,11368615
3872,49287127
3873,2856958
3874,220239000
3875,14643875
3876,97701
3877,13964379
3878,10928
3879,93203
3880,50861162
3881,106200
3882,153224
3883,1430000
3884,7178675
3885,26480913
3886,5287548
3887,6712827
3888,60103
3889,13341198
3890,7790707
3891,2566266
3892,33737
3893,835508
3894,27061047
3895,2997417
3896,31269
3897,62036
3898,14358000
3899,7562305
3900,5957925
3901,3949266
3902,9839534
3903,3523938
3904,6530819
3905,75450032
3906,8814032
3907,323473
3908,201478
3909,4100349
3910,9525000
3911,138965
3912,53600
3913,5344939
3914,115121153
3915,250203
3916,181205
3917,383326
3918,832467
3919,2087663
3920,23963203
3921,6281738
3922,127390
3923,11089165
3924,956165000
3925,7350270
3926,8121084
3927,24956385
3928,1677332
3929,25733673
3930,286634
3931,276174
3932,2264946
3933,5360561
3934,9724044
3935,148341
3936,14683
3937,673247
3938,10242098
3939,78091820
3940,308008
3941,74284
3942,5104248
3943,5539590
3944,18102266
3945,7582353
3946,41275736
3947,1636769
3948,36864898
3949,1460188
3950,33993301
3951,4752528
3952,609383
3953,54691851
3954,42538
3955,68194
3956,692077
3957,56196504
3958,4397700
3959,10590261
3960,30232
3961,4702376
3962,596536
3963,772142
3964,239678
3965,9429959
3966,89101
3967,49200
3968,6933906
3969,99630
3970,770125
3971,4667500
3972,3458095
3973,4581085
3974,5404019
3975,10684822
3976,140621730
3977,62262
3978,667499806
3979,3329100
3980,35960805
3981,12860680
3982,223537
3983,3690000
3984,56155143
3985,2105907
3986,2237943
3987,114898000
3988,14499952
3989,15205374
3990,3487100
3991,6957265
3992,57618
3993,43708
3994,36969185
3995,1224067
3996,3168843
3997,2597205
3998,1740914
3999,2979093
4000,114400
4001,24975
4002,14533690
4003,1265202
4004,3379514
4005,362007
4006,2497921
4007,235171
4008,8190
4009,19059770
4010,26087
4011,3339000
4012,8230218
4013,148780
4014,64494869
4015,28406
4016,1877688
4017,6831085
4018,310182
4019,32748784
4020,562065
4021,1603906
4022,15170
4023,11041204
4024,1453032
4025,933499
4026,5896865
4027,13122839
4028,1014057
4029,137500
4030,5652652
4031,69271917
4032,3077866
4033,13941700
4034,4058671
4035,14347641
4036,7503
4037,3121200
4038,1032799
4039,73197258
4040,1884424
4041,16683456
4042,44838483
4043,12403
4044,3388618
4045,34965600
4046,3129421
4047,17015983
4048,9558250
4049,3013282
4050,1360543
4051,144277
4052,191951
4053,21951464
4054,137060000
4055,4812872
4056,8646845
4057,13510421
4058,5306681
4059,2353600
4060,215295
4061,3240839
4062,4426675
4063,20760
4064,5375017
4065,4253083
4066,90843
4067,358099
4068,4890125
4069,1862548
4070,8275599
4071,549796
4072,62150
4073,8336418
4074,7385
4075,4337291
4076,2576292
4077,45413080
4078,3688419
4079,2734895
4080,610054
4081,91335
4082,1053558
4083,6060151
4084,42039992
4085,7014
4086,17432757
4087,11712530
4088,49523314
4089,2875728
4090,222585000
4091,15057224
4092,98697
4093,14364727
4094,11045
4095,95929
4096,51959015
4097,109405
4098,153987
4099,1460000
4100,7414158
4101,27138965
4102,5468262
4103,6929664
4104,59980
4105,13411056
4106,8058067
4107,2617832
4108,34818
4109,931749
4110,27471036
4111,3049109
4112,31845
4113,61952
4114,14514000
4115,7549425
4116,6053640
4117,4051234
4118,9848382
4119,3618526
4120,6671656
4121,77529045
4122,8825940
4123,342799
4124,205984
4125,4138819
4126,9584000
4127,141305
4128,53800
4129,5462419
4130,117878411
4131,251351
4132,187604
4133,395195
4134,865075
4135,2140777
4136,24201544
4137,6294365
4138,127692
4139,11254877
4140,969005000
4141,7685918
4142,8365567
4143,25663592
4144,1726866
4145,26312994
4146,297447
4147,279730
4148,2326464
4149,5419884
4150,9790851
4151,147851
4152,15480
4153,680005
4154,10292341
4155,78126350
4156,336085
4157,74955
4158,5116801
4159,5671797
4160,18647815
4161,7784072
4162,42267435
4163,1683939
4164,37191330
4165,1468333
4166,34487799
4167,4764690
4168,621585
4169,54917118
4170,42936
4171,70517
4172,708788
4173,56246951
4174,4430200
4175,10805314
4176,30169
4177,4782495
4178,616768
4179,774726
4180,241980
4181,9548258
4182,88600
4183,49600
4184,7106145
4185,101844
4186,776254
4187,4929700
4188,3566654
4189,4594778
4190,5520187
4191,10704152
4192,144009845
4193,63029
4194,682995354
4195,3373750
4196,37237137
4197,13259113
4198,225735
4199,3786000
4200,56317749
4201,2132785
4202,2303122
4203,115870000
4204,14643133
4205,15797776
4206,3552000
4207,6770396
4208,58461
4209,43455
4210,37534236
4211,1296081
4212,3207328
4213,2590902
4214,1794248
4215,3096729
4216,116136
4217,25459
4218,14788862
4219,1302667
4220,3397842
4221,362856
4222,2505953
4223,235440
4224,8557
4225,19516942
4226,26394
4227,3366000
4228,8469672
4229,153276
4230,66123897
4231,29416
4232,1902719
4233,6956402
4234,313342
4235,33481396
4236,566888
4237,1646291
4238,15638
4239,11341402
4240,1496185
4241,949888
4242,6075495
4243,13460031
4244,1035381
4245,138500
4246,5818763
4247,71361131
4248,3171408
4249,14038270
4250,4072517
4251,14676929
4252,7616
4253,3109000
4254,1091852
4255,75561131
4256,1931304
4257,17113388
4258,46079850
4259,12229
4260,3478100
4261,35247217
4262,3168088
4263,17235666
4264,9661265
4265,3095145
4266,1389578
4267,148741
4268,205171
4269,22090488
4270,138027000
4271,4978817
4272,9137927
4273,14002303
4274,5439066
4275,2383500
4276,222840
4277,3313504
4278,4511129
4279,21127
4280,5892755
4281,4371714
4282,93461
4283,358818
4284,4938973
4285,1882599
4286,8293678
4287,568315
4288,62686
4289,8625690
4290,7613
4291,4422745
4292,2642696
4293,46401754
4294,3794451
4295,2805819
4296,602358
4297,92268
4298,1068640
4299,6210756
4300,42994041
4301,7358
4302,17976222
4303,12071145
4304,49747989
4305,2895688
4306,225055000
4307,15476922
4308,99649
4309,14771271
4310,11218
4311,96183
4312,53095408
4313,112549
4314,154739
4315,1491000
4316,7669694
4317,27827320
4318,5656139
4319,7160023
4320,60096
4321,13356511
4322,8341289
4323,2671997
4324,36067
4325,1019509
4326,27896528
4327,3099754
4328,32646
4329,61865
4330,14692000
4331,7549433
4332,6150733
4333,4157298
4334,9859242
4335,3717165
4336,6822843
4337,79639491
4338,8861535
4339,359888
4340,210591
4341,4179855
4342,9643000
4343,144155
4344,54670
4345,5579935
4346,120694009
4347,252394
4348,193879
4349,406875
