,r_distance
72644,1477.62
72645,212.003
72646,2173.36
72647,1294.93
72648,419.429
72649,1337.09
72650,572.2475999999999
72651,878.371
72652,1049.24
72653,154.206
72654,1574.94
72655,381.234
72656,303.6
72657,133.868
72658,1074.99
72659,402.116
72660,842.183
72661,1350.428
72662,1225.99
72663,3658.45
72664,1100.97
72665,2169.66
72666,3340.02
72667,524.265
72668,244.621
72669,288.557
72670,968.776
72671,1048.68
72672,406.236
72673,463.979
72674,617.306
72675,369.664
72676,632.5165
72677,1490.84
72678,409.733
72679,3800.08
72680,1149.32
72681,1471.98
72682,762.826
72683,315.173
72684,1425.05
72685,464.099
72686,1648.24
72687,1401.05
72688,159.464
72689,1245.415
72690,747.4035
72691,1311.27
72692,306.545
72693,1506.5
72694,699.167
72695,938.403
72696,1399.76
72697,444.608
72698,959.05
72699,152.219
72700,3049.52
72701,1791.65
72702,1408.73
72703,345.054
72704,879.655
72705,1242.75
72706,450.181
72707,997.418
72708,919.276
72709,2811.42
72710,2335.19
72711,617.906
72712,4469.65
72713,971.162
72714,1395.03
72715,202.256
72716,1745.71
72717,381.861
72718,524.956
72719,696.562
72720,2554.42
72721,320.217
72722,149.505
72723,1293.76
72724,388.756
72725,1561.56
72726,1122.08
72727,292.267
72728,512.162
72729,271.183
72730,804.265
72731,777.7591666666666
72732,1144.73
72733,168.216
72734,341.895
72735,2458.96
72736,2068.01
72737,1329.91
72738,1671.55
72739,629.2270000000001
72740,1541.37
72741,102.1474
72742,324.236
72743,125.8
72744,1069.13
72745,406.752
72746,1250.355
72747,416.86
72748,449.859
72749,238.4085
72750,526.294
72751,199.749
72752,388.099
72753,799.74
72754,1893.97
72755,830.463
72756,554.009
72757,91.3357
72758,1744.58
72759,751.397
72760,1927.67
72761,2251.72
72762,775.583
72763,824.768
72764,671.121
72765,269.792
72766,2928.81
72767,1227.52
72768,142.688
72769,668.214
72770,3445.2
72771,2270.24
72772,1742.63
72773,1210.38
72774,1653.25
72775,363.46
72776,274.642
72777,270.295
72778,379.236
72779,584.195
72780,2668.78
72781,181.417
72782,2110.12
72783,1721.69
72784,313.794
72785,1611.58
72786,764.8012
72787,333.219
72788,1113.08
72789,1457.86
72790,287.776
72791,2073.83
72792,594.172
72793,316.96
72794,216.318
72795,1683.1
72796,269.215
72797,406.981
72798,190.421
72799,1677.6
72800,1044.11
72801,1444.66
72802,386.669
72803,1604.53
72804,670.06
72805,133.382
72806,859.293
72807,251.701
72808,773.241
72809,611.495
72810,2704.31
72811,3687.39
72812,4096.08
72813,1335.9
72814,977.465
72815,776.447
72816,74.9063
72817,2625.44
72818,5532.45
72819,1508.05
72820,424.239
72821,1780.27
72822,1280.72
72823,1061.64
72824,129.365
72825,819.6044999999999
72826,2498.19
72827,482.488
72828,1693.88
72829,1690.75
72830,239.8825
72831,197.706
72832,354.053
72833,1087.76
72834,884.218
72835,315.658
72836,156.268
72837,955.577
72838,1385.04
72839,352.349
72840,640.936
72841,450.764
72842,2124.83
72843,2979.72
72844,1956.22
72845,349.954
72846,875.7
72847,734.1
72848,1140.52
72849,594.582
72850,250.003
72851,539.296
72852,655.138
72853,902.458
72854,3923.04
72855,160.434
72856,449.08566666666667
72857,3169.55
72858,896.133
72859,1103.2
72860,448.093
72861,389.259
72862,1328.3
72863,1696.02
72864,982.934
72865,1802.52
72866,919.104
72867,901.375
72868,336.02284999999995
72869,637.357
72870,2060.04
72871,198.266
72872,320.048
72873,1125.86
72874,308.083
72875,3976.95
72876,364.55
72877,1154.52
72878,3803.79
72879,1239.63
72880,331.516
72881,1213.56
72882,290.859
72883,359.295
72884,314.497
72885,126.435
72886,897.534
72887,320.873
72888,1601.1
72889,681.44
72890,1278.46
72891,1069.09
72892,421.504
72893,1696.42
72894,315.14
72895,863.21
72896,1349.08
72897,2489.42
72898,259.92
72899,139.504
72900,175.858
72901,537.849
72902,804.521
72903,390.26
72904,1473.65
72905,413.564
72906,1190.42
72907,220.9335
72908,410.256
72909,1778.62
72910,857.869
72911,910.251
72912,343.3
72913,305.727
72914,216.689
72915,1893.53
72916,701.587
72917,1574.48
72918,380.355
72919,480.055
72920,267.143
72921,2911.65
72922,152.709
72923,202.745
72924,771.879
72925,4418.73
72926,560.648
72927,466.098
72928,284.632
72929,1107.69
72930,1752.57
72931,575.767
72932,304.485
72933,3618.69
72934,293.736
72935,832.031
72936,191.263
72937,2053.79
72938,800.447
72939,299.958
72940,1567.62
72941,310.943
72942,1448.37
72943,1206.66
72944,2111.61
72945,259.694
72946,890.516
72947,940.213
72948,1962.7
72949,713.154
72950,171.586
72951,1779.42
72952,1250.05
72953,292.618
72954,1544.9
72955,286.239
72956,275.484
72957,452.157
72958,253.28
72959,1357.02
72960,1368.865
72961,243.248
72962,408.898
72963,237.008
72964,1516.93
72965,373.218
72966,1077.4005
72967,366.466
72968,176.296
72969,1051.07
72970,232.873
72971,402.907
72972,560.311
72973,392.93
72974,123.3
72975,788.775
72976,589.434
72977,1019.86
72978,2604.125
72979,345.321
72980,1339.04
72981,1574.12
72982,257.243
72983,783.5325
72984,453.949
72985,356.786
72986,535.088
72987,234.434
72988,285.049
72989,401.565
72990,775.248
72991,2199.68
72992,1256.3
72993,4947.4
72994,567.338
72995,1402.69
72996,1409.42
72997,1316.92
72998,576.392
72999,1702.03
73000,237.566
73001,869.335
73002,1037.37
73003,1160.07
73004,432.435
73005,551.179
73006,1036.85
73007,242.507
73008,97.26603333333334
73009,182.808
73010,900.82
73011,552.994
73012,1178.54
73013,322.903
73014,3290.295
73015,1481.28
73016,302.444
73017,2053.17
73018,969.185
73019,291.494
73020,284.073
73021,500.615
73022,2444.17
73023,265.835
73024,1052.18
73025,1696.54
73026,223.0795
73027,737.363
73028,686.704
73029,801.638
73030,2340.56
73031,901.649
73032,1351.56
73033,672.8855
73034,3784.17
73035,248.162
73036,245.603
73037,363.442
73038,1230.22
73039,1895.74
73040,835.264
73041,388.024
73042,1174.96
73043,473.23
73044,524.611
73045,404.68
73046,415.055
73047,1227.7
73048,326.39
73049,375.581
73050,111.586
73051,506.382
73052,252.955
73053,185.712
73054,1152.67
73055,262.711
73056,1088.18
73057,1852.61
73058,96.3044
73059,303.487
73060,700.394
73061,449.476
73062,1258.74
73063,921.235
73064,1537.81
73065,1310.2
73066,283.618
73067,426.375
73068,291.005
73069,757.3935
73070,1187.41
73071,496.669
73072,373.335
73073,381.458
73074,2220.11
73075,1048.95
73076,360.191
73077,357.905
73078,108.618
73079,411.613
73080,329.893
73081,348.406
73082,1034.5
73083,1604.7
73084,310.19550000000004
73085,422.047
73086,332.5
73087,354.321
73088,1842.92
73089,2093.01
73090,2940.78
73091,531.451
73092,1460.72
73093,413.671
73094,7093.54
73095,137.587
73096,1026.86
73097,646.575
73098,380.138
73099,740.572
73100,1141.42
73101,454.25
73102,248.246
73103,999.712
73104,448.491
73105,372.694
73106,1051.91
73107,600.228
73108,223.503
73109,999.274
73110,262.531
73111,1334.62
73112,433.039
73113,464.418
73114,2211.53
73115,339.352
73116,1410.18
73117,1935.23
73118,2276.08
73119,358.052
73120,208.515
73121,1424.65
73122,399.346
73123,1056.26
73124,1326.31
73125,1552.41
73126,1466.67
73127,808.836
73128,857.653
73129,1296.07
73130,806.403
73131,202.365
73132,1963.29
73133,425.481
73134,371.929
73135,1577.86
73136,290.056
73137,804.449
73138,866.634
73139,638.557
73140,728.482
73141,1262.52
73142,406.008
73143,1721.54
73144,385.565
73145,473.359
73146,238.072
73147,396.54
73148,1044.66
73149,595.587
73150,1996.99
73151,1067.27
73152,2851.67
73153,1193.5
73154,303.017
73155,320.559
73156,4507.92
73157,1424.47
73158,1964.97
73159,986.951
73160,224.717
73161,398.5
73162,558.579
73163,3991.69
73164,477.506
73165,610.211
73166,212.93
73167,984.572
73168,1895.02
73169,591.279
73170,1150.93
73171,1446.595
73172,2259.2875
73173,2872.69
73174,1789.68
73175,159.369
73176,2351.94
73177,1255.05
73178,167.724
73179,1129.08
73180,199.756
73181,695.134
73182,480.463
73183,2336.98
73184,599.775
73185,938.07
73186,1141.8875
73187,262.97
73188,309.218
73189,348.508
73190,76.0427
73191,1371.5
73192,2749.2
73193,1160.4
73194,1964.54
73195,377.997
73196,1322.14
73197,1581.72
73198,428.589
73199,879.95
73200,841.229
73201,945.76
73202,1324.36
73203,2194.03
73204,1866.14
73205,895.6955
73206,511.668
73207,748.549
73208,646.458
73209,461.888
73210,960.857
73211,3798.23
73212,769.057
73213,181.075
73214,3881.31
73215,448.788
73216,1410.01
73217,1463.35
73218,979.648
73219,601.045
73220,477.6945
73221,580.196
73222,233.25
73223,259.794
73224,258.953
73225,751.361
73226,1186.02
73227,1459.71
73228,502.045
73229,956.689
73230,225.986
73231,2832.87
73232,2665.0
73233,408.574
73234,258.696
73235,1391.88
73236,957.262
73237,2234.05
73238,1927.25
73239,853.81
73240,267.41
73241,2927.38
73242,1214.83
73243,209.616
73244,335.45
73245,481.828
73246,250.284
73247,1646.54
73248,1881.47
73249,4200.46
73250,5320.44
73251,396.723
73252,317.021
73253,254.545
73254,1785.88
73255,1706.71
73256,1340.04
73257,245.99400000000003
73258,1321.09
73259,377.033
73260,1666.45
73261,2813.26
73262,1912.54
73263,76.02754
73264,489.572
73265,1878.06
73266,2511.99
73267,1209.11
73268,702.057
73269,2574.64
73270,127.447
73271,1300.03
73272,213.0855
73273,3169.19
73274,2063.86
73275,501.725
73276,387.721
73277,1760.61
73278,1441.19
73279,1129.3
73280,4416.25
73281,2173.28
73282,1122.64
73283,2342.02
73284,685.024
73285,1577.13
73286,1313.85
73287,944.767
73288,3011.79
73289,285.214
73290,785.586
73291,830.808
73292,2140.1
73293,2367.43
73294,119.259
73295,1166.24
73296,307.044
73297,246.513
73298,248.311
73299,780.804
73300,1376.23
73301,556.058
73302,1930.25
73303,553.708
73304,299.539
73305,1108.26725
73306,2872.27
73307,1744.77
73308,234.207
73309,858.038
73310,1315.4304444444444
73311,761.109
73312,1097.41
73313,881.869
73314,855.745
73315,518.987
73316,1295.16
73317,315.854
73318,1683.26
73319,1296.36
73320,1269.18
73321,1942.49
73322,440.943
73323,1908.97
73324,310.005
73325,467.558
73326,357.724
73327,574.124
73328,2462.88
73329,1559.63
73330,250.194
73331,157.218
73332,906.836
73333,2500.79
73334,434.794
73335,1063.438
73336,345.896
73337,323.653
73338,793.071
73339,856.667
73340,2004.93
73341,285.423
73342,1426.78
73343,305.496
73344,815.663
73345,825.218
73346,1469.32
73347,740.378
73348,2550.0
73349,106.642
73350,938.682
73351,268.452
73352,2294.26
73353,815.337
73354,2055.54
73355,1060.23
73356,2242.78
73357,145.384
73358,1148.09
73359,1594.43
73360,258.874
73361,637.292
73362,338.231
73363,1203.92
73364,335.324
73365,1356.32
73366,1518.8
73367,322.76
73368,89.8613
73369,2418.33
73370,1376.81
73371,538.028
73372,548.206
73373,1042.93
73374,282.332
73375,308.058
73376,367.498
73377,269.874
73378,765.689
73379,1632.47
73380,271.563
73381,1306.59
73382,409.986
73383,305.616
73384,1424.91
73385,268.958
73386,348.614
73387,1129.89
73388,590.624
73389,1013.24
73390,113.895
73391,625.258
73392,1585.86
73393,273.17650000000003
73394,314.328
73395,334.32
73396,344.252
73397,196.251
73398,377.413
73399,2356.26
73400,855.211
73401,960.312
73402,2608.28
73403,1155.33
73404,2036.22
73405,737.428
73406,368.176
73407,386.493
73408,309.965
73409,888.783
73410,915.208
73411,4184.31
73412,1530.72
73413,787.439
73414,309.015
73415,303.55
73416,694.777
73417,232.968
73418,2616.87
73419,755.767
73420,1577.71
73421,366.378
73422,322.375
73423,1436.22
73424,220.466
73425,325.335
73426,1554.85
73427,558.44
73428,369.8595
73429,2404.65
73430,787.303
73431,420.576
73432,505.554
73433,115.843
73434,314.311
73435,293.408
73436,229.903
73437,868.684
73438,226.327
73439,2185.54
73440,631.599
73441,1563.15
73442,1655.4
73443,236.065
73444,356.619
73445,965.437
73446,478.82
73447,270.289
73448,258.483
73449,1356.94
73450,1480.51
73451,1998.415
73452,1054.02
73453,369.512
73454,234.033
73455,395.7
73456,1745.12
73457,411.766
73458,1826.53
73459,300.313
73460,2176.13
73461,1766.06
73462,680.591
73463,56.3738
73464,2391.78
73465,106.244
73466,1815.7
73467,2094.25
73468,202.464
73469,384.8
73470,1968.49
73471,178.984
73472,811.0365
73473,502.836
73474,218.885
73475,212.41
73476,205.951
73477,306.052
73478,840.158
73479,366.479
73480,224.981
73481,1478.74
73482,238.267
73483,2555.52
73484,1050.38
73485,2288.16
73486,4958.52
73487,581.071
73488,2548.86
73489,173.86
73490,389.721
73491,555.44
73492,177.231
73493,2270.41
73494,2414.33
73495,1515.56
73496,800.07
73497,1535.45
73498,140.2955
73499,1365.07
73500,353.746
73501,1348.03
73502,328.984
73503,420.119
73504,1390.97
73505,1148.2
73506,309.226
73507,225.602
73508,604.38
73509,406.644
73510,535.311
73511,497.198
73512,1967.8
73513,1708.01
73514,237.575
73515,475.081
73516,579.564
73517,831.08
73518,1080.36
73519,5630.4
73520,339.667
73521,402.763
73522,877.482
73523,1283.01
73524,1747.48
73525,263.397
73526,155.642
73527,2243.97
73528,736.126
73529,786.404
73530,2124.84
73531,855.738
73532,2474.46
73533,662.24
73534,312.505
73535,277.378
73536,2269.95
73537,296.184
73538,2198.83
73539,189.929
73540,388.594
73541,1264.29
73542,3123.48
73543,1807.28
73544,1463.67
73545,497.218
73546,3870.42
73547,1164.5
73548,543.077
73549,1511.02
73550,1097.22
73551,2032.84
73552,1049.4
73553,638.781
73554,1166.38
73555,841.908
73556,443.153
73557,448.405
73558,2647.73
73559,754.111
73560,179.093
73561,1187.47
73562,1430.35
73563,211.749
73564,2139.47
73565,402.734
73566,1720.39
73567,909.501
73568,1204.05
73569,1162.33
73570,180.671
73571,817.021
73572,898.8813
73573,1814.03
73574,1057.12
73575,1006.59
73576,374.546
73577,251.926
73578,1050.75
73579,1459.15
73580,533.232
73581,496.285
73582,2850.36
73583,3378.04
73584,804.864
73585,205.614
73586,378.664
73587,1361.82
73588,182.986
73589,2616.25
73590,1325.2
73591,1912.97
73592,1191.93
73593,698.575
73594,262.318
73595,1935.37
73596,378.824
73597,2438.56
73598,259.603
73599,724.637
73600,705.132
73601,231.641
73602,1182.75
73603,558.24
73604,710.432
73605,1218.35
73606,972.545
73607,402.975
73608,1207.1
73609,4646.08
73610,352.964
73611,1017.29
73612,4043.42
73613,197.127
73614,3314.75
73615,290.3725
73616,459.188
73617,438.535
73618,534.098
73619,410.311
73620,911.486
73621,900.772
73622,250.653
73623,420.639
73624,991.588
73625,1484.84
73626,302.5835
73627,948.704
73628,1490.78
73629,1859.53
73630,255.341
73631,1120.2
73632,610.732
73633,256.27
73634,606.474
73635,850.793
73636,1111.81
73637,365.909
73638,288.343
73639,1462.3
73640,1410.7
73641,513.152
73642,1804.16
73643,1149.55
73644,994.182
73645,407.069
73646,1169.1
73647,251.999
73648,457.426
73649,3278.22
73650,5912.63
73651,1120.12
73652,621.224
73653,2667.44
73654,1231.83
73655,1241.15
73656,277.024
73657,1485.62
73658,1354.88
73659,1168.32
73660,870.1
73661,472.056
73662,1155.81
73663,439.706
73664,648.124
73665,1333.92
73666,4149.08
73667,2853.54
73668,2904.9
73669,311.452
73670,1519.16
73671,2571.1
73672,3778.95
73673,306.024
73674,1088.1
73675,336.872
73676,595.648
73677,150.884
73678,482.181
73679,2102.09
73680,2454.11
73681,1782.03
73682,1705.54
73683,89.91056666666667
73684,322.193
73685,165.824
73686,1725.21
73687,1655.22
73688,744.621
73689,1773.25
73690,1424.39
73691,764.33
73692,676.281
73693,678.613
73694,194.524
73695,1046.5904285714284
73696,4018.33
73697,2675.97
73698,1585.28
73699,170.108
73700,192.515
73701,989.839
73702,195.845
73703,1082.29
73704,1427.39
73705,832.653
73706,1685.26
73707,1163.92
73708,936.841
73709,1459.96
73710,467.994
73711,339.445
73712,111.779
73713,471.952
73714,877.62
73715,307.615
73716,352.503
73717,2166.42
73718,23.9769
73719,533.407
73720,2601.95
73721,295.851
73722,2317.02
73723,190.902
73724,1729.73
73725,417.267
73726,316.736
73727,165.327
73728,340.784
73729,680.123
73730,880.144
73731,423.047
73732,1219.0
73733,778.027
73734,289.81100000000004
73735,264.442
73736,334.936
73737,1987.67
73738,1089.11
73739,2208.35
73740,3428.95
73741,321.934
73742,320.83
73743,1915.93
73744,1081.5
73745,712.682
73746,671.475
73747,564.626
73748,626.614
73749,364.602
73750,394.157
73751,1633.6
73752,2400.34
73753,1161.46
73754,226.32
73755,1016.31
73756,1184.76
73757,958.884
73758,1561.63
73759,1057.05
73760,976.395
73761,264.737
73762,1359.23
73763,3292.6
73764,376.986
73765,1574.9050000000002
73766,605.154
73767,292.208
73768,1978.84
73769,788.669
73770,515.751
73771,347.529
73772,1643.44
73773,2191.5
73774,2733.61
73775,2594.59
73776,992.15
73777,3628.67
73778,140.633
73779,490.477
73780,1143.91
73781,3282.42
73782,427.616
73783,1353.56
73784,2644.05
73785,394.957
73786,1572.46
73787,1169.66
73788,1561.3
73789,2523.83
73790,634.13
73791,1843.13
73792,284.466
73793,165.144
73794,2668.66
73795,224.202
73796,703.36
73797,118.678
73798,366.22
73799,331.492
73800,614.682
73801,753.397
73802,1304.06
73803,361.544
73804,823.635
73805,804.583
73806,1932.25
73807,1466.91
73808,1109.65
73809,429.556
73810,1695.48
73811,357.24
73812,425.244
73813,544.993
73814,2006.46
73815,253.662
73816,199.506
73817,2152.59
73818,286.967
73819,744.412
73820,263.994
73821,387.225
73822,315.111
73823,428.1
73824,255.017
73825,1455.05
73826,1369.83
73827,686.596
73828,1738.41
73829,2329.915
73830,376.205
73831,822.817
73832,1335.9
73833,174.207
73834,124.578
73835,871.755
73836,823.61
73837,2614.31
73838,180.575
73839,519.57
73840,198.431
73841,550.362
73842,646.942
73843,1533.71
73844,1441.98
73845,332.842
73846,960.337
73847,554.241
73848,398.859
73849,1838.01
73850,371.79
73851,242.703
73852,453.928
73853,1285.85
73854,662.107
73855,252.436
73856,365.609
73857,559.392
73858,390.6
73859,2134.98
73860,3484.69
73861,3694.94
73862,385.028
73863,83.4944
73864,2111.67
73865,1782.8
73866,587.139
73867,979.519
73868,1282.13
73869,1326.6375
73870,2248.34
73871,328.275
73872,750.069
73873,1083.56
73874,509.292
73875,765.565
73876,1505.13
73877,379.359
73878,2048.22
73879,1107.19
73880,657.439
73881,989.795
73882,563.388
73883,914.217
73884,2683.8
73885,923.533
73886,979.766
73887,125.311
73888,951.327
73889,1032.04
73890,900.542
73891,1649.67
73892,158.281
73893,1177.79
73894,470.044
73895,293.236
73896,933.164
73897,100.083
73898,1403.21
73899,2294.7
73900,236.088
73901,1345.93
73902,462.411
73903,2395.98
73904,1461.41
73905,430.654
73906,981.477
73907,4038.96
73908,376.238
73909,372.436
73910,1094.61
73911,2372.57
73912,224.204
73913,84.8507
73914,362.313
73915,1644.61
73916,1877.45
73917,2237.96
73918,1328.21
73919,315.147
73920,250.577
73921,220.228
73922,1075.39
73923,1703.81
73924,1133.68
73925,857.542
73926,947.346
73927,233.997
73928,509.132
73929,1346.85
73930,2917.28
73931,706.665
73932,2029.01
73933,1276.42
73934,274.47
73935,450.26
73936,808.618
73937,299.287
73938,1507.85
73939,1310.19
73940,545.202
73941,1144.83
73942,246.849
73943,857.115
73944,288.231
73945,529.491
73946,661.647
73947,411.607
73948,341.054
73949,338.354
73950,1127.57
73951,2179.71
73952,1042.55
73953,787.576
73954,137.089
73955,207.295
73956,679.661
73957,280.997
73958,1205.19
73959,1082.81
73960,585.954
73961,1097.98
73962,908.476
73963,586.97
73964,207.342
73965,836.868
73966,600.02
73967,316.648
73968,252.131
73969,1221.2
73970,1129.02
73971,1834.83
73972,1172.08
73973,106.427
73974,1611.7
73975,232.765
73976,179.695
73977,279.292
73978,255.329
73979,470.194
73980,1701.62
73981,375.803
73982,889.289
73983,149.14249999999998
73984,676.516
73985,1859.84
73986,1374.22
73987,416.276
73988,337.175
73989,319.117
73990,835.693
73991,1886.74
73992,242.033
73993,1585.96
73994,2031.65
73995,1136.52
73996,486.475
73997,1459.58
73998,1130.56
73999,1946.08
74000,1690.72
74001,1783.97
74002,360.268
74003,1991.49
74004,286.159
74005,1199.16
74006,266.963
74007,1280.87
74008,931.867
74009,826.8595
74010,1071.67
74011,841.503
74012,352.494
74013,1234.29
74014,989.147
74015,129.908
74016,1037.38
74017,261.436
74018,2539.32
74019,899.464
74020,375.6665
74021,349.585
74022,373.7975
74023,310.989
74024,1655.61
74025,362.721
74026,252.008
74027,2545.21
74028,852.013
74029,1497.88
74030,281.871
74031,970.742
74032,2235.67
74033,362.843
74034,872.257
74035,1918.525
74036,882.86
74037,2826.9
74038,475.006
74039,207.528
74040,813.972
74041,1133.41
74042,936.416
74043,1474.12
74044,374.227
74045,780.805
74046,1215.89
74047,200.072
74048,1498.03
74049,1388.4399999999998
74050,1415.25
74051,150.436
74052,207.546
74053,1375.83
74054,310.656
74055,280.475
74056,1069.09
74057,4485.05
74058,862.058
74059,1629.23
74060,324.606
74061,1925.3
74062,393.201
74063,989.671
74064,402.916
74065,310.015
74066,1263.68
74067,1762.47
74068,243.382
74069,856.517
74070,281.535
74071,547.707
74072,1362.13
74073,627.294
74074,1452.0
74075,1337.77
74076,1131.615
74077,1394.45
74078,133.799
74079,411.898
74080,150.961
74081,1978.63
74082,747.097
74083,1312.42
74084,848.475
74085,245.19
74086,3583.49
74087,475.138
74088,473.358
74089,3017.49
74090,390.524
74091,2100.71
74092,254.082
74093,4996.71
74094,390.032
74095,1307.64
74096,403.886
74097,338.364
74098,395.48
74099,298.203
74100,3943.33
74101,383.138
74102,1060.1
74103,368.682
74104,289.5325
74105,1925.31
74106,1274.61
74107,127.881
74108,201.809
74109,870.817
74110,3099.15
74111,519.052
74112,1484.3
74113,1081.13
74114,1053.73
74115,1132.05
74116,860.135
74117,270.24850000000004
74118,272.996
74119,1626.17
74120,1684.02
74121,312.452
74122,2606.38
74123,416.473
74124,944.961
74125,1213.7
74126,362.501
74127,1711.32
74128,517.083
74129,904.43
74130,1242.76
74131,1519.16
74132,640.898
74133,5458.91
74134,171.3025
74135,529.772
74136,1606.13
74137,2170.62
74138,2341.11
74139,298.588
74140,413.587
74141,1346.03
74142,242.633
74143,334.8005
74144,1544.35
74145,394.574
74146,2742.14
74147,625.779
74148,469.331
74149,239.673
74150,745.835
74151,327.402
74152,2122.35
74153,601.063
74154,1885.0
74155,3070.04
74156,1424.69
74157,1241.13
74158,1331.66
74159,474.435
74160,3326.26
74161,701.075
74162,1546.79
74163,1317.61
74164,541.739
74165,525.377
74166,679.627
74167,1969.63
74168,2918.79
74169,1106.9
74170,433.59
74171,567.686
74172,1990.47
74173,1580.09
74174,1558.23
74175,335.181
74176,1765.08
74177,1401.79
74178,3476.33
74179,190.708
74180,1534.26
74181,285.548
74182,258.549
74183,81.5039
74184,1328.66
74185,1154.12
74186,420.531
74187,245.223
74188,1095.58
74189,777.276
74190,225.475
74191,1540.58
74192,1609.37
74193,344.135
74194,5145.9
74195,1203.6933333333334
74196,1418.07
74197,992.069
74198,239.612
74199,127.135
74200,540.295
74201,806.03
74202,832.576
74203,494.544
74204,940.509
74205,2490.43
74206,465.348
74207,210.978
74208,130.883
74209,990.915
74210,244.921
74211,1556.16
74212,1163.88
74213,376.523
74214,2606.56
74215,2743.23
74216,312.407
74217,495.481
74218,1708.6
74219,844.232
74220,398.565
74221,165.621
74222,1200.97
74223,2272.4
74224,571.677
74225,1178.82
74226,931.797
74227,1319.76
74228,2783.79
74229,1214.93
74230,2121.77
74231,351.812
74232,340.089
74233,303.147
74234,1254.8
74235,1108.75
74236,317.214
74237,3222.54
74238,345.1545
74239,1653.25
74240,800.334
74241,1167.84
74242,853.2
74243,695.778
74244,761.919
74245,595.072
74246,4344.51
74247,431.315
74248,272.477
74249,1817.37
74250,452.25
74251,912.484
74252,1703.01
74253,1642.41
74254,358.986
74255,2369.43
74256,950.803
74257,1596.88
74258,1065.3
74259,1740.4
74260,381.787
74261,281.994
74262,280.629
74263,834.162
74264,178.056
74265,327.594
74266,280.218
74267,1270.99
74268,491.644
74269,1336.69
74270,316.983
74271,207.366
74272,1404.91
74273,782.275
74274,1465.67
74275,179.645
74276,658.886
74277,4916.35
74278,1963.76
74279,683.244
74280,1378.59
74281,2186.23
74282,379.794
74283,298.56
74284,1801.36
74285,363.035
74286,1389.07
74287,585.753
74288,954.461
74289,255.71
74290,620.851
74291,1086.01
74292,269.177
74293,282.562
74294,815.138
74295,1589.87
74296,424.347
74297,316.241
74298,607.108
74299,899.0835
74300,308.299
74301,193.021
74302,380.161
74303,2379.22
74304,570.711
74305,1061.39
74306,235.501
74307,327.707
74308,329.484
74309,2117.34
74310,196.608
74311,476.347
74312,2328.06
74313,774.9639999999999
74314,538.16
74315,1317.83
74316,1047.2
74317,2779.42
74318,577.056
74319,1342.03
74320,912.642
74321,46.6471
74322,5703.46
74323,545.257
74324,646.118
74325,589.975
74326,1561.96
74327,920.148
74328,863.581
74329,2846.69
74330,378.139
74331,628.309
74332,1145.74
74333,2520.42
74334,828.6
74335,286.325
74336,4300.39
74337,330.556
74338,356.383
74339,214.489
74340,3436.26
74341,222.672
74342,227.12633333333332
74343,3961.62
74344,1253.92
74345,452.18
74346,529.927
74347,777.209
74348,213.393
74349,440.492
74350,1491.02
74351,1819.34
74352,1567.23
74353,253.089
74354,1741.38
74355,896.225
74356,337.809
74357,2311.18
74358,1704.72
74359,1390.51
74360,183.548
74361,465.382
74362,1008.09
74363,1374.62
74364,1725.95
74365,79.1254
74366,583.272
74367,61.8806
74368,1515.89
74369,1376.7
74370,397.23
74371,191.429
74372,1021.1
74373,2096.87
74374,1275.08
74375,1832.05
74376,250.531
74377,540.775
74378,1517.69
74379,765.973
74380,1070.03
74381,998.81
74382,1820.2
74383,1597.65
74384,1157.62
74385,2150.46
74386,2097.68
74387,1628.86
74388,846.923
74389,172.101
74390,5715.0
74391,258.126
74392,906.559
74393,263.37
74394,642.077
74395,5660.38
74396,1139.91
74397,1365.15
74398,564.51
74399,257.619
74400,1567.67
74401,528.802
74402,1775.45
74403,457.378
74404,360.621
74405,5967.34
74406,2765.4
74407,1546.88
74408,331.201
74409,408.158
74410,652.0242000000001
74411,295.053
74412,3131.64
74413,1964.1
74414,1449.56
74415,230.967
74416,1166.64
74417,300.444
74418,955.434
74419,3755.56
74420,319.054
74421,4514.73
74422,1688.52
74423,174.539
74424,1109.41
74425,859.895
74426,1926.59
74427,282.47
74428,943.718
74429,1789.59
74430,1726.1
74431,251.758
74432,576.701
74433,2832.34
74434,4913.66
74435,1700.105
74436,762.891
74437,723.459
74438,3745.75
74439,266.208
74440,166.497
74441,484.683
74442,571.785
74443,1559.04
74444,943.429
74445,1949.74
74446,1001.75
74447,3220.66
74448,1934.55
74449,508.485
74450,1423.6
74451,513.749
74452,2421.72
74453,48.276
74454,2166.89
74455,255.581
74456,1266.81
74457,535.037
74458,236.384
74459,520.545
74460,211.09
74461,85.4033
74462,449.409
74463,424.371
74464,3453.21
74465,305.322
74466,1614.46
74467,478.276
74468,682.729
74469,2184.73
74470,667.18
74471,1436.61
74472,757.301
74473,519.498
74474,1107.4
74475,134.097
74476,776.084
74477,269.477
74478,4751.35
74479,1160.09
74480,1090.8
74481,281.625
74482,1368.61
74483,404.875
74484,2298.19
74485,1066.37
74486,1524.51
74487,587.912
74488,646.169
74489,914.586
74490,1201.32
74491,1193.79
74492,885.276
74493,501.924
74494,426.49
74495,743.219
74496,286.84
74497,1079.37
74498,1596.32
74499,2280.35
74500,776.84
74501,225.1725
74502,144.665
74503,283.503
74504,335.372
74505,133.219
74506,1879.31
74507,825.703
74508,3185.77
74509,263.9602
74510,1162.09
74511,1645.47
