,r_distance
218517,1833.75
218518,548.701
218519,1055.18
218520,586.648
218521,997.185
218522,274.87
218523,277.561
218524,2296.27
218525,326.551
218526,1759.7
218527,1536.53
218528,321.705
218529,141.348
218530,1599.35
218531,1102.08
218532,3389.8
218533,660.483
218534,244.298
218535,1685.0
218536,1500.61
218537,2372.2
218538,344.889
218539,2777.28
218540,545.786
218541,2625.12
218542,300.935
218543,356.916
218544,415.3615
218545,1643.11
218546,1023.17
218547,3068.71
218548,1389.68
218549,962.7926666666668
218550,2866.93
218551,533.915
218552,436.402
218553,1284.88
218554,1686.71
218555,2256.87
218556,1129.33
218557,382.598
218558,367.13
218559,1708.81
218560,302.11
218561,1856.17
218562,1028.91
218563,463.441
218564,873.191
218565,1198.27
218566,1742.13
218567,295.281
218568,439.894
218569,2591.93
218570,961.951
218571,1453.12
218572,2650.33
218573,3901.41
218574,207.923
218575,570.96
218576,2537.985
218577,415.825
218578,1818.65
218579,245.544
218580,254.764
218581,1453.63
218582,1230.23
218583,3130.84
218584,60.1882
218585,192.404
218586,451.898
218587,1864.52
218588,290.357
218589,822.703
218590,234.988
218591,507.335
218592,596.457
218593,948.8
218594,2183.7
218595,1277.48
218596,2188.58
218597,745.837
218598,498.912
218599,312.548
218600,1134.82
218601,1063.41
218602,1361.51
218603,773.301
218604,458.648
218605,1432.99
218606,434.088
218607,2158.18
218608,748.2160000000001
218609,394.405
218610,827.683
218611,1126.1
218612,945.755
218613,314.567
218614,1525.36
218615,1316.97
218616,183.149
218617,1447.18
218618,231.1145
218619,1164.1
218620,848.808
218621,1184.23
218622,160.137
218623,321.772
218624,511.68
218625,951.247
218626,543.292
218627,1189.04
218628,936.723
218629,873.339
218630,4555.69
218631,1084.31
218632,2072.61
218633,325.847
218634,32.5208
218635,887.007
218636,272.102
218637,251.349
218638,307.494
218639,1063.21
218640,248.964
218641,470.754
218642,2129.33
218643,907.5745
218644,2236.23
218645,300.246
218646,259.379
218647,1814.16
218648,2478.85
218649,2293.37
218650,1556.35
218651,842.151
218652,411.813
218653,1943.91
218654,1180.68
218655,1647.01
218656,415.484
218657,311.605
218658,3509.42
218659,1820.02
218660,1505.28
218661,1646.77
218662,578.945
218663,3781.63
218664,2627.15
218665,290.162
218666,1618.58
218667,383.672
218668,367.084
218669,512.884
218670,1174.77
218671,480.169
218672,2556.91
218673,1110.68
218674,434.039
218675,2756.83
218676,539.699
218677,141.799
218678,533.437
218679,1434.89
218680,660.192
218681,273.601
218682,690.84
218683,1089.07
218684,1427.8
218685,1935.2
218686,1205.87
218687,1836.31
218688,1614.98
218689,242.109
218690,219.894
218691,334.07
218692,149.58
218693,466.202
218694,2035.28
218695,1478.19
218696,1327.23
218697,579.795
218698,609.132
218699,496.897
218700,392.76
218701,2079.15
218702,2405.41
218703,305.782
218704,961.334
218705,313.743
218706,1833.21
218707,397.886
218708,486.444
218709,1774.9
218710,1267.93
218711,1332.7
218712,773.548
218713,265.507
218714,414.193
218715,316.146
218716,168.798
218717,225.44
218718,2499.76
218719,1208.12
218720,792.3921666666666
218721,1584.4
218722,50.7666
218723,231.582
218724,986.91
218725,925.004
218726,609.192
218727,396.639
218728,1335.47
218729,278.677
218730,1404.43
218731,354.198
218732,1836.42
218733,2156.76
218734,1619.76
218735,509.267
218736,602.822
218737,1719.15
218738,1470.11
218739,200.517
218740,607.006
218741,2357.89
218742,1013.96
218743,472.101
218744,128.695
218745,3517.35
218746,1299.64
218747,3125.15
218748,419.266
218749,2508.18
218750,557.331
218751,893.761
218752,163.424
218753,271.743
218754,337.926
218755,209.257
218756,80.8215
218757,2352.61
218758,539.976
218759,293.556
218760,986.758
218761,1629.42
218762,4343.34
218763,595.0145
218764,303.92
218765,1311.99
218766,805.37
218767,1986.26
218768,322.001
218769,2292.24
218770,1615.27
218771,973.709
218772,697.269
218773,490.792
218774,733.357
218775,4188.35
218776,296.237
218777,1148.35
218778,291.272
218779,2935.81
218780,397.861
218781,2334.92
218782,746.681
218783,4554.73
218784,1729.9
218785,3089.79
218786,381.685
218787,158.849
218788,477.783
218789,560.338
218790,76.6841
218791,276.808
218792,529.462
218793,817.447
218794,1091.89
218795,45.4896
218796,2428.81
218797,210.535
218798,1087.57
218799,2592.53
218800,1428.09
218801,921.863
218802,418.779
218803,940.438
218804,105.272
218805,324.806
218806,266.332
218807,84.7412
218808,774.097
218809,735.306
218810,1471.83
218811,1246.64
218812,308.8295
218813,1359.19
218814,226.628
218815,234.893
218816,1189.71
218817,675.385
218818,1212.22
218819,1718.0
218820,690.943
218821,306.989
218822,1999.24
218823,269.561
218824,1281.31
218825,396.965
218826,261.582
218827,762.648
218828,694.202
218829,3002.44
218830,2975.45
218831,1168.32
218832,336.68
218833,1737.12
218834,1012.86
218835,1422.18
218836,2159.22
218837,1805.92
218838,1386.14
218839,354.956
218840,266.219
218841,802.253
218842,660.036
218843,221.421
218844,1061.82
218845,434.33
218846,418.257
218847,167.411
218848,1265.47
218849,1763.12
218850,249.402
218851,1871.31
218852,173.41
218853,854.192
218854,747.181
218855,677.122
218856,2029.01
218857,429.117
218858,1366.49
218859,622.739
218860,1144.64
218861,1241.29
218862,302.245
218863,1325.89
218864,908.326
218865,1074.38
218866,201.007
218867,101.107
218868,648.016
218869,616.096
218870,1000.1
218871,717.516
218872,1996.29
218873,2823.0
218874,165.745
218875,269.624
218876,785.2555
218877,313.23
218878,1374.46
218879,609.433
218880,381.814
218881,2362.09
218882,261.346
218883,702.271
218884,856.47
218885,641.821
218886,826.919
218887,299.736
218888,1310.46
218889,345.678
218890,244.341
218891,393.407
218892,1793.71
218893,1453.02
218894,1102.84
218895,722.252
218896,1573.52
218897,706.949
218898,431.626
218899,405.356
218900,826.498
218901,175.362
218902,298.725
218903,613.944
218904,8805.53
218905,322.5045
218906,321.7
218907,1289.18
218908,1224.99
218909,993.433
218910,2414.5
218911,698.72
218912,378.204
218913,272.933
218914,320.796
218915,226.396
218916,327.609
218917,957.784
218918,1424.98
218919,788.942
218920,3532.37
218921,1009.54
218922,752.559
218923,856.617
218924,962.234
218925,561.119
218926,195.424
218927,264.286
218928,2231.84
218929,1971.58
218930,1085.79
218931,1024.71
218932,1411.5
218933,1340.11
218934,402.869
218935,1771.22
218936,1973.28
218937,241.844
218938,184.228
218939,376.804
218940,560.725
218941,2208.37
218942,155.957
218943,2494.81
218944,781.766
218945,2664.71
218946,388.318
218947,446.685
218948,1195.99
218949,538.08
218950,2408.09
218951,2523.77
218952,367.934
218953,189.898
218954,165.829
218955,179.478
218956,2211.8900000000003
218957,362.037
218958,2295.3
218959,139.705
218960,4092.85
218961,666.694
218962,1319.89
218963,1177.88
218964,3484.45
218965,455.997
218966,393.122
218967,88.3341
218968,1208.4
218969,175.304
218970,1830.73
218971,385.716
218972,1780.08
218973,171.302
218974,336.43
218975,318.174
218976,1550.91
218977,1160.13
218978,906.057
218979,422.366
218980,408.813
218981,674.305
218982,1964.33
218983,951.751
218984,397.628
218985,618.167
218986,107.887
218987,381.099
218988,462.642
218989,1827.29
218990,1636.65
218991,1520.7
218992,3848.79
218993,2005.79
218994,432.785
218995,1407.503333333333
218996,3181.54
218997,648.449
218998,1271.92
218999,782.767
219000,146.533
219001,311.017
219002,232.33
219003,887.663
219004,1015.46
219005,1479.07
219006,2032.86
219007,112.787
219008,779.231
219009,959.502
219010,1553.64
219011,323.406
219012,1918.8
219013,150.196
219014,609.276
219015,929.506
219016,856.07
219017,493.638
219018,415.094
219019,904.834
219020,509.841
219021,1633.94
219022,681.436
219023,362.83
219024,321.725
219025,490.793
219026,797.914
219027,212.539
219028,1185.68
219029,254.219
219030,3506.68
219031,737.067
219032,6685.13
219033,676.185
219034,1342.62
219035,1718.93
219036,2196.46
219037,1377.79
219038,1380.36
219039,1357.3
219040,3027.17
219041,347.955
219042,868.504
219043,1182.505
219044,1357.42
219045,1461.87
219046,1228.98
219047,788.161
219048,2485.64
219049,3611.81
219050,161.457
219051,835.265
219052,331.639
219053,2910.96
219054,791.377
219055,1024.63
219056,5211.34
219057,1836.93
219058,257.111
219059,776.745
219060,502.177
219061,3667.1
219062,267.757
219063,1033.27
219064,1019.55
219065,1391.19
219066,1210.93
219067,385.489
219068,3057.09
219069,540.724
219070,1220.64
219071,129.273
219072,874.54
219073,632.712
219074,56.7558
219075,3290.49
219076,569.629
219077,411.496
219078,2770.02
219079,712.272
219080,361.869
219081,210.285
219082,247.86
219083,449.206
219084,124.2415
219085,673.866
219086,257.372
219087,4814.54
219088,822.611
219089,2251.44
219090,1756.76
219091,1837.38
219092,703.798
219093,222.184
219094,1987.41
219095,346.34450000000004
219096,1403.43
219097,1663.52
219098,698.486
219099,794.644
219100,2366.27
219101,915.779
219102,1642.94
219103,2169.67
219104,197.385
219105,1537.27
219106,683.634
219107,2721.1
219108,172.635
219109,319.9735
219110,1433.97
219111,1484.72
219112,149.639
219113,220.2125
219114,799.641
219115,265.7115
219116,276.796
219117,542.483
219118,1021.8266666666664
219119,1011.87
219120,1675.27
219121,2874.44
219122,330.82
219123,1506.59
219124,269.623
219125,3867.19
219126,255.52
219127,344.563
219128,1527.42
219129,1077.4
219130,42.9321
219131,2324.75
219132,1294.0
219133,855.886
219134,960.026
219135,346.616
219136,1249.39
219137,2036.09
219138,326.804
219139,368.583
219140,55.033
219141,1554.94
219142,1113.76
219143,691.809
219144,675.322
219145,2216.56
219146,369.102
219147,307.677
219148,3014.54
219149,760.03
219150,430.337
219151,275.572
219152,2545.92
219153,121.31505
219154,493.94
219155,165.733
219156,1168.29
219157,147.158
219158,1020.29
219159,500.129
219160,1804.96
219161,926.711
219162,303.991
219163,410.256
219164,830.104
219165,185.188
219166,1771.32
219167,594.379
219168,1276.68
219169,625.036
219170,722.284
219171,1820.4
219172,843.318
219173,1454.71
219174,5089.53
219175,208.43
219176,1976.21
219177,537.378
219178,3051.18
219179,288.098
219180,945.892
219181,1500.96
219182,387.776
219183,370.928
219184,435.978
219185,772.20175
219186,201.291
219187,513.074
219188,1543.52
219189,1132.78
219190,507.302
219191,1204.61
219192,955.287
219193,1246.6
219194,4284.01
219195,3418.98
219196,1799.7
219197,324.664
219198,3612.13
219199,583.476
219200,441.455
219201,1287.67
219202,679.992
219203,338.415
219204,4522.08
219205,519.824
219206,1196.96
219207,1369.6
219208,373.223
219209,177.857
219210,725.366
219211,990.832
219212,251.298
219213,5652.47
219214,85.5128
219215,3145.98
219216,768.816
219217,3675.69
219218,81.8558
219219,1236.73
219220,329.846
219221,1084.91
219222,1089.34
219223,1640.43
219224,131.183
219225,1308.53
219226,365.639
219227,200.347
219228,206.037
219229,327.735
219230,394.965
219231,206.613
219232,307.789
219233,646.103
219234,458.233
219235,374.242
219236,564.648
219237,1152.6
219238,769.717
219239,2139.7
219240,604.527
219241,257.97450000000003
219242,571.841
219243,718.924
219244,1290.39
219245,1705.73
219246,1435.55
219247,371.924
219248,946.062
219249,1277.29
219250,855.35
219251,908.241
219252,1578.84
219253,1240.72
219254,1194.47
219255,522.184
219256,1801.73
219257,357.058
219258,3574.08
219259,1514.57
219260,1380.05
219261,304.5295
219262,738.145
219263,1886.15
219264,2721.63
219265,398.935
219266,1330.14
219267,1419.25
219268,365.601
219269,770.87
219270,789.172
219271,5884.21
219272,1491.08
219273,860.673
219274,492.837
219275,390.245
219276,1096.56
219277,414.322
219278,3447.36
219279,963.978
219280,1594.05
219281,303.046
219282,326.627
219283,1341.02
219284,2321.41
219285,693.854
219286,143.48
219287,1641.57
219288,488.512
219289,145.40949999999998
219290,2610.16
219291,1584.74
219292,2021.82
219293,658.561
219294,610.2245
219295,1420.09
219296,441.574
219297,1067.01
219298,1569.04
219299,206.241
219300,228.445
219301,4182.42
219302,1562.48
219303,1880.2
219304,1116.26
219305,2322.99
219306,805.06
219307,892.749
219308,990.0
219309,1101.67
219310,1107.77
219311,2435.3
219312,556.949
219313,948.179
219314,279.044
219315,525.567
219316,342.898
219317,56.9642
219318,322.239
219319,529.942
219320,231.392
219321,333.442
219322,184.517
219323,336.012
219324,175.972
219325,1018.0
219326,485.028
219327,215.004
219328,2261.07
219329,1845.34
219330,286.168
219331,415.085
219332,1297.94
219333,936.443
219334,536.019
219335,295.6615
219336,1630.94
219337,316.931
219338,375.685
219339,258.955
219340,300.26
219341,305.086
219342,286.112
219343,971.26
219344,339.07
219345,233.93
219346,2367.94
219347,1725.47
219348,2648.46
219349,6569.13
219350,137.302
219351,419.368
219352,794.784
219353,2206.81
219354,363.493
219355,220.618
219356,431.967
219357,785.257
219358,219.969
219359,434.408
219360,374.774
219361,1368.86
219362,1015.99
219363,305.833
219364,143.017
219365,1348.17
219366,258.974
219367,468.409
219368,910.006
219369,208.132
219370,260.395
219371,1053.36
219372,248.3875
219373,990.657
219374,817.502
219375,1607.3
219376,403.368
219377,154.393
219378,1001.33
219379,2142.35
219380,172.994
219381,1414.6
219382,2849.63
219383,439.874
219384,2547.41
219385,129.92
219386,746.273
219387,1807.65
219388,288.581
219389,534.122
219390,992.16
219391,2925.92
219392,870.905
219393,1407.4
219394,335.381
219395,216.732
219396,901.345
219397,1559.85
219398,190.029
219399,1249.76
219400,149.468
219401,558.173
219402,2132.49
219403,252.093
219404,268.83
219405,2488.57
219406,976.355
219407,891.0505
219408,1289.73
219409,230.619
219410,179.866
219411,493.442
219412,823.036
219413,577.853
219414,2216.61
219415,141.55399999999997
219416,799.372
219417,347.984
219418,315.516
219419,444.586
219420,1433.13
219421,2804.07
219422,209.903
219423,548.007
219424,429.188
219425,131.196
219426,1241.375
219427,4832.85
219428,733.04
219429,2144.15
219430,151.148
219431,2316.61
219432,2281.87
219433,763.178
219434,575.209
219435,3002.2
219436,371.205
219437,1553.21
219438,897.516
219439,1457.49
219440,856.936
219441,94.0294
219442,2398.67
219443,1031.48
219444,456.36
219445,1426.26
219446,301.613
219447,4028.31
219448,1713.36
219449,1189.96
219450,380.189
219451,446.362
219452,811.418
219453,415.314
219454,70.6747
219455,411.386
219456,356.398
219457,1148.16
219458,2074.68
219459,1435.63
219460,194.332
219461,864.412
219462,4440.4
219463,516.798
219464,2712.3
219465,1446.21
219466,2064.96
219467,502.516
219468,1970.76
219469,480.899
219470,197.778
219471,834.476
219472,407.504
219473,326.577
219474,1547.99
219475,1071.69
219476,522.341
219477,3765.68
219478,3322.91
219479,2734.6
219480,291.092
219481,942.695
219482,1912.76
219483,54.5244
219484,668.097
219485,325.7
219486,120.487
219487,234.432
219488,1785.63
219489,319.187
219490,347.575
219491,1653.48
219492,529.6685
219493,271.385
219494,3835.844
219495,1210.13
219496,302.85
219497,549.294
219498,494.23
219499,2022.13
219500,2985.2
219501,834.774
219502,1568.3
219503,355.514
219504,137.877
219505,925.164
219506,358.8115
219507,960.365
219508,1005.53
219509,782.277
219510,270.037
219511,541.583
219512,400.509
219513,132.372
219514,712.601
219515,456.653
219516,1494.57
219517,377.07
219518,363.198
219519,1631.08
219520,3100.41
219521,3126.34
219522,4184.49
219523,381.408
219524,1055.13
219525,280.521
219526,1369.15
219527,953.016
219528,185.371
219529,369.775
219530,3974.4
219531,213.444
219532,536.326
219533,1188.965
219534,269.578
219535,1170.53
219536,1007.96
219537,303.172
219538,1673.7
219539,1320.23
219540,290.624
219541,712.8340000000001
219542,320.758
219543,431.193
219544,354.3955
219545,266.9335
219546,503.143
219547,321.864
219548,277.519
219549,271.29
219550,2124.85
219551,1452.84
219552,1607.21
219553,451.14
219554,614.526
219555,755.306
219556,1768.27
219557,276.466
219558,1059.61
219559,1866.2
219560,1657.32
219561,216.882
219562,929.828
219563,877.403
219564,1586.6
219565,1244.85
219566,576.558
219567,1163.68
219568,526.505
219569,454.391
219570,866.155
219571,4175.08
219572,1897.78
219573,219.956
219574,2970.2
219575,1118.02
219576,197.885
219577,858.914
219578,1170.66
219579,358.003
219580,344.873
219581,2258.95
219582,511.178
219583,2094.15
219584,179.041
219585,1966.62
219586,387.879
219587,842.0125
219588,1040.94
219589,449.777
219590,1069.1
219591,625.372
219592,1497.18
219593,797.343
219594,769.142
219595,1807.09
219596,219.901
219597,1192.26
219598,1410.33
219599,2976.22
219600,1214.06
219601,1147.27
219602,1159.3
219603,1232.9
219604,494.557
219605,3330.61
219606,4925.54
219607,902.017
219608,739.51
219609,502.297
219610,459.315
219611,402.376
219612,1918.54
219613,1716.87
219614,863.541
219615,373.905
219616,313.256
219617,2423.69
219618,315.086
219619,861.2460000000001
219620,765.628
219621,299.1205
219622,1521.73
219623,87.9482
219624,4448.75
219625,287.942
219626,232.423
219627,417.334
219628,480.175
219629,1292.65
219630,258.572
219631,1473.62
219632,884.791
219633,641.585
219634,2970.73
219635,256.854
219636,140.813
219637,1353.4
219638,955.472
219639,2533.84
219640,467.416
219641,1210.1
219642,1609.21
219643,275.3
219644,396.371
219645,1007.25
219646,1930.17
219647,1584.44
219648,2186.26
219649,1102.83
219650,2433.62
219651,2409.05
219652,882.002
219653,450.44
219654,313.228
219655,193.054
219656,796.397
219657,357.315
219658,1828.34
219659,1869.49
219660,657.056
219661,293.953
219662,1237.22
219663,1118.65
219664,2440.01
219665,291.911
219666,179.174
219667,1204.63
219668,621.633
219669,1071.3
219670,1842.02
219671,682.333
219672,650.653
219673,743.875
219674,464.379
219675,1578.83
219676,2005.41
219677,124.955
219678,621.247
219679,314.627
219680,957.346
219681,245.199
219682,328.256
219683,613.085
219684,384.063
219685,866.779
219686,358.966
219687,970.413
219688,2192.6
219689,279.822
219690,1823.44
219691,351.716
219692,951.464
219693,967.508
219694,977.638
219695,574.774
219696,1623.795
219697,717.756
219698,246.063
219699,943.735
219700,1786.46
219701,229.919
219702,237.442
219703,1375.53
219704,3488.49
219705,148.558
219706,1023.42
219707,449.339
219708,2719.89
219709,1847.31
219710,498.286
219711,1914.72
219712,287.545
219713,1518.73
219714,1355.33
219715,788.831
219716,450.053
219717,909.798
219718,493.27
219719,2117.94
219720,1288.9
219721,1519.9
219722,1674.96
219723,204.432
219724,3239.385
219725,1495.56
219726,934.692
219727,1950.27
219728,1259.84
219729,1191.31
219730,788.208
219731,165.636
219732,138.32
219733,147.164
219734,1095.77
219735,373.706
219736,193.564
219737,2145.15
219738,284.905
219739,200.266
219740,1194.6
219741,3399.1
219742,990.626
219743,341.415
219744,163.551
219745,1030.46
219746,834.332
219747,1816.0
219748,1199.91
219749,949.112
219750,410.631
219751,638.839
219752,1950.64
219753,175.425
219754,4681.48
219755,1427.61
219756,1246.14
219757,1737.37
219758,229.69
219759,837.428
219760,1394.0
219761,501.306
219762,1470.53
219763,569.884
219764,1962.75
219765,2357.83
219766,2414.36
219767,1656.88
219768,832.637
219769,1624.15
219770,780.432
219771,1084.64
219772,245.563
219773,1073.46
219774,272.103
219775,759.266
219776,208.718
219777,267.369
219778,948.9
219779,382.1605
219780,1905.53
219781,465.404
219782,777.163
219783,857.821
219784,1123.68
219785,1625.59
219786,299.43
219787,1398.91
219788,1471.54
219789,194.556
219790,295.57
219791,3214.37
219792,269.558
219793,165.897
219794,1769.14
219795,677.434
219796,5213.68
219797,354.719
219798,206.436
219799,2244.61
219800,834.602
219801,4045.245
219802,1582.34
219803,4815.16
219804,2590.98
219805,780.773
219806,2217.37
219807,4106.63
219808,5502.85
219809,2729.85
219810,1353.81
219811,298.052
219812,1545.84
219813,1376.01
219814,2595.45
219815,2679.06
219816,652.9200000000001
219817,103.097
219818,3437.57
219819,474.176
219820,330.066
219821,248.743
219822,668.876
219823,337.865
219824,858.66
219825,1340.56
219826,532.08
219827,1214.94
219828,967.548
219829,1063.31
219830,158.443
219831,1718.34
219832,325.048
219833,671.794
219834,1202.33
219835,3257.09
219836,1202.88
219837,1521.09
219838,388.0835
219839,130.564
219840,1297.1
219841,1596.21
219842,375.909
219843,188.585
219844,1975.46
219845,282.664
219846,1625.23
219847,821.01
219848,267.956
219849,437.763
219850,1716.19
219851,2096.72
219852,648.499
219853,488.66
219854,391.838
219855,428.529
219856,1139.95
219857,642.678
219858,1291.68
219859,717.322
219860,384.124
219861,1456.31
219862,331.112
219863,579.673
219864,1152.17
219865,2769.38
219866,403.22
219867,274.927
219868,577.695
219869,527.993
219870,1110.05
219871,485.638
219872,2741.03
219873,437.256
219874,658.4780000000001
219875,2379.09
219876,393.2076666666667
219877,812.855
219878,952.674
219879,721.687
219880,397.619
219881,2138.03
219882,396.356
219883,309.27
219884,1537.6
219885,308.872
219886,1282.2
219887,198.99
219888,480.612
219889,788.604
219890,2733.57
219891,900.38
219892,261.121
219893,4508.63
219894,376.8085
219895,528.364
219896,321.891
219897,621.994
219898,1341.98
219899,801.433
219900,2151.91
219901,1066.43
219902,1201.52
219903,1075.4115000000002
219904,2962.9
219905,3134.8366666666666
219906,218.812
219907,849.331
219908,2904.13
219909,294.824
219910,565.81
219911,269.583
219912,1144.46
219913,389.251
219914,1701.33
219915,925.762
219916,488.732
219917,1691.2
219918,1355.33
219919,1210.62
219920,1180.08
219921,2676.66
219922,216.587
219923,1097.83
219924,825.675
219925,988.78
219926,2095.88
219927,1075.36
219928,1031.28
219929,546.647
219930,1059.95
219931,1153.02
219932,883.168
219933,1006.0
219934,727.935
219935,895.115
219936,679.479
219937,931.671
219938,333.905
219939,1234.77
219940,1024.04
219941,210.317
219942,3010.44
219943,699.289
219944,1491.27
219945,718.938
219946,581.889
219947,892.409
219948,541.516
219949,403.459
219950,229.531
219951,276.745
219952,1480.5500000000002
219953,188.944
219954,177.471
219955,129.978
219956,209.245
219957,485.846
219958,897.147
219959,301.711
219960,1030.72
219961,896.057
219962,6039.39
219963,407.913
219964,1472.06
219965,780.964
219966,1538.52
219967,1143.99
219968,1261.46
219969,926.447
219970,768.043
219971,221.614
219972,1257.06
219973,3461.53
219974,294.485
219975,1218.17
219976,287.009
219977,2232.54
219978,297.728
219979,587.655
219980,263.586
219981,1294.74
219982,309.977
219983,848.368
219984,393.012
219985,1875.49
219986,251.775
219987,4122.51
219988,271.685
219989,833.55
219990,991.517
219991,1478.49
219992,259.137
219993,1960.91
219994,1222.61
219995,1632.19
219996,137.724
219997,118.385
219998,1330.15
219999,1135.985
220000,529.538
220001,278.347
220002,2180.13
220003,511.727
220004,406.642
220005,1240.63
220006,1823.68
220007,356.66
220008,1656.87
220009,1877.53
220010,352.451
220011,519.349
220012,562.464
220013,328.476
220014,1010.88
220015,1775.83
220016,74.1996
220017,471.791
220018,999.912
220019,4589.91
220020,969.022
220021,827.058
220022,144.071
220023,1044.98
220024,1100.58
220025,1304.11
220026,1522.75
220027,536.031
220028,248.557
220029,1854.89
220030,75.6101
220031,536.396
220032,360.944
220033,385.394
220034,2517.57
220035,544.759
220036,1464.46
220037,2706.48
220038,543.892
220039,343.346
220040,5686.3
220041,169.354
220042,322.598
220043,229.702
220044,1507.4
220045,167.937
220046,361.552
220047,198.852
220048,1585.37
220049,1250.68
220050,244.216
220051,1615.27
220052,3054.6
220053,299.879
220054,315.996
220055,2760.91
220056,308.733
220057,400.943
220058,663.463
220059,413.278
220060,295.885
220061,721.389
220062,474.339
220063,242.104
220064,488.198
220065,976.681
220066,300.556
220067,1561.0
220068,638.615
220069,568.191
220070,312.453
220071,690.288
220072,446.03
220073,4044.95
220074,371.988
220075,738.308
220076,311.457
220077,1017.72
220078,210.72
220079,260.938
220080,262.703
220081,1605.32
220082,413.271
220083,449.977
220084,271.426
220085,1595.88
220086,250.275
220087,636.725
220088,2853.17
220089,266.206
220090,335.834
220091,303.004
220092,2871.39
220093,809.532
220094,2782.54
220095,258.359
220096,547.204
220097,271.679
220098,1352.65
220099,660.723
220100,439.3
220101,406.9505
220102,216.316
220103,4586.03
220104,259.481
220105,1485.03
220106,405.293
220107,1647.09
220108,264.849
220109,1911.33
220110,478.629
220111,274.193
220112,321.617
220113,408.354
220114,639.4108
220115,773.705
220116,2612.77
220117,1634.84
220118,1294.72
220119,1699.3
220120,4593.62
220121,1192.56
220122,1533.67
220123,1370.02
220124,531.828
220125,1489.66
220126,234.586
220127,454.655
220128,1588.64
220129,3831.84
220130,1649.27
220131,555.269
220132,561.697
220133,347.832
220134,3112.31
220135,571.084
220136,1092.34
220137,2223.0150000000003
220138,1557.35
220139,1223.61
220140,3196.4
220141,1054.62
220142,1615.9
220143,425.664
220144,384.708
220145,462.819
220146,657.908
220147,1867.17
220148,323.237
220149,541.298
220150,337.808
220151,332.547
220152,563.544
220153,1517.62
220154,228.654
220155,2116.04
220156,221.71
220157,320.165
220158,367.322
220159,355.282
220160,846.554
220161,828.245
220162,1019.38
220163,464.837
220164,2076.255
220165,1365.17
220166,55.7724
220167,273.262
220168,136.894
220169,4060.22
220170,2750.81
220171,1542.24
220172,2093.26
220173,730.572
220174,889.527
220175,595.759
220176,1302.43
220177,2388.3
220178,920.097
220179,1243.49
220180,436.019
220181,271.377
220182,194.568
220183,1596.17
220184,649.91
220185,528.775
220186,876.91
220187,1216.94
220188,1046.22
220189,1077.63
220190,4291.01
220191,223.63
220192,394.511
220193,317.467
220194,103.954
220195,1083.15
220196,1092.94
220197,466.561
220198,425.482
220199,1164.2
220200,712.832
220201,484.699
220202,104.876
220203,268.434
220204,299.501
220205,251.496
220206,3140.87
220207,703.394
220208,1220.35
220209,235.036
220210,1733.31
220211,872.389
220212,397.344
220213,674.359
220214,358.045
220215,204.72266666666667
220216,1852.21
220217,241.327
220218,2674.85
220219,1335.29
220220,1716.145
220221,362.538
220222,844.708
220223,223.169
220224,439.708
220225,2980.75
220226,572.008
220227,317.464
220228,3795.79
220229,170.535
220230,267.722
220231,3681.44
220232,496.92
220233,2551.47
220234,4118.07
220235,296.639
220236,2604.56
220237,822.019
220238,774.503
220239,1196.13
220240,379.362
220241,1678.34
220242,298.175
220243,1039.95
220244,275.18
220245,216.866
220246,1247.67
220247,886.999
220248,1190.37
220249,385.827
220250,2626.7
220251,1512.99
220252,2005.39
220253,1271.31
220254,123.305
220255,677.033
220256,2407.57
220257,739.317
220258,283.36
220259,2487.41
220260,312.868
220261,2287.96
220262,319.866
220263,2261.67
220264,414.3
220265,1404.81
220266,484.606
220267,1867.19
220268,1497.05
220269,4173.51
220270,183.9234
220271,1108.28
220272,1005.2
220273,1081.76
220274,976.952
220275,2700.94
220276,1289.29
220277,3233.21
220278,376.572
220279,1183.88
220280,226.523
220281,512.202
220282,508.991
220283,523.71
220284,473.345
220285,1400.698
220286,291.623
220287,1097.78
220288,753.086
220289,621.584
220290,1297.02
220291,1374.51
220292,328.218
220293,283.656
220294,266.772
220295,2003.42
220296,1768.36
220297,1637.55
220298,4800.07
220299,1347.55
220300,2851.895
220301,453.377
220302,376.107
220303,344.082
220304,417.71
220305,1392.99
220306,613.025
220307,194.958
220308,186.369
220309,1213.007
220310,194.311
220311,1275.35
220312,589.981
220313,1238.78
220314,2210.67
220315,1670.06
220316,595.058
220317,1826.74
220318,359.324
220319,509.07
220320,187.911
220321,771.984
220322,1234.5
220323,380.391
220324,5456.17
220325,1135.39
220326,818.3
220327,2331.79
220328,1180.78
220329,377.811
220330,1878.92
220331,2128.39
220332,3139.56
220333,1675.94
220334,1016.9
220335,1803.28
220336,1906.44
220337,459.127
220338,1276.99
220339,260.515
220340,285.805
220341,968.824
220342,291.728
220343,1306.53
220344,307.271
220345,231.05
220346,540.021
220347,1806.93
220348,215.9175
220349,1836.75
220350,290.701
220351,1934.17
220352,1353.0
220353,626.129
220354,187.141
220355,626.422
220356,628.85
220357,278.23
220358,934.99
220359,755.751
220360,1434.98
220361,258.382
220362,4345.77
220363,2560.2
220364,2644.35
220365,843.607
220366,2055.52
220367,412.969
220368,2573.71
220369,2600.11
220370,176.26
220371,3038.59
220372,952.154
220373,329.92
220374,263.414
220375,4155.05
220376,2188.76
220377,1889.21
220378,1278.57
220379,3254.51
220380,1276.16
220381,828.583
220382,2821.38
220383,835.439
220384,380.413
