,total_cases
8743,33929.0
8744,33929.0
8745,33929.0
8746,33929.0
8747,33929.0
8748,33966.0
8749,33966.0
8750,34051.0
8751,34051.0
8752,34051.0
8753,34051.0
8754,34051.0
8755,34089.0
8756,34089.0
8757,34189.0
8758,34189.0
8759,34189.0
8760,34189.0
8761,34189.0
8762,34264.0
8763,34345.0
8764,34345.0
8765,34345.0
8766,34345.0
8767,34345.0
8768,34345.0
8769,34446.0
8770,34446.0
8771,34589.0
8772,34589.0
8773,34589.0
8774,34589.0
8775,34589.0
8776,34693.0
8777,34693.0
8778,34846.0
8779,34846.0
8780,34846.0
8781,34846.0
8782,34846.0
8783,556.0
8784,654.0
8785,937.0
8786,1429.0
8787,2105.0
8788,2912.0
8789,5558.0
8790,6143.0
8791,8208.0
8792,9889.0
8793,11991.0
8794,16738.0
8795,19827.0
8796,23836.0
8797,27579.0
8798,30739.0
8799,34267.0
8800,36989.0
8801,40014.0
8802,42551.0
8803,44589.0
8804,44966.0
8805,60116.0
8806,66599.0
8807,68674.0
8808,70787.0
8809,72721.0
8810,74515.0
8811,74935.0
8812,75480.0
8813,76088.0
8814,77807.0
8815,78030.0
8816,78521.0
8817,79264.0
8818,80063.0
8819,81155.0
8820,82236.0
8821,83728.0
8822,85321.0
8823,86704.0
8824,88571.0
8825,89799.0
8826,91090.0
8827,93121.0
8828,94880.0
8829,96081.0
8830,96987.0
8831,98175.0
8832,99896.0
8833,101263.0
8834,103074.0
8835,104983.0
8836,106931.0
8837,108644.0
8838,110649.0
8839,112782.0
8840,114922.0
8841,117619.0
8842,120175.0
8843,123415.0
8844,126484.0
8845,130104.0
8846,135516.0
8847,141242.0
8848,148329.0
8849,155518.0
8850,162726.0
8851,169959.0
8852,180531.0
8853,189255.0
8854,198451.0
8855,207247.0
8856,216272.0
8857,226225.0
8858,236308.0
8859,245878.0
8860,255943.0
8861,266187.0
8862,277377.0
8863,289374.0
8864,301035.0
8865,312610.0
8866,324078.0
8867,335543.0
8868,347942.0
8869,360753.0
8870,372954.0
8871,385231.0
8872,399306.0
8873,412982.0
8874,425201.0
8875,438030.0
8876,451032.0
8877,463037.0
8878,474636.0
8879,485642.0
8880,497637.0
8881,510612.0
8882,523521.0
8883,536892.0
8884,549051.0
8885,561464.0
8886,575475.0
8887,590402.0
8888,606408.0
8889,622081.0
8890,638881.0
8891,654019.0
8892,672510.0
8893,689066.0
8894,706106.0
8895,723083.0
8896,743703.0
8897,761482.0
8898,781257.0
8899,802061.0
8900,822724.0
8901,844894.0
8902,867494.0
8903,891742.0
8904,915970.0
8905,940357.0
8906,964424.0
8907,986225.0
8908,1006527.0
8909,1030394.0
8910,1056331.0
8911,1085188.0
8912,1112763.0
8913,1141967.0
8914,1170099.0
8915,1200660.0
8916,1234062.0
8917,1266207.0
8918,1299323.0
8919,1333762.0
8920,1368360.0
8921,1399506.0
8922,1433226.0
8923,1469996.0
8924,1507843.0
8925,1540535.0
8926,1579459.0
8927,1624420.0
8928,1661702.0
8929,1699563.0
8930,1741266.0
8931,1782202.0
8932,1825253.0
8933,1867036.0
8934,1906914.0
8935,1947480.0
8936,1989877.0
8937,2033697.0
8938,2078029.0
8939,2124203.0
8940,2170672.0
8941,2217649.0
8942,2262112.0
8943,2308658.0
8944,2375380.0
8945,2426009.0
8946,2476811.0
8947,2530539.0
8948,2586725.0
8949,2636788.0
8950,2687029.0
8951,2740925.0
8952,2798554.0
8953,2855002.0
8954,2910353.0
8955,2965207.0
8956,3021620.0
8957,3076607.0
8958,3137113.0
8959,3198021.0
8960,3262093.0
8961,3336296.0
8962,3404863.0
8963,3466344.0
8964,3531777.0
8965,3603458.0
8966,3683320.0
8967,3758400.0
8968,3832803.0
8969,3905702.0
8970,3974956.0
8971,4052945.0
8972,4130837.0
8973,4211752.0
8974,4300305.0
8975,4377857.0
8976,4459625.0
8977,4534813.0
8978,4614151.0
8979,4699983.0
8980,4790710.0
8981,4881426.0
8982,4972505.0
8983,5059120.0
8984,5140458.0
8985,5226303.0
8986,5321731.0
8987,5414244.0
8988,5509028.0
8989,5600459.0
8990,5684236.0
8991,5762121.0
8992,5855172.0
8993,5953544.0
8994,6050548.0
8995,6147795.0
8996,6242937.0
8997,6327016.0
8998,6413318.0
8999,6495440.0
9000,6608435.0
9001,6712034.0
9002,6815986.0
9003,6920657.0
9004,7024117.0
9005,7118315.0
9006,7222178.0
9007,7332642.0
9008,7444181.0
9009,7559500.0
9010,7674692.0
9011,7791731.0
9012,7892854.0
9013,8011326.0
9014,8136932.0
9015,8264905.0
9016,8393988.0
9017,8518311.0
9018,8639263.0
9019,8755128.0
9020,8877509.0
9021,9008654.0
9022,9138256.0
9023,9264882.0
9024,9388730.0
9025,9506174.0
9026,9612132.0
9027,9729861.0
9028,9853710.0
9029,9977354.0
9030,10099894.0
9031,10221871.0
9032,10335258.0
9033,10433804.0
9034,10547955.0
9035,10673671.0
9036,10793131.0
9037,10910183.0
9038,11017733.0
9039,11125899.0
9040,11223255.0
9041,11331891.0
9042,11448715.0
9043,11557568.0
9044,11664754.0
9045,11772872.0
9046,11871763.0
9047,11962248.0
9048,12062035.0
9049,12166837.0
9050,12268702.0
9051,12369353.0
9052,12465927.0
9053,12557294.0
9054,12639666.0
9055,12730480.0
9056,12828793.0
9057,12925884.0
9058,13023485.0
9059,13112193.0
9060,13197356.0
9061,13270124.0
9062,13354950.0
9063,13448130.0
9064,13541320.0
9065,13633432.0
9066,13720269.0
9067,13807855.0
9068,13890975.0
9069,13984044.0
9070,14081414.0
9071,14177936.0
9072,14279572.0
9073,14373350.0
9074,14468113.0
9075,14553689.0
9076,14649129.0
9077,14750061.0
9078,14849194.0
9079,14948720.0
9080,15042879.0
9081,15124603.0
9082,15205317.0
9083,15299571.0
9084,15406260.0
9085,15513226.0
9086,15621887.0
9087,15725603.0
9088,15830495.0
9089,15927288.0
9090,16034630.0
9091,16144362.0
9092,16282809.0
9093,16428957.0
9094,16556534.0
9095,16681828.0
9096,16797368.0
9097,16920239.0
9098,17047432.0
9099,17178780.0
9100,17305314.0
9101,17428705.0
9102,17548317.0
9103,17656790.0
9104,17775272.0
9105,17893596.0
9106,18802141.0
9107,18916718.0
9108,19026729.0
9109,19126003.0
9110,19220485.0
9111,19327996.0
9112,19434660.0
9113,19536557.0
9114,19637040.0
9115,19732723.0
9116,19820214.0
9117,19899642.0
9118,19989587.0
9119,20079633.0
9120,20168418.0
9121,20254497.0
9122,20330362.0
9123,20401900.0
9124,20471872.0
9125,20553589.0
9126,20637370.0
9127,20722487.0
9128,20797886.0
9129,20868712.0
9130,20937912.0
9131,21010349.0
9132,21093063.0
9133,21180899.0
9134,21268705.0
9135,21336299.0
9136,21441321.0
9137,21517822.0
9138,21592183.0
9139,21674394.0
9140,21761696.0
9141,21848087.0
9142,21930706.0
9143,22016341.0
9144,22091599.0
9145,22156449.0
9146,22231273.0
9147,22313002.0
9148,22389530.0
9149,22465349.0
9150,22538573.0
9151,22605567.0
9152,22664264.0
9153,22740454.0
9154,22820511.0
9155,22903416.0
9156,22979301.0
9157,23053703.0
9158,23121154.0
9159,23187052.0
9160,23256391.0
9161,23333537.0
9162,23406379.0
9163,23474656.0
9164,23544652.0
9165,23610747.0
9166,23670370.0
9167,23738392.0
9168,23809271.0
9169,23874293.0
9170,23941245.0
9171,24004299.0
9172,24063027.0
9173,24122393.0
9174,24191156.0
9175,24260617.0
9176,24327358.0
9177,24394621.0
9178,24457317.0
9179,24524707.0
9180,24592079.0
9181,24665672.0
9182,24742203.0
9183,24818202.0
9184,24893103.0
9185,24963059.0
9186,25031042.0
9187,25100149.0
9188,25176685.0
9189,25257400.0
9190,25338480.0
9191,25419621.0
9192,25497044.0
9193,25574405.0
9194,25653828.0
9195,25736920.0
9196,25826828.0
9197,25918599.0
9198,26012359.0
9199,26101021.0
9200,26191748.0
9201,26285531.0
9202,26387781.0
9203,26503235.0
9204,26623501.0
9205,26745171.0
9206,26864928.0
9207,26990077.0
9208,27110755.0
9209,27244954.0
9210,27391473.0
9211,27546429.0
9212,27702969.0
9213,27855948.0
9214,28018387.0
9215,28171374.0
9216,28332649.0
9217,28515967.0
9218,28714540.0
9219,28924752.0
9220,29133777.0
9221,29357742.0
9222,29567127.0
9223,29813573.0
9224,30082073.0
9225,30361840.0
9226,30655052.0
9227,30944627.0
9228,31250600.0
9229,31552862.0
9230,31885338.0
9231,32241504.0
9232,32613923.0
9233,33002669.0
9234,33411119.0
9235,33826327.0
9236,34226320.0
9237,34674426.0
9238,35147098.0
9239,35629824.0
9240,36115911.0
9241,36589334.0
9242,37062806.0
9243,37504702.0
9244,37994714.0
9245,38503390.0
9246,39015268.0
9247,39533711.0
9248,40032299.0
9249,40508772.0
9250,40968210.0
9251,41455045.0
9252,41974186.0
9253,42498570.0
9254,43003609.0
9255,43502363.0
9256,43958551.0
9257,44377925.0
9258,44821188.0
9259,45273444.0
9260,45704333.0
9261,46103621.0
9262,46486520.0
9263,46842438.0
9264,47189493.0
9265,47541741.0
9266,47905985.0
9267,48252554.0
9268,48596966.0
9269,48917792.0
9270,49213630.0
9271,49490275.0
9272,49782612.0
9273,50074166.0
9274,50344918.0
9275,50602517.0
9276,50843604.0
9277,51071331.0
9278,51274842.0
9279,51481216.0
9280,51693192.0
9281,51903920.0
9282,52098784.0
9283,52280615.0
9284,52445649.0
9285,52593813.0
9286,52754403.0
9287,52921258.0
9288,53086738.0
9289,53245226.0
9290,53392095.0
9291,53531684.0
9292,53662742.0
9293,53796047.0
9294,53935897.0
9295,54078798.0
9296,54215882.0
9297,54343805.0
9298,54474577.0
9299,54593675.0
9300,54727109.0
9301,54863998.0
9302,55006941.0
9303,55142714.0
9304,55273558.0
9305,55410429.0
9306,55541211.0
9307,55682612.0
9308,55831805.0
9309,55986857.0
9310,56137117.0
9311,56277684.0
9312,56422927.0
9313,56573615.0
9314,56737956.0
9315,56910822.0
9316,57091607.0
9317,57271024.0
9318,57440024.0
9319,57613124.0
9320,57790094.0
9321,57986685.0
9322,58195731.0
9323,58416735.0
9324,58627144.0
9325,58828647.0
9326,59021424.0
9327,59202277.0
9328,59422682.0
9329,59624377.0
9330,59828610.0
9331,60105418.0
9332,60256053.0
9333,60491369.0
9334,60706419.0
9335,60974393.0
9336,61248200.0
9337,61523118.0
9338,61780682.0
9339,62023073.0
9340,62279934.0
9341,62506952.0
9342,62791165.0
9343,63075357.0
9344,63359178.0
9345,63638960.0
9346,63898976.0
9347,64155159.0
9348,64396018.0
9349,64667434.0
9350,64960394.0
9351,65226784.0
9352,65521831.0
9353,65775573.0
9354,66032511.0
9355,66273395.0
9356,66549426.0
9357,66812793.0
9358,67081298.0
9359,67345746.0
9360,67589169.0
9361,67822222.0
9362,68051114.0
9363,68316861.0
9364,68599625.0
9365,68877734.0
9366,69149828.0
9367,69403802.0
9368,69643172.0
9369,69879613.0
9370,70119192.0
9371,70380869.0
9372,70627779.0
9373,70875090.0
9374,71095090.0
9375,71321556.0
9376,71520245.0
9377,71738385.0
9378,71976427.0
9379,72200674.0
9380,72412717.0
9381,72613133.0
9382,72798837.0
9383,72987019.0
9384,73181654.0
9385,73379300.0
9386,73579006.0
9387,73770522.0
9388,73951890.0
9389,74124677.0
9390,74295268.0
9391,74473711.0
9392,74652486.0
9393,74830800.0
9394,75000347.0
9395,75160170.0
9396,75317812.0
9397,75460486.0
9398,75600782.0
9399,75752747.0
9400,75913554.0
9401,76066533.0
9402,76203001.0
9403,76330550.0
9404,76454877.0
9405,76586680.0
9406,76751652.0
9407,76884657.0
9408,77018426.0
9409,77139205.0
9410,77259352.0
9411,77371554.0
9412,77498862.0
9413,77627033.0
9414,77754450.0
9415,77876466.0
9416,77985659.0
9417,78095503.0
9418,78201079.0
9419,78318360.0
9420,78435988.0
9421,78548075.0
9422,78664706.0
9423,78768188.0
9424,78870468.0
9425,78964509.0
9426,79070324.0
9427,79182264.0
9428,79290720.0
9429,79398436.0
9430,79494274.0
9431,79609297.0
9432,79702159.0
9433,79808738.0
9434,79918483.0
9435,80026010.0
9436,80125567.0
9437,80222193.0
9438,80313515.0
9439,80404383.0
9440,80504975.0
9441,80607803.0
9442,80704680.0
9443,80800191.0
9444,80886100.0
9445,80968904.0
9446,81053309.0
9447,81141268.0
9448,81237209.0
9449,81331403.0
9450,81421547.0
9451,81510033.0
9452,81590472.0
9453,81670236.0
9454,81791351.0
9455,81885859.0
9456,81978811.0
9457,82069594.0
9458,82157645.0
9459,82236836.0
9460,82317091.0
9461,82407674.0
9462,82499564.0
9463,82586572.0
9464,82668258.0
9465,82743168.0
9466,82830157.0
9467,82905630.0
9468,82993363.0
9469,83079508.0
9470,83163352.0
9471,83244157.0
9472,83321929.0
9473,83393829.0
9474,83464628.0
9475,83546729.0
9476,83626632.0
9477,83722012.0
9478,83789488.0
9479,83859404.0
9480,83934062.0
9481,84000272.0
9482,84075399.0
9483,84150759.0
9484,84222679.0
9485,84296471.0
9486,84366991.0
9487,84434406.0
9488,84508939.0
9489,84598402.0
9490,84699477.0
9491,84816953.0
9492,84936560.0
9493,85054535.0
9494,85173899.0
9495,85315769.0
9496,85505120.0
9497,85754219.0
9498,86056061.0
9499,86374509.0
9500,86731686.0
9501,87106090.0
9502,87510247.0
9503,87934758.0
9504,88505067.0
9505,89026042.0
9506,89557235.0
9507,90121117.0
9508,90626323.0
9509,91085804.0
9510,91658433.0
9511,92507804.0
9512,93222825.0
9513,93942144.0
9514,94623085.0
9515,95222958.0
9516,95977454.0
9517,96687023.0
9518,97439805.0
9519,98141834.0
9520,98821316.0
9521,99492807.0
9522,100169895.0
9523,100790985.0
9524,101458138.0
9525,102166633.0
9526,102856020.0
9527,103485523.0
9528,104063261.0
9529,104646804.0
9530,105210198.0
9531,105844700.0
9532,106482205.0
9533,107085045.0
9534,107662417.0
9535,108173327.0
9536,108671335.0
9537,109155592.0
9538,109740621.0
9539,110336340.0
9540,110944541.0
9541,111508677.0
9542,112063599.0
9543,112564302.0
9544,113048170.0
9545,113672557.0
9546,114333381.0
9547,114937645.0
9548,115526529.0
9549,116168193.0
9550,116733970.0
9551,117295378.0
9552,117988189.0
9553,118703913.0
9554,119496178.0
9555,120240857.0
9556,120958705.0
9557,121611753.0
9558,122205311.0
9559,122995575.0
9560,123862903.0
9561,124620050.0
9562,125417159.0
9563,126402567.0
9564,127138385.0
9565,127963037.0
9566,128753285.0
9567,129855525.0
9568,130814377.0
9569,131570946.0
9570,132499118.0
9571,133025323.0
9572,133656911.0
9573,134551787.0
9574,135226095.0
9575,135851234.0
9576,136536599.0
9577,137161974.0
9578,137587332.0
9579,138332295.0
9580,139031901.0
9581,139599009.0
9582,140133240.0
9583,140634036.0
9584,141072884.0
9585,141437010.0
9586,141865482.0
9587,142337608.0
9588,142804207.0
9589,143230786.0
9590,143655776.0
9591,143996270.0
9592,144245864.0
9593,144623815.0
9594,144955511.0
9595,145293765.0
9596,145579511.0
9597,145914436.0
9598,146127137.0
9599,146300688.0
9600,146562304.0
9601,146813902.0
9602,147047468.0
9603,147289793.0
9604,147481817.0
9605,147680172.0
9606,147831610.0
9607,148010726.0
9608,148250887.0
9609,148374737.0
9610,148585585.0
9611,148759563.0
9612,148867836.0
9613,148996726.0
9614,149127456.0
9615,149287995.0
9616,4.0
9617,5.0
9618,5.0
9619,6.0
9620,9.0
9621,9.0
9622,12.0
9623,12.0
9624,12.0
9625,13.0
9626,13.0
9627,14.0
9628,15.0
9629,15.0
9630,15.0
9631,15.0
9632,15.0
9633,15.0
9634,15.0
9635,15.0
9636,15.0
9637,15.0
9638,15.0
9639,15.0
9640,15.0
9641,15.0
9642,15.0
9643,15.0
9644,15.0
9645,15.0
9646,15.0
9647,15.0
9648,15.0
9649,15.0
9650,25.0
9651,27.0
9652,30.0
9653,39.0
9654,52.0
9655,55.0
9656,60.0
9657,63.0
9658,76.0
9659,91.0
9660,107.0
9661,128.0
9662,128.0
9663,200.0
9664,250.0
9665,297.0
9666,377.0
9667,452.0
9668,568.0
9669,681.0
9670,791.0
9671,1071.0
9672,1549.0
9673,1682.0
9674,2044.0
9675,2364.0
9676,2810.0
9677,3143.0
9678,3640.0
9679,3984.0
9680,4361.0
9681,4559.0
9682,4862.0
9683,5116.0
9684,5330.0
9685,5550.0
9686,5687.0
9687,5797.0
9688,5895.0
9689,6010.0
9690,6108.0
9691,6215.0
9692,6303.0
9693,6315.0
9694,6351.0
9695,6415.0
9696,6440.0
9697,6462.0
9698,6522.0
9699,6568.0
9700,6610.0
9701,6623.0
9702,6645.0
9703,6652.0
9704,6662.0
9705,6677.0
9706,6694.0
9707,6714.0
9708,6721.0
9709,6744.0
9710,6752.0
9711,6766.0
9712,6778.0
9713,6799.0
9714,6822.0
9715,6847.0
9716,6875.0
9717,6894.0
9718,6913.0
9719,6918.0
9720,6939.0
9721,6948.0
9722,6970.0
9723,6980.0
9724,6989.0
9725,7019.0
9726,7035.0
9727,7044.0
9728,7054.0
9729,7068.0
9730,7072.0
9731,7081.0
9732,7095.0
9733,7099.0
9734,7114.0
9735,7114.0
9736,7126.0
9737,7139.0
9738,7150.0
9739,7165.0
9740,7184.0
9741,7192.0
9742,7202.0
9743,7221.0
9744,7229.0
9745,7240.0
9746,7247.0
9747,7252.0
9748,7259.0
9749,7265.0
9750,7267.0
9751,7274.0
9752,7285.0
9753,7289.0
9754,7294.0
9755,7320.0
9756,7335.0
9757,7347.0
9758,7370.0
9759,7391.0
9760,7409.0
9761,7411.0
9762,7461.0
9763,7474.0
9764,7492.0
9765,7521.0
9766,7558.0
9767,7595.0
9768,7601.0
9769,7686.0
9770,7764.0
9771,7834.0
9772,7920.0
9773,8001.0
9774,8066.0
9775,8260.0
9776,8443.0
9777,8583.0
9778,8755.0
9779,8886.0
9780,9056.0
9781,9374.0
9782,9553.0
9783,9797.0
9784,9980.0
9785,10251.0
9786,10487.0
9787,10810.0
9788,11233.0
9789,11441.0
9790,11802.0
9791,12069.0
9792,12428.0
9793,12894.0
9794,13302.0
9795,13595.0
9796,13950.0
9797,14403.0
9798,14935.0
9799,15303.0
9800,15582.0
9801,16298.0
9802,16903.0
9803,17280.0
9804,17895.0
9805,18318.0
9806,18730.0
9807,19445.0
9808,19890.0
9809,20272.0
9810,20698.0
9811,21084.0
9812,21397.0
9813,21713.0
9814,22127.0
9815,22358.0
9816,22742.0
9817,23035.0
9818,23287.0
9819,23558.0
9820,23773.0
9821,23989.0
9822,24236.0
9823,24407.0
9824,24602.0
9825,24811.0
9826,24915.0
9827,25053.0
9828,25204.0
9829,25322.0
9830,25448.0
9831,25547.0
9832,25670.0
9833,25746.0
9834,25819.0
9835,25923.0
9836,26049.0
9837,26136.0
9838,26207.0
9839,26278.0
9840,26321.0
9841,26373.0
9842,26465.0
9843,26524.0
9844,26564.0
9845,26607.0
9846,26651.0
9847,26692.0
9848,26739.0
9849,26778.0
9850,26813.0
9851,26861.0
9852,26885.0
9853,26898.0
9854,26912.0
9855,26942.0
9856,26972.0
9857,26980.0
9858,27000.0
9859,27016.0
9860,27040.0
9861,27044.0
9862,27055.0
9863,27078.0
9864,27096.0
9865,27109.0
9866,27121.0
9867,27135.0
9868,27148.0
9869,27173.0
9870,27181.0
9871,27206.0
9872,27226.0
9873,27244.0
9874,27263.0
9875,27285.0
9876,27310.0
9877,27337.0
9878,27357.0
9879,27371.0
9880,27378.0
9881,27390.0
9882,27399.0
9883,27405.0
9884,27443.0
9885,27458.0
9886,27476.0
9887,27495.0
9888,27513.0
9889,27525.0
9890,27539.0
9891,27553.0
9892,27565.0
9893,27579.0
9894,27585.0
9895,27595.0
9896,27601.0
9897,27610.0
9898,27622.0
9899,27630.0
9900,27644.0
9901,27652.0
9902,27658.0
9903,27665.0
9904,27669.0
9905,27671.0
9906,27675.0
9907,27676.0
9908,27682.0
9909,27711.0
9910,27749.0
9911,27758.0
9912,27777.0
9913,27785.0
9914,27792.0
9915,27806.0
9916,27821.0
9917,27834.0
9918,27843.0
9919,27853.0
9920,27865.0
9921,27873.0
9922,27886.0
9923,27892.0
9924,27902.0
9925,27912.0
9926,27923.0
9927,27939.0
9928,27949.0
9929,27956.0
9930,27965.0
9931,27972.0
9932,27987.0
9933,27993.0
9934,28000.0
9935,28011.0
9936,28025.0
9937,28030.0
9938,28037.0
9939,28048.0
9940,28060.0
9941,28072.0
9942,28093.0
9943,28126.0
9944,28168.0
9945,28198.0
9946,28219.0
9947,28237.0
9948,28262.0
9949,28274.0
9950,28297.0
9951,28308.0
9952,28337.0
9953,28349.0
9954,28381.0
9955,28405.0
9956,28425.0
9957,28460.0
9958,28484.0
9959,28504.0
9960,28517.0
9961,28536.0
9962,28546.0
9963,28571.0
9964,28582.0
9965,28595.0
9966,28614.0
9967,28634.0
9968,28650.0
9969,28660.0
9970,28669.0
9971,28689.0
9972,28708.0
9973,28721.0
9974,28731.0
9975,28740.0
9976,28749.0
9977,28755.0
9978,28760.0
9979,28766.0
9980,28777.0
9981,28780.0
9982,28786.0
9983,28794.0
9984,28799.0
9985,28806.0
9986,28811.0
9987,28818.0
9988,28823.0
9989,28829.0
9990,28838.0
9991,28842.0
9992,28848.0
9993,28851.0
9994,28857.0
9995,28860.0
9996,28871.0
9997,28879.0
9998,28887.0
9999,28892.0
10000,28898.0
10001,28900.0
10002,28905.0
10003,28911.0
10004,28912.0
10005,28918.0
10006,28920.0
10007,28926.0
10008,28930.0
10009,28937.0
10010,28939.0
10011,28947.0
10012,28957.0
10013,28965.0
10014,28970.0
10015,28978.0
10016,28986.0
10017,28996.0
10018,29007.0
10019,29021.0
10020,29029.0
10021,29034.0
10022,29046.0
10023,29061.0
10024,29074.0
10025,29090.0
10026,29102.0
10027,29112.0
10028,29117.0
10029,29130.0
10030,29137.0
10031,29154.0
10032,29166.0
10033,29183.0
10034,29192.0
10035,29196.0
10036,29206.0
10037,29211.0
10038,29221.0
10039,29230.0
10040,29239.0
10041,29252.0
10042,29259.0
10043,29276.0
10044,29296.0
10045,29304.0
10046,29322.0
10047,29333.0
10048,29341.0
10049,29348.0
10050,29357.0
10051,29365.0
10052,29379.0
10053,29385.0
10054,29390.0
10055,29396.0
10056,29405.0
10057,29419.0
10058,29429.0
10059,29450.0
10060,29469.0
10061,29484.0
10062,29499.0
10063,29519.0
10064,29533.0
10065,29556.0
10066,29576.0
10067,29594.0
10068,29638.0
10069,29653.0
10070,29663.0
10071,29680.0
10072,29717.0
10073,29750.0
10074,29773.0
10075,29798.0
10076,29811.0
10077,29824.0
10078,29838.0
10079,29850.0
10080,29865.0
10081,29884.0
10082,29893.0
10083,29906.0
10084,29922.0
10085,29931.0
10086,29938.0
10087,29946.0
10088,29955.0
10089,29957.0
10090,29964.0
10091,29975.0
10092,29978.0
10093,29983.0
10094,29992.0
10095,29995.0
10096,29999.0
10097,30003.0
10098,30007.0
10099,30019.0
10100,30029.0
10101,30046.0
10102,30063.0
10103,30074.0
10104,30083.0
10105,30096.0
10106,30105.0
10107,30118.0
10108,30124.0
10109,30137.0
10110,30141.0
10111,30157.0
10112,30173.0
10113,30191.0
10114,30205.0
10115,30210.0
10116,30225.0
10117,30228.0
10118,30234.0
10119,30248.0
10120,30262.0
10121,30273.0
10122,30286.0
10123,30301.0
10124,30309.0
10125,30322.0
10126,30331.0
10127,30355.0
10128,30366.0
10129,30380.0
10130,30404.0
10131,30424.0
10132,30457.0
10133,30499.0
10134,30528.0
10135,30560.0
10136,30602.0
10137,30643.0
10138,30684.0
10139,30734.0
10140,30753.0
10141,30804.0
10142,30831.0
10143,30861.0
10144,30903.0
10145,30951.0
10146,31015.0
10147,31100.0
10148,31221.0
10149,31323.0
10150,31429.0
10151,31513.0
10152,31626.0
10153,31771.0
10154,31899.0
10155,32016.0
10156,32120.0
10157,32266.0
10158,32426.0
10159,32582.0
10160,32753.0
10161,32918.0
10162,33082.0
10163,33266.0
10164,33473.0
10165,33726.0
10166,33909.0
10167,34130.0
10168,34383.0
10169,34612.0
10170,34836.0
10171,35089.0
10172,35391.0
10173,35698.0
10174,36051.0
10175,36328.0
10176,36630.0
10177,37010.0
10178,37377.0
10179,37749.0
10180,38165.0
10181,38658.0
10182,39097.0
10183,39615.0
10184,40097.0
10185,40774.0
10186,41521.0
10187,42228.0
10188,43119.0
10189,44026.0
10190,44920.0
10191,45754.0
10192,46725.0
10193,47840.0
10194,48816.0
10195,49935.0
10196,51256.0
10197,52611.0
10198,53868.0
10199,55093.0
10200,56560.0
10201,58208.0
10202,59949.0
10203,61619.0
10204,63155.0
10205,64621.0
10206,66317.0
10207,68042.0
10208,69912.0
10209,71987.0
10210,73603.0
10211,75323.0
10212,76901.0
10213,78544.0
10214,80400.0
10215,82200.0
10216,84056.0
10217,85628.0
10218,87128.0
10219,88710.0
10220,90369.0
10221,92178.0
10222,93942.0
10223,95807.0
10224,97559.0
10225,99031.0
10226,100911.0
10227,102723.0
10228,105123.0
10229,107181.0
10230,109516.0
10231,111388.0
10232,113411.0
10233,115800.0
10234,117826.0
10235,120042.0
10236,122566.0
10237,125081.0
10238,127471.0
10239,129567.0
10240,131415.0
10241,133444.0
10242,136188.0
10243,138720.0
10244,141031.0
10245,143204.0
10246,145263.0
10247,147301.0
10248,149398.0
10249,151942.0
10250,154489.0
10251,156372.0
10252,158546.0
10253,160230.0
10254,162016.0
10255,163866.0
10256,165904.0
10257,167790.0
10258,169379.0
10259,170564.0
10260,172030.0
10261,173165.0
10262,174276.0
10263,175813.0
10264,177393.0
10265,178927.0
10266,180314.0
10267,181578.0
10268,182870.0
10269,184071.0
10270,185627.0
10271,187041.0
10272,188493.0
10273,189608.0
10274,190603.0
10275,191617.0
10276,192845.0
10277,194112.0
10278,195617.0
10279,196977.0
10280,198442.0
10281,199649.0
10282,200651.0
10283,202115.0
10284,203642.0
10285,205269.0
10286,206749.0
10287,207984.0
10288,209139.0
10289,210238.0
10290,211655.0
10291,213357.0
10292,214879.0
10293,216587.0
10294,217836.0
10295,219121.0
10296,220555.0
10297,222260.0
10298,223914.0
10299,225625.0
10300,227382.0
10301,228925.0
10302,230768.0
10303,232738.0
10304,235547.0
10305,238970.0
10306,242772.0
10307,246789.0
10308,250651.0
10309,254682.0
10310,259174.0
10311,264705.0
10312,273062.0
10313,281280.0
10314,291135.0
10315,300594.0
10316,310478.0
10317,322275.0
10318,339953.0
10319,361322.0
10320,395133.0
10321,425496.0
10322,462955.0
10323,492563.0
10324,537308.0
10325,608803.0
10326,684229.0
10327,762458.0
10328,860550.0
10329,972457.0
10330,1045291.0
10331,1139097.0
10332,1223505.0
10333,1398776.0
10334,1526961.0
10335,1613249.0
10336,1726116.0
10337,1786007.0
10338,1870362.0
10339,1954977.0
10340,2022581.0
10341,2086522.0
10342,2129688.0
10343,2196870.0
10344,2229104.0
10345,2287126.0
10346,2340046.0
10347,2391062.0
10348,2457285.0
10349,2523265.0
10350,2570523.0
10351,2607242.0
10352,2580386.0
10353,2620532.0
10354,2644760.0
10355,2676939.0
10356,2704275.0
10357,2727260.0
10358,2752507.0
10359,2779880.0
10360,2811390.0
10361,2822873.0
10362,2854123.0
10363,2876687.0
10364,2902294.0
10365,2914583.0
10366,2945496.0
10367,2969890.0
10368,2967316.0
10369,2990045.0
10370,3013262.0
10371,3030638.0
10372,3048857.0
10373,3074020.0
10374,3099249.0
10375,3124101.0
10376,3150771.0
10377,3170574.0
10378,3188117.0
10379,3209599.0
10380,3235017.0
10381,3256772.0
10382,3296784.0
10383,3321943.0
10384,3344659.0
10385,3362035.0
10386,3384217.0
10387,3429179.0
10388,3459870.0
10389,3496205.0
10390,3527894.0
10391,3562971.0
10392,3596466.0
10393,3622906.0
10394,3651709.0
10395,3706018.0
10396,3763166.0
10397,3812332.0
10398,3859284.0
10399,3900138.0
10400,3943368.0
10401,3996431.0
