,total_cases
154981,17153.0
154982,17184.0
154983,17184.0
154984,17184.0
154985,17184.0
154986,17222.0
154987,17237.0
154988,17237.0
154989,17262.0
154990,17278.0
154991,17278.0
154992,17278.0
154993,17301.0
154994,17311.0
154995,17311.0
154996,17321.0
154997,17333.0
154998,17333.0
154999,17333.0
155000,17353.0
155001,17356.0
155002,17362.0
155003,17369.0
155004,17369.0
155005,17369.0
155006,17369.0
155007,17408.0
155008,17410.0
155009,17420.0
155010,17420.0
155011,17422.0
155012,17422.0
155013,17422.0
155014,17443.0
155015,17445.0
155016,17450.0
155017,17456.0
155018,17461.0
155019,17461.0
155020,17461.0
155021,17483.0
155022,17487.0
155023,1.0
155024,1.0
155025,1.0
155026,1.0
155027,1.0
155028,1.0
155029,1.0
155030,1.0
155031,2.0
155032,2.0
155033,2.0
155034,2.0
155035,2.0
155036,2.0
155037,2.0
155038,2.0
155039,2.0
155040,2.0
155041,2.0
155042,2.0
155043,2.0
155044,2.0
155045,2.0
155046,2.0
155047,6.0
155048,13.0
155049,15.0
155050,32.0
155051,45.0
155052,84.0
155053,120.0
155054,165.0
155055,222.0
155056,259.0
155057,400.0
155058,500.0
155059,673.0
155060,1073.0
155061,1695.0
155062,2277.0
155063,2277.0
155064,5232.0
155065,6391.0
155066,7798.0
155067,9942.0
155068,11748.0
155069,13910.0
155070,17963.0
155071,20410.0
155072,25374.0
155073,28768.0
155074,35136.0
155075,39885.0
155076,49515.0
155077,57786.0
155078,65719.0
155079,73235.0
155080,80110.0
155081,87956.0
155082,95923.0
155083,104118.0
155084,112065.0
155085,119199.0
155086,126168.0
155087,131646.0
155088,136675.0
155089,141942.0
155090,148220.0
155091,153222.0
155092,158273.0
155093,163027.0
155094,166831.0
155095,170099.0
155096,172541.0
155097,177644.0
155098,184948.0
155099,190839.0
155100,191726.0
155101,198674.0
155102,200210.0
155103,204178.0
155104,208389.0
155105,213024.0
155106,202990.0
155107,205905.0
155108,207634.0
155109,209465.0
155110,210773.0
155111,212917.0
155112,213435.0
155113,215216.0
155114,216582.0
155115,217466.0
155116,218011.0
155117,219329.0
155118,220325.0
155119,221447.0
155120,222857.0
155121,223578.0
155122,224350.0
155123,227436.0
155124,228030.0
155125,228691.0
155126,229540.0
155127,230183.0
155128,230698.0
155129,230698.0
155130,231606.0
155131,232037.0
155132,232555.0
155133,233037.0
155134,234824.0
155135,235290.0
155136,235772.0
155137,235400.0
155138,236259.0
155139,236259.0
155140,237906.0
155141,238564.0
155142,239228.0
155143,239479.0
155144,239638.0
155145,239932.0
155146,240326.0
155147,240660.0
155148,240978.0
155149,241310.0
155150,241550.0
155151,241717.0
155152,241966.0
155153,242280.0
155154,242707.0
155155,243209.0
155156,243605.0
155157,243928.0
155158,244109.0
155159,244328.0
155160,244683.0
155161,245268.0
155162,245575.0
155163,245938.0
155164,246272.0
155165,246504.0
155166,246752.0
155167,247086.0
155168,247486.0
155169,247905.0
155170,248469.0
155171,248770.0
155172,248970.0
155173,249271.0
155174,249659.0
155175,250103.0
155176,250545.0
155177,250545.0
155178,250545.0
155179,251789.0
155180,252130.0
155181,252513.0
155182,253056.0
155183,253908.0
155184,253908.0
155185,253908.0
155186,255953.0
155187,256619.0
155188,257494.0
155189,258855.0
155190,260255.0
155191,260255.0
155192,260255.0
155193,264836.0
155194,266194.0
155195,267551.0
155196,270166.0
155197,272421.0
155198,272421.0
155199,272421.0
155200,278782.0
155201,280610.0
155202,282641.0
155203,285430.0
155204,288522.0
155205,288522.0
155206,288522.0
155207,297054.0
155208,302814.0
155209,305767.0
155210,309855.0
155211,314362.0
155212,314362.0
155213,314362.0
155214,322980.0
155215,326612.0
155216,329784.0
155217,337334.0
155218,342813.0
155219,342813.0
155220,342813.0
155221,359082.0
155222,364196.0
155223,370867.0
155224,377906.0
155225,386054.0
155226,386054.0
155227,386054.0
155228,405436.0
155229,412553.0
155230,419849.0
155231,429507.0
155232,439286.0
155233,439286.0
155234,439286.0
155235,462858.0
155236,470973.0
155237,479554.0
155238,488513.0
155239,498989.0
155240,498989.0
155241,498989.0
155242,525549.0
155243,534513.0
155244,543379.0
155245,554143.0
155246,566326.0
155247,566326.0
155248,566326.0
155249,593730.0
155250,603167.0
155251,614360.0
155252,625651.0
155253,640040.0
155254,640040.0
155255,640040.0
155256,671468.0
155257,682267.0
155258,693556.0
155259,704209.0
155260,716481.0
155261,716481.0
155262,716481.0
155263,748266.0
155264,748266.0
155265,769188.0
155266,778607.0
155267,789932.0
155268,789932.0
155269,789932.0
155270,813412.0
155271,825410.0
155272,835901.0
155273,848324.0
155274,861112.0
155275,861112.0
155276,861112.0
155277,888968.0
155278,896086.0
155279,908056.0
155280,921374.0
155281,936560.0
155282,936560.0
155283,936560.0
155284,974449.0
155285,988322.0
155286,1005295.0
155287,1026281.0
155288,1046132.0
155289,1046132.0
155290,1046132.0
155291,1098320.0
155292,1116738.0
155293,1136503.0
155294,1160083.0
155295,1185678.0
155296,1185678.0
155297,1185678.0
155298,1240697.0
155299,1259366.0
155300,1284408.0
155301,1306316.0
155302,1328832.0
155303,1328832.0
155304,1328832.0
155305,1381218.0
155306,1381218.0
155307,1417709.0
155308,1437220.0
155309,1458591.0
155310,1458591.0
155311,1458591.0
155312,1496864.0
155313,1510023.0
155314,1525341.0
155315,1541574.0
155316,1556730.0
155317,1556730.0
155318,1556730.0
155319,1582616.0
155320,1594844.0
155321,1605066.0
155322,1617355.0
155323,1628208.0
155324,1628208.0
155325,1628208.0
155326,1648187.0
155327,1656444.0
155328,1665775.0
155329,1675902.0
155330,1684647.0
155331,1684647.0
155332,1684647.0
155333,1702328.0
155334,1702328.0
155335,1712101.0
155336,1720056.0
155337,1730575.0
155338,1730575.0
155339,1730575.0
155340,1751884.0
155341,1762212.0
155342,1773290.0
155343,1785421.0
155344,1797236.0
155345,1797236.0
155346,1797236.0
155347,1819249.0
155348,1829903.0
155349,1842289.0
155350,1854951.0
155351,1854951.0
155352,1854951.0
155353,1854951.0
155354,1879413.0
155355,1893502.0
155356,1910218.0
155357,1928265.0
155358,1928265.0
155359,1928265.0
155360,1928265.0
155361,1958844.0
155362,1982544.0
155363,1982544.0
155364,2024904.0
155365,2050360.0
155366,2050360.0
155367,2050360.0
155368,2111782.0
155369,2137220.0
155370,2176089.0
155371,2211967.0
155372,2252164.0
155373,2252164.0
155374,2252164.0
155375,2336451.0
155376,2370742.0
155377,2412318.0
155378,2456675.0
155379,2499560.0
155380,2499560.0
155381,2499560.0
155382,2593382.0
155383,2629817.0
155384,2670102.0
155385,2705001.0
155386,2743119.0
155387,2743119.0
155388,2743119.0
155389,2822805.0
155390,2851869.0
155391,2883465.0
155392,2913425.0
155393,2941990.0
155394,2941990.0
155395,2941990.0
155396,2989085.0
155397,3005487.0
155398,3023601.0
155399,3041454.0
155400,3056035.0
155401,3056035.0
155402,3056035.0
155403,3086286.0
155404,3096343.0
155405,3107172.0
155406,3121687.0
155407,3133122.0
155408,3133122.0
155409,3133122.0
155410,3153971.0
155411,3161432.0
155412,3170644.0
155413,3180212.0
155414,3188553.0
155415,3188553.0
155416,3188553.0
155417,3204531.0
155418,3130184.0
155419,3136321.0
155420,3142358.0
155421,3149012.0
155422,3149012.0
155423,3149012.0
155424,3160970.0
155425,3164982.0
155426,3172101.0
155427,3178356.0
155428,3183704.0
155429,3183704.0
155430,3183704.0
155431,3195062.0
155432,3200024.0
155433,3206116.0
155434,3212332.0
155435,3212332.0
155436,3212332.0
155437,3212332.0
155438,3228803.0
155439,3234319.0
155440,3234319.0
155441,3247738.0
155442,3255324.0
155443,3255324.0
155444,3255324.0
155445,3270825.0
155446,3275819.0
155447,3284353.0
155448,3291394.0
155449,3291394.0
155450,3300965.0
155451,3300965.0
155452,3311325.0
155453,3317948.0
155454,3326736.0
155455,3336637.0
155456,3347512.0
155457,3347512.0
155458,3347512.0
155459,3370256.0
155460,3376548.0
155461,3387022.0
155462,3396685.0
155463,3407283.0
155464,3407283.0
155465,3407283.0
155466,3428354.0
155467,3428354.0
155468,3446072.0
155469,3456886.0
155470,3468617.0
155471,3468617.0
155472,3468617.0
155473,3488469.0
155474,3496134.0
155475,3504799.0
155476,3514942.0
155477,3524077.0
155478,3524077.0
155479,3524077.0
155480,3540430.0
155481,3544945.0
155482,3551262.0
155483,3559222.0
155484,3567408.0
155485,3567408.0
155486,3567408.0
155487,3581392.0
155488,3586333.0
155489,3592751.0
155490,3598452.0
155491,3604799.0
155492,3604799.0
155493,3604799.0
155494,3615860.0
155495,3619848.0
155496,3625928.0
155497,3631661.0
155498,3636453.0
155499,3636453.0
155500,3636453.0
155501,3647520.0
155502,3652879.0
155503,3657886.0
155504,3663176.0
155505,3668658.0
155506,3668658.0
155507,3668658.0
155508,3678390.0
155509,3682778.0
155510,3687762.0
155511,3693012.0
155512,3697981.0
155513,3697981.0
155514,3697981.0
155515,3707523.0
155516,3711027.0
155517,3715454.0
155518,3729458.0
155519,3733600.0
155520,3733600.0
155521,3733600.0
155522,3741767.0
155523,3745199.0
155524,3749031.0
155525,3753228.0
155526,3757442.0
155527,3757442.0
155528,3757442.0
155529,3764651.0
155530,3768691.0
155531,3773032.0
155532,3777539.0
155533,3782463.0
155534,3782463.0
155535,3782463.0
155536,3792642.0
155537,3799733.0
155538,3808960.0
155539,3821305.0
155540,3833868.0
155541,3833868.0
155542,3833868.0
155543,3866475.0
155544,3880612.0
155545,3897996.0
155546,3915313.0
155547,3937192.0
155548,3937192.0
155549,3937192.0
155550,3971124.0
155551,4015084.0
155552,4041474.0
155553,4069162.0
155554,4100222.0
155555,4100222.0
155556,4100222.0
155557,4161850.0
155558,4189136.0
155559,4219723.0
155560,4249258.0
155561,4280429.0
155562,4280429.0
155563,4280429.0
155564,4342054.0
155565,4368453.0
155566,4395602.0
155567,4422291.0
155568,4447044.0
155569,4447044.0
155570,4447044.0
155571,4502983.0
155572,4523310.0
155573,4545184.0
155574,4566571.0
155575,4588132.0
155576,4588132.0
155577,4588132.0
155578,4627770.0
155579,4643450.0
155580,4660473.0
155581,4677883.0
155582,4693540.0
155583,4693540.0
155584,4693540.0
155585,4719266.0
155586,4733602.0
155587,4745558.0
155588,4758003.0
155589,4770453.0
155590,4770453.0
155591,4770453.0
155592,4794352.0
155593,4804424.0
155594,4815205.0
155595,4822320.0
155596,4831809.0
155597,4831809.0
155598,4831809.0
155599,4847298.0
155600,4855065.0
155601,4861883.0
155602,4871444.0
155603,4877755.0
155604,4877755.0
155605,4877755.0
155606,4887112.0
155607,4892640.0
155608,4898258.0
155609,4903021.0
155610,4907461.0
155611,4907461.0
155612,4907461.0
155613,4915265.0
155614,4918526.0
155615,4922249.0
155616,4926324.0
155617,4929546.0
155618,4929546.0
155619,4929546.0
155620,4935534.0
155621,4937984.0
155622,4940824.0
155623,4943855.0
155624,4946601.0
155625,4946601.0
155626,4946601.0
155627,4951640.0
155628,4953930.0
155629,4956691.0
155630,4959091.0
155631,4961128.0
155632,4961128.0
155633,4961128.0
155634,4965399.0
155635,4967200.0
155636,4969503.0
155637,4971310.0
155638,4973619.0
155639,4973619.0
155640,4973619.0
155641,4977448.0
155642,4977448.0
155643,4980206.0
155644,4982138.0
155645,4984386.0
155646,4984386.0
155647,4984386.0
155648,4988878.0
155649,4990767.0
155650,4993295.0
155651,4995176.0
155652,4997732.0
155653,4997732.0
155654,4997732.0
155655,5002217.0
155656,5004143.0
155657,5006675.0
155658,5008887.0
155659,5011148.0
155660,5011148.0
155661,5011148.0
155662,5011148.0
155663,5016968.0
155664,5019255.0
155665,5022546.0
155666,5025639.0
155667,5025639.0
155668,5025639.0
155669,5032056.0
155670,5032056.0
155671,5038517.0
155672,5042803.0
155673,5047156.0
155674,5047156.0
155675,5047156.0
155676,5056954.0
155677,5061045.0
155678,5067712.0
155679,5074027.0
155680,5080663.0
155681,5080663.0
155682,5080663.0
155683,5096538.0
155684,5103315.0
155685,5111842.0
155686,5121100.0
155687,5131012.0
155688,5131012.0
155689,5131012.0
155690,5153923.0
155691,5164184.0
155692,5174720.0
155693,5189220.0
155694,5202958.0
155695,5202958.0
155696,5202958.0
155697,5202958.0
155698,5246766.0
155699,5246766.0
155700,5273178.0
155701,5290273.0
155702,5290190.0
155703,5290190.0
155704,5339992.0
155705,5366128.0
155706,5393268.0
155707,5422168.0
155708,5455527.0
155709,5455527.0
155710,5455527.0
155711,5535231.0
155712,5585054.0
155713,5645095.0
155714,5718007.0
155715,5718007.0
155716,5718007.0
155717,5718007.0
155718,5932626.0
155719,6032297.0
155720,6133057.0
155721,6294745.0
155722,6294745.0
155723,6294745.0
155724,6294745.0
155725,6667511.0
155726,6785286.0
155727,6922466.0
155728,6922466.0
155729,7164906.0
155730,7164906.0
155731,7164906.0
155732,7457300.0
155733,7592242.0
155734,7771367.0
155735,7930528.0
155736,8093036.0
155737,8093036.0
155738,8093036.0
155739,8424503.0
155740,8518975.0
155741,8676916.0
155742,8834363.0
155743,8975458.0
155744,8975458.0
155745,8975458.0
155746,9280890.0
155747,9395767.0
155748,9529320.0
155749,9660208.0
155750,9779130.0
155751,9779130.0
155752,9779130.0
155753,9961253.0
155754,10039126.0
155755,10125348.0
155756,10199716.0
155757,10199716.0
155758,10199716.0
155759,10199716.0
155760,10395471.0
155761,10439302.0
155762,10502141.0
155763,10555196.0
155764,10604200.0
155765,10604200.0
155766,10604200.0
155767,10672906.0
155768,10707286.0
155769,10744394.0
155770,10778607.0
155771,10809222.0
155772,10809222.0
155773,10809222.0
155774,10858000.0
155775,10880193.0
155776,10914105.0
155777,10949997.0
155778,10977524.0
155779,10977524.0
155780,10977524.0
155781,10977524.0
155782,11036085.0
155783,11054888.0
155784,11078028.0
155785,11100428.0
155786,11100428.0
155787,11100428.0
155788,11136425.0
155789,11159574.0
155790,11181510.0
155791,11204125.0
155792,11223974.0
155793,11223974.0
155794,11223974.0
155795,11223974.0
155796,11260040.0
155797,11260040.0
155798,11260040.0
155799,11324637.0
155800,11324637.0
155801,11324637.0
155802,11324637.0
155803,11378784.0
155804,11378784.0
155805,11378784.0
155806,11451676.0
155807,11451676.0
155808,11451676.0
155809,11451676.0
155810,11508309.0
155811,11508309.0
155812,11508309.0
155813,11551574.0
155814,11551574.0
155815,11551574.0
155816,11551574.0
155817,11578653.0
155818,11578653.0
155819,11578653.0
155820,11627487.0
155821,11627487.0
155822,11627487.0
155823,11627487.0
155824,11662214.0
155825,11662214.0
155826,11662214.0
155827,11662214.0
155828,11662214.0
155829,11662214.0
155830,11662214.0
155831,11736893.0
155832,11736893.0
155833,11736893.0
155834,11786036.0
155835,11786036.0
155836,11786036.0
155837,11786036.0
155838,11833457.0
155839,11833457.0
155840,11833457.0
155841,11896152.0
155842,11896152.0
155843,11893480.0
155844,11896152.0
155845,11953481.0
155846,1.0
155847,1.0
155848,1.0
155849,1.0
155850,1.0
155851,1.0
155852,1.0
155853,1.0
155854,1.0
155855,1.0
155856,1.0
155857,1.0
155858,1.0
155859,1.0
155860,1.0
155861,1.0
155862,1.0
155863,1.0
155864,1.0
155865,1.0
155866,1.0
155867,1.0
155868,1.0
155869,1.0
155870,1.0
155871,1.0
155872,1.0
155873,1.0
155874,1.0
155875,1.0
155876,1.0
155877,1.0
155878,1.0
155879,1.0
155880,1.0
155881,1.0
155882,1.0
155883,1.0
155884,1.0
155885,1.0
155886,1.0
155887,1.0
155888,1.0
155889,1.0
155890,2.0
155891,2.0
155892,6.0
155893,10.0
155894,18.0
155895,28.0
155896,44.0
155897,51.0
155898,60.0
155899,73.0
155900,77.0
155901,82.0
155902,97.0
155903,102.0
155904,102.0
155905,106.0
155906,106.0
155907,113.0
155908,117.0
155909,122.0
155910,143.0
155911,146.0
155912,151.0
155913,159.0
155914,166.0
155915,176.0
155916,178.0
155917,185.0
155918,189.0
155919,190.0
155920,190.0
155921,198.0
155922,210.0
155923,217.0
155924,233.0
155925,238.0
155926,238.0
155927,244.0
155928,254.0
155929,271.0
155930,304.0
155931,310.0
155932,330.0
155933,368.0
155934,420.0
155935,460.0
155936,523.0
155937,588.0
155938,619.0
155939,649.0
155940,663.0
155941,690.0
155942,705.0
155943,718.0
155944,751.0
155945,771.0
155946,797.0
155947,824.0
155948,835.0
155949,847.0
155950,863.0
155951,869.0
155952,889.0
155953,915.0
155954,925.0
155955,935.0
155956,960.0
155957,981.0
155958,992.0
155959,1027.0
155960,1028.0
155961,1055.0
155962,1068.0
155963,1089.0
155964,1141.0
155965,1182.0
155966,1319.0
155967,1469.0
155968,1530.0
155969,1558.0
155970,1620.0
155971,1633.0
155972,1643.0
155973,1683.0
155974,1749.0
155975,1797.0
155976,1801.0
155977,1814.0
155978,1835.0
155979,1857.0
155980,1859.0
155981,1869.0
155982,1877.0
155983,1880.0
155984,1884.0
155985,1889.0
155986,1905.0
155987,1915.0
155988,1924.0
155989,1947.0
155990,1950.0
155991,1950.0
155992,1950.0
155993,1951.0
155994,1991.0
155995,2001.0
155996,2010.0
155997,2014.0
155998,2033.0
155999,2037.0
156000,2039.0
156001,2047.0
156002,2054.0
156003,2066.0
156004,2069.0
156005,2074.0
156006,2076.0
156007,2077.0
156008,2081.0
156009,2094.0
156010,2154.0
156011,2454.0
156012,2511.0
156013,2617.0
156014,2646.0
156015,2665.0
156016,2671.0
156017,2687.0
156018,2697.0
156019,2703.0
156020,2724.0
156021,2730.0
156022,2730.0
156023,2752.0
156024,2753.0
156025,2764.0
156026,2770.0
156027,2782.0
156028,2805.0
156029,2810.0
156030,2810.0
156031,2814.0
156032,2815.0
156033,2815.0
156034,2823.0
156035,2828.0
156036,2834.0
156037,2839.0
156038,2839.0
156039,2839.0
156040,2841.0
156041,2844.0
156042,2871.0
156043,2880.0
156044,2881.0
156045,2882.0
156046,2886.0
156047,2890.0
156048,2893.0
156049,2900.0
156050,2902.0
156051,2902.0
156052,2918.0
156053,2941.0
156054,2947.0
156055,2953.0
156056,2959.0
156057,2971.0
156058,2984.0
156059,2986.0
156060,2989.0
156061,2995.0
156062,3012.0
156063,3049.0
156064,3092.0
156065,3101.0
156066,3111.0
156067,3115.0
156068,3121.0
156069,3123.0
156070,3123.0
156071,3140.0
156072,3147.0
156073,3155.0
156074,3169.0
156075,3195.0
156076,3234.0
156077,3262.0
156078,3271.0
156079,3271.0
156080,3276.0
156081,3281.0
156082,3283.0
156083,3287.0
156084,3299.0
156085,3313.0
156086,3324.0
156087,3333.0
156088,3345.0
156089,3349.0
156090,3360.0
156091,3363.0
156092,3374.0
156093,3380.0
156094,3382.0
156095,3388.0
156096,3395.0
156097,3402.0
156098,3513.0
156099,4252.0
156100,4459.0
156101,4488.0
156102,4523.0
156103,4628.0
156104,4752.0
156105,4844.0
156106,5038.0
156107,5170.0
156108,5244.0
156109,5354.0
156110,5475.0
156111,5538.0
156112,5625.0
156113,5811.0
156114,5978.0
156115,6287.0
156116,7153.0
156117,7521.0
156118,7872.0
156119,8413.0
156120,8870.0
156121,9205.0
156122,9791.0
156123,10424.0
156124,10663.0
156125,11060.0
156126,11335.0
156127,11744.0
156128,12187.0
156129,12570.0
156130,12970.0
156131,13419.0
156132,13929.0
156133,14285.0
156134,14715.0
156135,15350.0
156136,15723.0
156137,16191.0
156138,16583.0
156139,17287.0
156140,17674.0
156141,18075.0
156142,18402.0
156143,18841.0
156144,19280.0
156145,19771.0
156146,20171.0
156147,20508.0
156148,20967.0
156149,21469.0
156150,22028.0
156151,22501.0
156152,22988.0
156153,23484.0
156154,23987.0
156155,24532.0
156156,25410.0
156157,26038.0
156158,26559.0
156159,27228.0
156160,27877.0
156161,28580.0
156162,29378.0
156163,30072.0
156164,30613.0
156165,31375.0
156166,32135.0
156167,32790.0
156168,33478.0
156169,34121.0
156170,34737.0
156171,35387.0
156172,36049.0
156173,36667.0
156174,37261.0
156175,37631.0
156176,38059.0
156177,38639.0
156178,39231.0
156179,39782.0
156180,40380.0
156181,41054.0
156182,41603.0
156183,42056.0
156184,42702.0
156185,43299.0
156186,43856.0
156187,44371.0
156188,44774.0
156189,45242.0
156190,45726.0
156191,46248.0
156192,46780.0
156193,47305.0
156194,47840.0
156195,48380.0
156196,48949.0
156197,49537.0
156198,50229.0
156199,50899.0
156200,51594.0
156201,52313.0
156202,53062.0
156203,53750.0
156204,54419.0
156205,55189.0
156206,56076.0
156207,56863.0
156208,57587.0
156209,58430.0
156210,59167.0
156211,59922.0
156212,60694.0
156213,61586.0
156214,62445.0
156215,63293.0
156216,64157.0
156217,64983.0
156218,65698.0
156219,66409.0
156220,67115.0
156221,67850.0
156222,68576.0
156223,69348.0
156224,70235.0
156225,71211.0
156226,72174.0
156227,73116.0
156228,74056.0
156229,74852.0
156230,75654.0
156231,76428.0
156232,77184.0
156233,77906.0
156234,78420.0
156235,78937.0
156236,79480.0
156237,79999.0
156238,80517.0
156239,81009.0
156240,81467.0
156241,81933.0
156242,82430.0
156243,82890.0
156244,83094.0
156245,83552.0
156246,83870.0
156247,84226.0
156248,84610.0
156249,84960.0
156250,85150.0
156251,85695.0
156252,86039.0
156253,86343.0
156254,86685.0
156255,86989.0
156256,87286.0
156257,87600.0
156258,87907.0
156259,88238.0
156260,88392.0
156261,88862.0
156262,89024.0
156263,89497.0
156264,89655.0
156265,90200.0
156266,90514.0
156267,90765.0
156268,91018.0
156269,91289.0
156270,91561.0
156271,91839.0
156272,92088.0
156273,92303.0
156274,92442.0
156275,92706.0
156276,92917.0
156277,93128.0
156278,93295.0
156279,93436.0
156280,93595.0
156281,93690.0
156282,93910.0
156283,94253.0
156284,94564.0
156285,94848.0
156286,95131.0
156287,95394.0
156288,95620.0
156289,95719.0
156290,95949.0
156291,96186.0
156292,96354.0
156293,96796.0
156294,97105.0
156295,97472.0
156296,98050.0
156297,98722.0
156298,99518.0
156299,100586.0
156300,101379.0
156301,102376.0
156302,103487.0
156303,104953.0
156304,106484.0
156305,108146.0
156306,109862.0
156307,111753.0
156308,113676.0
156309,115590.0
156310,117529.0
156311,119424.0
156312,121338.0
156313,123234.0
156314,125906.0
156315,128530.0
156316,131098.0
156317,133527.0
156318,135796.0
156319,138085.0
156320,140471.0
156321,142746.0
156322,145202.0
156323,147720.0
156324,151343.0
156325,154786.0
156326,158333.0
156327,161242.0
156328,164201.0
156329,167172.0
156330,169900.0
156331,172277.0
156332,174861.0
156333,177711.0
156334,180593.0
156335,183452.0
156336,186364.0
156337,189241.0
156338,192547.0
156339,195844.0
156340,199254.0
156341,202357.0
156342,205333.0
156343,207979.0
156344,210661.0
156345,213396.0
156346,216134.0
156347,218366.0
156348,221277.0
156349,223638.0
156350,225922.0
156351,228256.0
156352,230692.0
156353,233064.0
156354,235413.0
156355,237661.0
156356,239689.0
156357,241820.0
156358,243913.0
156359,246109.0
156360,248050.0
156361,249926.0
156362,251751.0
156363,253618.0
156364,255508.0
156365,257225.0
156366,259089.0
156367,260972.0
156368,262795.0
156369,264057.0
156370,265630.0
156371,266499.0
156372,267433.0
156373,268676.0
156374,269946.0
156375,271483.0
156376,273031.0
156377,274538.0
156378,276106.0
156379,277519.0
156380,279059.0
156381,280543.0
156382,282060.0
156383,283512.0
156384,284932.0
156385,286419.0
156386,287973.0
156387,289577.0
156388,291298.0
156389,292608.0
156390,294850.0
156391,296516.0
156392,298181.0
156393,299892.0
156394,301832.0
156395,304202.0
156396,306662.0
156397,308812.0
156398,311349.0
156399,313769.0
156400,316219.0
156401,318775.0
156402,321429.0
156403,324223.0
156404,326043.0
156405,329994.0
156406,332947.0
156407,335851.0
156408,342079.0
156409,345118.0
156410,348270.0
156411,351533.0
156412,354968.0
156413,358608.0
156414,365683.0
156415,369359.0
156416,373165.0
156417,381812.0
156418,385696.0
156419,390000.0
156420,394355.0
156421,398801.0
156422,407768.0
156423,412370.0
156424,416961.0
156425,421557.0
156426,426169.0
156427,436081.0
156428,440302.0
156429,444130.0
156430,447757.0
156431,451401.0
156432,451401.0
156433,462767.0
156434,465949.0
156435,471863.0
156436,474780.0
156437,477636.0
156438,480478.0
156439,483280.0
156440,485922.0
156441,488482.0
156442,490957.0
156443,496423.0
156444,498694.0
156445,500772.0
156446,502758.0
156447,504491.0
156448,506009.0
156449,507330.0
156450,508672.0
156451,510040.0
156452,511372.0
156453,512531.0
156454,513609.0
156455,514592.0
156456,515524.0
156457,516465.0
156458,517377.0
156459,518775.0
156460,519630.0
156461,520432.0
156462,521218.0
156463,522002.0
156464,522778.0
156465,523550.0
156466,524937.0
156467,525663.0
156468,526383.0
156469,527064.0
156470,527735.0
156471,528415.0
156472,529755.0
156473,530421.0
156474,531070.0
156475,531648.0
156476,532218.0
156477,532766.0
156478,533305.0
156479,533860.0
156480,534975.0
156481,535529.0
156482,536084.0
156483,536645.0
156484,537201.0
156485,538320.0
156486,538860.0
156487,539416.0
156488,539981.0
156489,541073.0
156490,541639.0
156491,542212.0
156492,542793.0
156493,543385.0
156494,544013.0
156495,544630.0
156496,545256.0
156497,545935.0
156498,546653.0
156499,547346.0
156500,548061.0
156501,548784.0
156502,549500.0
156503,551343.0
156504,552274.0
156505,552994.0
156506,553722.0
156507,554459.0
156508,555204.0
156509,555929.0
156510,556626.0
156511,557361.0
156512,558860.0
156513,559605.0
156514,560345.0
156515,561059.0
156516,561778.0
156517,562520.0
156518,563267.0
156519,563989.0
156520,564733.0
156521,565471.0
156522,566196.0
156523,566936.0
156524,567682.0
156525,568423.0
156526,569171.0
156527,569928.0
156528,570672.0
156529,571426.0
156530,572188.0
156531,572902.0
156532,573649.0
156533,576194.0
156534,576966.0
156535,577724.0
156536,578439.0
156537,579134.0
156538,579685.0
156539,580209.0
156540,580922.0
156541,581595.0
156542,582149.0
156543,582722.0
156544,583251.0
156545,583649.0
156546,584107.0
156547,584586.0
156548,586183.0
156549,586746.0
156550,587245.0
156551,587596.0
156552,587935.0
156553,588300.0
156554,588929.0
156555,589479.0
156556,590063.0
156557,590651.0
156558,591231.0
156559,591667.0
156560,592128.0
156561,593072.0
156562,593725.0
156563,594319.0
156564,594996.0
156565,595657.0
156566,596347.0
156567,597035.0
156568,597707.0
156569,598536.0
156570,599363.0
156571,600203.0
156572,601048.0
156573,601886.0
156574,602763.0
156575,603654.0
156576,604581.0
156577,607104.0
156578,608065.0
156579,609047.0
156580,610103.0
156581,611185.0
156582,612322.0
156583,613478.0
156584,614659.0
156585,615902.0
156586,617189.0
156587,618520.0
156588,620732.0
156589,621985.0
156590,623248.0
156591,624545.0
156592,625804.0
156593,626966.0
156594,628116.0
156595,629347.0
156596,630599.0
156597,631816.0
156598,633051.0
156599,634333.0
156600,635606.0
156601,636837.0
156602,638043.0
156603,639297.0
156604,640578.0
156605,641786.0
156606,643072.0
156607,644060.0
156608,645037.0
156609,646034.0
156610,646948.0
156611,647699.0
156612,648410.0
156613,648993.0
156614,649632.0
156615,650140.0
156616,650802.0
156617,653029.0
156618,654336.0
156619,654916.0
156620,655383.0
156621,655730.0
156622,656041.0
156623,656386.0
156624,656814.0
156625,657134.0
156626,657435.0
156627,657723.0
156628,657961.0
156629,658197.0
156630,658493.0
156631,659859.0
156632,660151.0
156633,660399.0
156634,660633.0
156635,660797.0
156636,660890.0
156637,661053.0
156638,661285.0
156639,661453.0
156640,661631.0
156641,661781.0
156642,661885.0
156643,661991.0
156644,662103.0
156645,662216.0
156646,662342.0
156647,662425.0
156648,662505.0
156649,662559.0
156650,662592.0
156651,662657.0
156652,662717.0
156653,662748.0
156654,662775.0
156655,662794.0
156656,662827.0
156657,662827.0
156658,662912.0
156659,662945.0
156660,663006.0
156661,663041.0
156662,663091.0
156663,663131.0
156664,663131.0
156665,663195.0
156666,663239.0
156667,663239.0
156668,663301.0
156669,663329.0
156670,663362.0
156671,663373.0
156672,663408.0
156673,663426.0
156674,
156675,1.0
156676,1.0
156677,1.0
156678,1.0
156679,1.0
